sample,pair,open_date,close_date,profit_ratio,is_win,risk_pct,compression_high,false_break_3h,false_break_6h,hit_half_r_6h,hit_1r_12h,max_favorable_r,max_adverse_r
recent_20250101_20260507,XRP/USDT:USDT,2025-07-13 13:00:00+00:00,2025-07-14 05:00:00+00:00,0.05000666540803702,True,0.037113971388384036,2.818,False,False,True,False,0.6972400821026854,0.5797599038853859
recent_20250101_20260507,DOGE/USDT:USDT,2025-07-16 15:00:00+00:00,2025-07-16 21:00:00+00:00,0.05001332190317671,True,0.04261165334344922,0.20308,False,False,True,True,1.97850052781424,0.3986960877249453
recent_20250101_20260507,BNB/USDT:USDT,2025-07-16 15:00:00+00:00,2025-07-18 04:00:00+00:00,0.049993729612340665,True,0.0271786899148363,696.21,False,False,True,True,1.0648654490626988,0.35704619622475575
recent_20250101_20260507,BNB/USDT:USDT,2025-07-20 17:00:00+00:00,2025-07-23 00:00:00+00:00,0.05000336691122349,True,0.02215162476465028,752.27,True,True,False,False,0.5605056945638087,0.610700234375495
recent_20250101_20260507,XRP/USDT:USDT,2025-07-20 09:00:00+00:00,2025-07-23 10:00:00+00:00,-0.016479303703682096,False,0.036370015430328424,3.4597,False,False,False,False,0.47057375437836957,0.17754535640986602
recent_20250101_20260507,BNB/USDT:USDT,2025-08-08 14:00:00+00:00,2025-08-12 20:00:00+00:00,0.04999419213776731,True,0.01694045463228095,792.16,True,True,False,False,0.395677298916443,0.8687050472451111
recent_20250101_20260507,XRP/USDT:USDT,2025-09-13 09:00:00+00:00,2025-09-14 04:00:00+00:00,-0.022208800788146715,False,0.02106002675007937,3.1372,False,True,True,False,0.6436060496601281,0.8264143407607708
recent_20250101_20260507,BNB/USDT:USDT,2025-09-13 10:00:00+00:00,2025-09-15 08:00:00+00:00,-0.019678410066412234,False,0.01848232401281169,930.6,False,True,False,False,0.30242766760959017,0.967768536350686
recent_20250101_20260507,BNB/USDT:USDT,2025-09-16 05:00:00+00:00,2025-09-17 20:00:00+00:00,0.0499974553247004,True,0.013091837620244623,923.34,False,False,True,True,2.645053883315858,0.18179064490143737
recent_20250101_20260507,ZEC/USDT:USDT,2025-09-21 02:00:00+00:00,2025-09-22 02:00:00+00:00,-0.03304972393463208,False,0.03194142097997965,50.83,False,False,True,False,0.5756821660439241,0.4531965988005305
recent_20250101_20260507,BNB/USDT:USDT,2025-10-02 02:00:00+00:00,2025-10-02 21:00:00+00:00,0.0500042616876452,True,0.02004860433924033,1032.7,True,True,False,True,1.3744054914414918,0.3958518969743909
recent_20250101_20260507,BNB/USDT:USDT,2025-10-05 03:00:00+00:00,2025-10-06 06:00:00+00:00,0.05000302595161926,True,0.023905311439684246,1159.47,False,False,True,False,0.9425506799218034,0.3371901364480019
recent_20250101_20260507,DOGE/USDT:USDT,2025-10-05 03:00:00+00:00,2025-10-06 17:00:00+00:00,0.05001882431833724,True,0.040379789532508585,0.25255,False,False,True,False,0.8291311633672596,0.2123502397448199
recent_20250101_20260507,XRP/USDT:USDT,2025-10-06 16:00:00+00:00,2025-10-07 08:00:00+00:00,-0.025399924469167633,False,0.02418532370622862,3.0208,False,True,False,False,0.2756674593527051,0.7683206911662002
recent_20250101_20260507,BNB/USDT:USDT,2026-01-17 16:00:00+00:00,2026-01-18 23:00:00+00:00,-0.022792295894757446,False,0.021768748591014603,945.14,False,False,False,False,0.036999025338262784,0.6015945418637146
recent_20250101_20260507,XRP/USDT:USDT,2026-04-17 14:00:00+00:00,2026-04-19 06:00:00+00:00,-0.046547450238249945,False,0.04541558661932931,1.4606,False,False,False,False,0.3362451396636938,0.2725511264234322
recent_20250101_20260507,ZEC/USDT:USDT,2026-05-01 16:00:00+00:00,2026-05-01 17:00:00+00:00,0.05000681778042059,True,0.0458173386882075,353.42,False,False,True,True,1.681054215794258,0.08129240884750127
recent_20250101_20260507,ZEC/USDT:USDT,2026-05-02 21:00:00+00:00,2026-05-03 21:00:00+00:00,0.04998897729942408,True,0.04856268421157271,384.91,False,True,False,False,0.3145344022222833,0.5369324643996548
recent_20250101_20260507,XRP/USDT:USDT,2026-05-05 13:00:00+00:00,2026-05-07 00:00:00+00:00,0.007288342604221743,True,0.0170863978059255,1.4096,True,True,False,False,0.4019990379137631,0.3481228781933588
