column,op,threshold,removed_count,removed_improved,removed_worsened,removed_delta_abs,kept_count,kept_delta_abs,estimated_gain_if_removed
ret_3h,<,-0.03143,17,13,4,21.86168,14,19.80873,-21.86168
dist_ema20_1h,<=,-0.03005,17,13,4,21.86168,14,19.80873,-21.86168
dist_ema20_1h,<,-0.02804,17,13,4,21.86168,14,19.80873,-21.86168
atr_pct_4h,>,0.02728,19,15,4,21.89254,12,19.77787,-21.89254
atr_pct_4h,>=,0.02729,19,15,4,21.89254,12,19.77787,-21.89254
hours_after_first_add,<=,0.67,22,16,6,22.08277,9,19.58764,-22.08277
hours_after_first_add,<,0.75,22,16,6,22.08277,9,19.58764,-22.08277
profit_at_second_add,>,0.01942,10,10,0,22.09988,21,19.57053,-22.09988
profit_at_second_add,>=,0.01962,10,10,0,22.09988,21,19.57053,-22.09988
ret_6h,<=,-0.02741,20,14,6,22.14477,11,19.52564,-22.14477
ret_6h,<,-0.02673,20,14,6,22.14477,11,19.52564,-22.14477
vol_ratio_24_1h,>,3.50191,17,13,4,22.16448,14,19.50593,-22.16448
vol_ratio_24_1h,>=,3.51774,17,13,4,22.16448,14,19.50593,-22.16448
vol_ratio_24_1h,>,3.47008,19,15,4,22.1682,12,19.50221,-22.1682
vol_ratio_24_1h,>=,3.50191,19,15,4,22.1682,12,19.50221,-22.1682
dist_ema50_4h,<=,-0.06227,22,16,6,22.25151,9,19.4189,-22.25151
dist_ema50_4h,<,-0.04548,22,16,6,22.25151,9,19.4189,-22.25151
ret_3h,<=,-0.03745,15,13,2,22.25689,16,19.41352,-22.25689
ret_3h,<,-0.0351,15,13,2,22.25689,16,19.41352,-22.25689
ema20_slope_3_1h,<=,-0.00572,18,13,5,22.65524,13,19.01517,-22.65524
ema20_slope_3_1h,<,-0.00557,18,13,5,22.65524,13,19.01517,-22.65524
dist_ema50_1h,<=,-0.02775,20,15,5,22.65896,11,19.01145,-22.65896
dist_ema50_1h,<,-0.02709,20,15,5,22.65896,11,19.01145,-22.65896
ema50_slope_3_1h,<=,-0.00285,20,15,5,22.65896,11,19.01145,-22.65896
ema50_slope_3_1h,<,-0.00218,20,15,5,22.65896,11,19.01145,-22.65896
dist_ema20_4h,<=,-0.03794,20,15,5,22.65896,11,19.01145,-22.65896
dist_ema20_4h,<,-0.03358,20,15,5,22.65896,11,19.01145,-22.65896
ema20_slope_3_4h,<=,-0.00595,20,15,5,22.65896,11,19.01145,-22.65896
ema20_slope_3_4h,<,-0.00568,20,15,5,22.65896,11,19.01145,-22.65896
ret_4h_3,<=,-0.041,16,13,3,22.73871,15,18.9317,-22.73871
ret_4h_3,<,-0.04013,16,13,3,22.73871,15,18.9317,-22.73871
atr_pct_4h,>,0.01539,26,18,8,23.09332,5,18.57709,-23.09332
atr_pct_4h,>=,0.01914,26,18,8,23.09332,5,18.57709,-23.09332
ret_4h_3,<=,-0.04202,14,13,1,23.13392,17,18.53649,-23.13392
ret_4h_3,<,-0.041,14,13,1,23.13392,17,18.53649,-23.13392
atr_pct_4h,>,0.02451,20,16,4,23.22103,11,18.44938,-23.22103
atr_pct_4h,>=,0.02728,20,16,4,23.22103,11,18.44938,-23.22103
ema50_slope_3_4h,<=,-0.00368,25,18,7,23.28883,6,18.38158,-23.28883
ema50_slope_3_4h,<,-0.00271,25,18,7,23.28883,6,18.38158,-23.28883
ret_24h,<=,-0.03484,14,8,6,23.47482,17,18.19559,-23.47482
ret_24h,<,-0.03463,14,8,6,23.47482,17,18.19559,-23.47482
ema50_slope_3_1h,<=,-0.00203,23,17,6,23.69628,8,17.97413,-23.69628
ema50_slope_3_1h,<,-0.0018,23,17,6,23.69628,8,17.97413,-23.69628
upper_wick_ratio_1h,>,0.00499,27,19,8,23.84999,4,17.82042,-23.84999
upper_wick_ratio_1h,>=,0.00909,27,19,8,23.84999,4,17.82042,-23.84999
ret_24h,<=,-0.03463,15,9,6,23.98019,16,17.69022,-23.98019
ret_24h,<,-0.03368,15,9,6,23.98019,16,17.69022,-23.98019
ret_4h_3,<=,-0.03929,19,14,5,23.98373,12,17.68668,-23.98373
ret_4h_3,<,-0.0373,19,14,5,23.98373,12,17.68668,-23.98373
dist_ema50_1h,<=,-0.02709,21,16,5,23.98745,10,17.68296,-23.98745
dist_ema50_1h,<,-0.02569,21,16,5,23.98745,10,17.68296,-23.98745
dist_ema20_4h,<=,-0.03358,21,16,5,23.98745,10,17.68296,-23.98745
dist_ema20_4h,<,-0.03258,21,16,5,23.98745,10,17.68296,-23.98745
ema50_slope_3_1h,<=,-0.0018,24,18,6,24.20165,7,17.46876,-24.20165
ema50_slope_3_1h,<,-0.00168,24,18,6,24.20165,7,17.46876,-24.20165
ret_24h,<=,-0.03368,17,11,6,24.29623,14,17.37418,-24.29623
ret_24h,<,-0.02973,17,11,6,24.29623,14,17.37418,-24.29623
upper_wick_ratio_1h,<=,0.00909,6,6,0,24.34636,25,17.32405,-24.34636
upper_wick_ratio_1h,<,0.01876,6,6,0,24.34636,25,17.32405,-24.34636
upper_wick_ratio_1h,<=,0.01876,8,8,0,24.35008,23,17.32033,-24.35008
upper_wick_ratio_1h,<,0.02851,8,8,0,24.35008,23,17.32033,-24.35008
ret_24h,<=,-0.03585,12,8,4,24.44434,19,17.22607,-24.44434
ret_24h,<,-0.03484,12,8,4,24.44434,19,17.22607,-24.44434
ret_24h,<=,-0.02973,19,13,6,24.49837,12,17.17204,-24.49837
ret_24h,<,-0.02858,19,13,6,24.49837,12,17.17204,-24.49837
ret_24h,<=,-0.03612,11,8,3,24.53683,20,17.13358,-24.53683
ret_24h,<,-0.03585,11,8,3,24.53683,20,17.13358,-24.53683
upper_wick_ratio_1h,<=,0.02851,10,10,0,24.66612,21,17.00429,-24.66612
upper_wick_ratio_1h,<,0.03261,10,10,0,24.66612,21,17.00429,-24.66612
body_ratio_1h,<=,0.87352,29,21,8,24.79221,2,16.8782,-24.79221
ema50_slope_3_4h,>,-0.00702,16,11,5,25.00472,15,16.66569,-25.00472
ema50_slope_3_4h,>=,-0.0064,16,11,5,25.00472,15,16.66569,-25.00472
close_position_1h,>,0.1039,24,16,8,25.03266,7,16.63775,-25.03266
close_position_1h,>=,0.11347,24,16,8,25.03266,7,16.63775,-25.03266
lower_wick_ratio_1h,>,0.1039,24,16,8,25.03266,7,16.63775,-25.03266
lower_wick_ratio_1h,>=,0.11347,24,16,8,25.03266,7,16.63775,-25.03266
ret_4h_3,>,-0.04291,19,12,7,25.06243,12,16.60798,-25.06243
ret_4h_3,>=,-0.04202,19,12,7,25.06243,12,16.60798,-25.06243
ret_1h,>,-0.02168,18,12,6,25.36515,13,16.30526,-25.36515
ret_1h,>=,-0.01842,18,12,6,25.36515,13,16.30526,-25.36515
dist_ema20_4h,>,-0.04051,13,10,3,25.53739,18,16.13302,-25.53739
dist_ema20_4h,>=,-0.03794,13,10,3,25.53739,18,16.13302,-25.53739
dist_ema50_4h,>,-0.07444,13,10,3,25.53739,18,16.13302,-25.53739
dist_ema50_4h,>=,-0.06737,13,10,3,25.53739,18,16.13302,-25.53739
ema20_slope_3_4h,>,-0.0075,13,10,3,25.53739,18,16.13302,-25.53739
ema20_slope_3_4h,>=,-0.00595,13,10,3,25.53739,18,16.13302,-25.53739
ema50_slope_3_4h,>,-0.00618,13,10,3,25.53739,18,16.13302,-25.53739
ema50_slope_3_4h,>=,-0.00617,13,10,3,25.53739,18,16.13302,-25.53739
extra_drop_after_first_add,<=,0.01421,18,14,4,25.69786,13,15.97255,-25.69786
extra_drop_after_first_add,<,0.015,18,14,4,25.69786,13,15.97255,-25.69786
extra_drop_after_first_add,<=,0.01411,17,14,3,25.79035,14,15.88006,-25.79035
extra_drop_after_first_add,<,0.01421,17,14,3,25.79035,14,15.88006,-25.79035
ret_3h,>,-0.03779,18,12,6,25.93946,13,15.73095,-25.93946
ret_3h,>=,-0.03745,18,12,6,25.93946,13,15.73095,-25.93946
ema50_slope_3_4h,>,-0.0064,14,11,3,25.97424,17,15.69617,-25.97424
ema50_slope_3_4h,>=,-0.00618,14,11,3,25.97424,17,15.69617,-25.97424
ret_4h_3,>,-0.04669,21,14,7,25.99073,10,15.67968,-25.99073
ret_4h_3,>=,-0.04291,21,14,7,25.99073,10,15.67968,-25.99073
body_ratio_1h,>,0.48837,22,15,7,26.03157,9,15.63884,-26.03157
body_ratio_1h,>=,0.57143,22,15,7,26.03157,9,15.63884,-26.03157
ret_4h_3,>,-0.04907,23,15,8,26.33509,8,15.33532,-26.33509
ret_4h_3,>=,-0.04852,23,15,8,26.33509,8,15.33532,-26.33509
ret_4h_1,>,-0.03317,15,12,3,26.42716,16,15.24325,-26.42716
ret_4h_1,>=,-0.03179,15,12,3,26.42716,16,15.24325,-26.42716
ret_4h_3,>,-0.04852,22,15,7,26.42758,9,15.24283,-26.42758
ret_4h_3,>=,-0.04669,22,15,7,26.42758,9,15.24283,-26.42758
upper_wick_ratio_1h,<=,0.18254,26,18,8,26.44817,5,15.22224,-26.44817
upper_wick_ratio_1h,<,0.22093,26,18,8,26.44817,5,15.22224,-26.44817
ret_4h_1,>,-0.03179,14,12,2,26.62267,17,15.04774,-26.62267
ret_4h_1,>=,-0.03168,14,12,2,26.62267,17,15.04774,-26.62267
lower_wick_ratio_1h,<=,0.24603,20,14,6,26.67628,11,14.99413,-26.67628
lower_wick_ratio_1h,<,0.26087,20,14,6,26.67628,11,14.99413,-26.67628
ema50_slope_3_1h,>,-0.00364,16,11,5,26.78241,15,14.888,-26.78241
ema50_slope_3_1h,>=,-0.00357,16,11,5,26.78241,15,14.888,-26.78241
ema20_slope_3_4h,>,-0.00978,16,11,5,26.78241,15,14.888,-26.78241
ema20_slope_3_4h,>=,-0.00913,16,11,5,26.78241,15,14.888,-26.78241
dist_ema20_4h,>,-0.05819,18,13,5,26.78613,13,14.88428,-26.78613
dist_ema20_4h,>=,-0.05326,18,13,5,26.78613,13,14.88428,-26.78613
dist_ema50_4h,>,-0.079,18,13,5,26.78613,13,14.88428,-26.78613
dist_ema50_4h,>=,-0.07758,18,13,5,26.78613,13,14.88428,-26.78613
extra_drop_after_first_add,<=,0.01563,21,15,6,26.94288,10,14.72753,-26.94288
extra_drop_after_first_add,<,0.01587,21,15,6,26.94288,10,14.72753,-26.94288
body_ratio_1h,>,0.57143,20,15,5,27.00109,11,14.66932,-27.00109
body_ratio_1h,>=,0.59585,20,15,5,27.00109,11,14.66932,-27.00109
ema50_slope_3_1h,>,-0.00367,18,13,5,27.09845,13,14.57196,-27.09845
ema50_slope_3_1h,>=,-0.00364,18,13,5,27.09845,13,14.57196,-27.09845
ret_1h,>,-0.01842,17,12,5,27.10109,14,14.56932,-27.10109
ret_1h,>=,-0.01817,17,12,5,27.10109,14,14.56932,-27.10109
body_ratio_1h,>,0.59585,19,15,4,27.1966,12,14.47381,-27.1966
body_ratio_1h,>=,0.65686,19,15,4,27.1966,12,14.47381,-27.1966
ema20_slope_3_4h,>,-0.01118,17,12,5,27.21926,14,14.45115,-27.21926
ema20_slope_3_4h,>=,-0.00978,17,12,5,27.21926,14,14.45115,-27.21926
ema50_slope_3_4h,>,-0.00826,17,12,5,27.21926,14,14.45115,-27.21926
ema50_slope_3_4h,>=,-0.00702,17,12,5,27.21926,14,14.45115,-27.21926
dist_ema20_4h,>,-0.06155,19,14,5,27.22298,12,14.44743,-27.22298
dist_ema20_4h,>=,-0.05819,19,14,5,27.22298,12,14.44743,-27.22298
dist_ema50_4h,>,-0.09441,19,14,5,27.22298,12,14.44743,-27.22298
dist_ema50_4h,>=,-0.079,19,14,5,27.22298,12,14.44743,-27.22298
ema50_slope_3_4h,>,-0.00843,19,14,5,27.22298,12,14.44743,-27.22298
ema50_slope_3_4h,>=,-0.00826,19,14,5,27.22298,12,14.44743,-27.22298
close_position_1h,>,0.10376,25,17,8,27.2472,6,14.42321,-27.2472
close_position_1h,>=,0.1039,25,17,8,27.2472,6,14.42321,-27.2472
lower_wick_ratio_1h,>,0.10376,25,17,8,27.2472,6,14.42321,-27.2472
lower_wick_ratio_1h,>=,0.1039,25,17,8,27.2472,6,14.42321,-27.2472
dist_ema20_4h,>,-0.07197,26,18,8,27.25346,5,14.41695,-27.25346
dist_ema20_4h,>=,-0.0692,26,18,8,27.25346,5,14.41695,-27.25346
ema20_slope_3_4h,>,-0.01466,26,18,8,27.25346,5,14.41695,-27.25346
ema20_slope_3_4h,>=,-0.01453,26,18,8,27.25346,5,14.41695,-27.25346
dist_ema50_4h,>,-0.06737,12,10,2,27.27333,19,14.39708,-27.27333
dist_ema50_4h,>=,-0.06358,12,10,2,27.27333,19,14.39708,-27.27333
ema50_slope_3_4h,>,-0.00617,12,10,2,27.27333,19,14.39708,-27.27333
ema50_slope_3_4h,>=,-0.00548,12,10,2,27.27333,19,14.39708,-27.27333
ret_1h,>,-0.01817,16,12,4,27.2966,15,14.37381,-27.2966
ret_1h,>=,-0.0181,16,12,4,27.2966,15,14.37381,-27.2966
ema20_slope_3_4h,>,-0.01453,25,18,7,27.34595,6,14.32446,-27.34595
ema20_slope_3_4h,>=,-0.013,25,18,7,27.34595,6,14.32446,-27.34595
vol_ratio_24_1h,<=,3.61458,17,13,4,27.36036,14,14.31005,-27.36036
vol_ratio_24_1h,<,3.77155,17,13,4,27.36036,14,14.31005,-27.36036
upper_wick_ratio_1h,<=,0.13865,24,18,6,27.41769,7,14.25272,-27.41769
upper_wick_ratio_1h,<,0.18254,24,18,6,27.41769,7,14.25272,-27.41769
ema20_slope_3_4h,>,-0.01208,19,14,5,27.4214,12,14.24901,-27.4214
ema20_slope_3_4h,>=,-0.01118,19,14,5,27.4214,12,14.24901,-27.4214
dist_ema20_4h,>,-0.06254,21,16,5,27.42512,10,14.24529,-27.42512
dist_ema20_4h,>=,-0.06155,21,16,5,27.42512,10,14.24529,-27.42512
ema50_slope_3_4h,>,-0.00844,21,16,5,27.42512,10,14.24529,-27.42512
ema50_slope_3_4h,>=,-0.00843,21,16,5,27.42512,10,14.24529,-27.42512
profit_at_second_add,<=,0.01962,22,14,8,27.49423,9,14.17618,-27.49423
profit_at_second_add,<,0.01964,22,14,8,27.49423,9,14.17618,-27.49423
extra_drop_after_first_add,<=,0.01399,16,14,2,27.52629,15,14.14412,-27.52629
extra_drop_after_first_add,<,0.01411,16,14,2,27.52629,15,14.14412,-27.52629
dist_ema50_4h,>,-0.09596,21,16,5,27.53902,10,14.13139,-27.53902
dist_ema50_4h,>=,-0.09441,21,16,5,27.53902,10,14.13139,-27.53902
close_position_1h,>,0.09387,27,19,8,27.56324,4,14.10717,-27.56324
close_position_1h,>=,0.10376,27,19,8,27.56324,4,14.10717,-27.56324
lower_wick_ratio_1h,>,0.09387,27,19,8,27.56324,4,14.10717,-27.56324
lower_wick_ratio_1h,>=,0.10376,27,19,8,27.56324,4,14.10717,-27.56324
lower_wick_ratio_1h,<=,0.23529,18,14,4,27.6458,13,14.02461,-27.6458
lower_wick_ratio_1h,<,0.24603,18,14,4,27.6458,13,14.02461,-27.6458
dist_ema20_4h,>,-0.0692,24,18,6,27.64867,7,14.02174,-27.64867
dist_ema20_4h,>=,-0.06774,24,18,6,27.64867,7,14.02174,-27.64867
dist_ema50_4h,>,-0.11652,24,18,6,27.64867,7,14.02174,-27.64867
dist_ema50_4h,>=,-0.10904,24,18,6,27.64867,7,14.02174,-27.64867
vol_ratio_24_1h,<=,4.23891,26,19,7,27.65573,5,14.01468,-27.65573
vol_ratio_24_1h,<,4.49746,26,19,7,27.65573,5,14.01468,-27.65573
ret_4h_3,>,-0.04984,24,16,8,27.66358,7,14.00683,-27.66358
ret_4h_3,>=,-0.04907,24,16,8,27.66358,7,14.00683,-27.66358
extra_drop_after_first_add,<=,0.01278,15,14,1,27.7218,16,13.94861,-27.7218
extra_drop_after_first_add,<,0.01399,15,14,1,27.7218,16,13.94861,-27.7218
ema20_slope_3_4h,>,-0.01246,21,16,5,27.73744,10,13.93297,-27.73744
ema20_slope_3_4h,>=,-0.01208,21,16,5,27.73744,10,13.93297,-27.73744
dist_ema20_4h,>,-0.06774,23,18,5,27.74116,8,13.92925,-27.74116
dist_ema20_4h,>=,-0.06254,23,18,5,27.74116,8,13.92925,-27.74116
dist_ema50_4h,>,-0.10904,23,18,5,27.74116,8,13.92925,-27.74116
dist_ema50_4h,>=,-0.09596,23,18,5,27.74116,8,13.92925,-27.74116
ema20_slope_3_4h,>,-0.013,23,18,5,27.74116,8,13.92925,-27.74116
ema20_slope_3_4h,>=,-0.01246,23,18,5,27.74116,8,13.92925,-27.74116
ema50_slope_3_4h,>,-0.01008,23,18,5,27.74116,8,13.92925,-27.74116
ema50_slope_3_4h,>=,-0.00844,23,18,5,27.74116,8,13.92925,-27.74116
ema50_slope_3_1h,>,-0.00357,14,11,3,27.75193,17,13.91848,-27.75193
ema50_slope_3_1h,>=,-0.00298,14,11,3,27.75193,17,13.91848,-27.75193
dist_ema20_4h,>,-0.04721,14,11,3,27.75193,17,13.91848,-27.75193
dist_ema20_4h,>=,-0.04051,14,11,3,27.75193,17,13.91848,-27.75193
dist_ema50_4h,>,-0.0766,14,11,3,27.75193,17,13.91848,-27.75193
dist_ema50_4h,>=,-0.07444,14,11,3,27.75193,17,13.91848,-27.75193
ema20_slope_3_4h,>,-0.00913,14,11,3,27.75193,17,13.91848,-27.75193
ema20_slope_3_4h,>=,-0.0075,14,11,3,27.75193,17,13.91848,-27.75193
dist_ema50_1h,>,-0.04552,16,13,3,27.75565,15,13.91476,-27.75565
dist_ema50_1h,>=,-0.03882,16,13,3,27.75565,15,13.91476,-27.75565
ret_4h_1,>,-0.03349,16,13,3,27.75565,15,13.91476,-27.75565
ret_4h_1,>=,-0.03317,16,13,3,27.75565,15,13.91476,-27.75565
dist_ema20_4h,>,-0.05326,16,13,3,27.75565,15,13.91476,-27.75565
dist_ema20_4h,>=,-0.04721,16,13,3,27.75565,15,13.91476,-27.75565
dist_ema50_4h,>,-0.07758,16,13,3,27.75565,15,13.91476,-27.75565
dist_ema50_4h,>=,-0.0766,16,13,3,27.75565,15,13.91476,-27.75565
vol_ratio_24_1h,<=,3.77155,18,14,4,27.79721,13,13.8732,-27.79721
vol_ratio_24_1h,<,3.79864,18,14,4,27.79721,13,13.8732,-27.79721
extra_drop_after_first_add,<=,0.015,19,15,4,27.9124,12,13.75801,-27.9124
extra_drop_after_first_add,<,0.01563,19,15,4,27.9124,12,13.75801,-27.9124
vol_ratio_24_1h,<=,4.04055,21,16,5,27.91774,10,13.75267,-27.91774
vol_ratio_24_1h,<,4.15062,21,16,5,27.91774,10,13.75267,-27.91774
ret_4h_3,>,-0.06227,25,17,8,27.97336,6,13.69705,-27.97336
ret_4h_3,>=,-0.04984,25,17,8,27.97336,6,13.69705,-27.97336
lower_wick_ratio_1h,<=,0.26087,21,15,6,28.00477,10,13.66564,-28.00477
lower_wick_ratio_1h,<,0.2907,21,15,6,28.00477,10,13.66564,-28.00477
vol_ratio_24_1h,<=,3.79864,20,16,4,28.11325,11,13.55716,-28.11325
vol_ratio_24_1h,<,4.04055,20,16,4,28.11325,11,13.55716,-28.11325
extra_drop_after_first_add,<=,0.01587,23,17,6,28.1364,8,13.53401,-28.1364
extra_drop_after_first_add,<,0.01602,23,17,6,28.1364,8,13.53401,-28.1364
profit_at_second_add,>,0.01893,15,12,3,28.13812,16,13.53229,-28.13812
profit_at_second_add,>=,0.01895,15,12,3,28.13812,16,13.53229,-28.13812
atr_pct_1h,>,0.00742,26,18,8,28.15734,5,13.51307,-28.15734
atr_pct_1h,>=,0.00791,26,18,8,28.15734,5,13.51307,-28.15734
dist_ema50_4h,<=,-0.04118,26,18,8,28.15734,5,13.51307,-28.15734
dist_ema50_4h,<,-0.03496,26,18,8,28.15734,5,13.51307,-28.15734
dist_ema20_4h,>,-0.08015,28,20,8,28.18176,3,13.48865,-28.18176
dist_ema20_4h,>=,-0.07197,28,20,8,28.18176,3,13.48865,-28.18176
ret_1h,>,-0.0181,14,12,2,28.26612,17,13.40429,-28.26612
ret_1h,>=,-0.01504,14,12,2,28.26612,17,13.40429,-28.26612
ret_4h_3,>,-0.0631,27,19,8,28.2894,4,13.38101,-28.2894
ret_4h_3,>=,-0.06227,27,19,8,28.2894,4,13.38101,-28.2894
dist_ema50_4h,<=,-0.04285,25,18,7,28.35285,6,13.31756,-28.35285
dist_ema50_4h,<,-0.04118,25,18,7,28.35285,6,13.31756,-28.35285
range_pct_1h,<=,0.01919,11,10,1,28.35489,20,13.31552,-28.35489
range_pct_1h,<,0.02537,11,10,1,28.35489,20,13.31552,-28.35489
ret_4h_1,>,-0.03168,13,12,1,28.35861,18,13.3118,-28.35861
ret_4h_1,>=,-0.03089,13,12,1,28.35861,18,13.3118,-28.35861
vol_ratio_24_1h,<=,4.15062,22,17,5,28.42311,9,13.2473,-28.42311
vol_ratio_24_1h,<,4.22676,22,17,5,28.42311,9,13.2473,-28.42311
ret_4h_1,>,-0.05067,26,20,6,28.4499,5,13.22051,-28.4499
ret_4h_1,>=,-0.04394,26,20,6,28.4499,5,13.22051,-28.4499
ret_4h_1,>=,-0.05127,29,21,8,28.49154,2,13.17887,-28.49154
ret_4h_3,>=,-0.0631,29,21,8,28.49154,2,13.17887,-28.49154
dist_ema50_4h,>,-0.1172,26,20,6,28.57697,5,13.09344,-28.57697
dist_ema50_4h,>=,-0.11652,26,20,6,28.57697,5,13.09344,-28.57697
upper_wick_ratio_1h,<=,0.10784,19,16,3,28.62054,12,13.04987,-28.62054
upper_wick_ratio_1h,<,0.11252,19,16,3,28.62054,12,13.04987,-28.62054
vol_ratio_24_1h,<=,4.22676,24,19,5,28.62525,7,13.04516,-28.62525
vol_ratio_24_1h,<,4.23891,24,19,5,28.62525,7,13.04516,-28.62525
ret_6h,<=,-0.01946,25,17,8,28.65899,6,13.01142,-28.65899
ret_6h,<,-0.01599,25,17,8,28.65899,6,13.01142,-28.65899
ret_4h_3,<=,-0.02579,25,17,8,28.65899,6,13.01142,-28.65899
ret_4h_3,<,-0.02493,25,17,8,28.65899,6,13.01142,-28.65899
ret_4h_3,<=,-0.02493,27,19,8,28.66271,4,13.0077,-28.66271
ret_4h_3,<,-0.01863,27,19,8,28.66271,4,13.0077,-28.66271
ret_4h_1,>,-0.0366,18,15,3,28.68395,13,12.98646,-28.68395
ret_4h_1,>=,-0.03349,18,15,3,28.68395,13,12.98646,-28.68395
ret_4h_1,>,-0.03789,21,17,4,28.7936,10,12.87681,-28.7936
ret_4h_1,>=,-0.03765,21,17,4,28.7936,10,12.87681,-28.7936
ret_4h_1,>,-0.03765,20,17,3,28.88609,11,12.78432,-28.88609
ret_4h_1,>=,-0.0366,20,17,3,28.88609,11,12.78432,-28.88609
ret_4h_1,>,-0.05127,27,21,6,28.88675,4,12.78366,-28.88675
ret_4h_1,>=,-0.05067,27,21,6,28.88675,4,12.78366,-28.88675
ret_24h,>,-0.04138,22,17,5,28.94776,9,12.72265,-28.94776
ret_24h,>=,-0.03612,22,17,5,28.94776,9,12.72265,-28.94776
ema20_slope_3_1h,<=,-0.00384,25,18,7,29.07016,6,12.60025,-29.07016
ema20_slope_3_1h,<,-0.00368,25,18,7,29.07016,6,12.60025,-29.07016
ret_4h_1,>,-0.03934,23,19,4,29.10964,8,12.56077,-29.10964
ret_4h_1,>=,-0.03789,23,19,4,29.10964,8,12.56077,-29.10964
upper_wick_ratio_1h,<=,0.11747,23,18,5,29.15363,8,12.51678,-29.15363
upper_wick_ratio_1h,<,0.13865,23,18,5,29.15363,8,12.51678,-29.15363
atr_pct_4h,<=,0.02257,10,7,3,29.22624,21,12.44417,-29.22624
atr_pct_4h,<,0.02451,10,7,3,29.22624,21,12.44417,-29.22624
ema20_slope_3_1h,<=,-0.00399,24,18,6,29.26567,7,12.40474,-29.26567
ema20_slope_3_1h,<,-0.00384,24,18,6,29.26567,7,12.40474,-29.26567
ema20_slope_3_1h,>,-0.00426,9,7,2,29.28294,22,12.38747,-29.28294
ema20_slope_3_1h,>=,-0.00399,9,7,2,29.28294,22,12.38747,-29.28294
ret_4h_1,>,-0.04394,24,20,4,29.41942,7,12.25099,-29.41942
ret_4h_1,>=,-0.03934,24,20,4,29.41942,7,12.25099,-29.41942
atr_pct_4h,<=,0.02077,9,7,2,29.42175,22,12.24866,-29.42175
atr_pct_4h,<,0.02257,9,7,2,29.42175,22,12.24866,-29.42175
upper_wick_ratio_1h,<=,0.11252,21,18,3,29.54884,10,12.12157,-29.54884
upper_wick_ratio_1h,<,0.11747,21,18,3,29.54884,10,12.12157,-29.54884
ema20_slope_3_1h,>,-0.00545,10,8,2,29.78831,21,11.8821,-29.78831
ema20_slope_3_1h,>=,-0.00426,10,8,2,29.78831,21,11.8821,-29.78831
ema50_slope_3_1h,>,-0.00218,10,8,2,29.78831,21,11.8821,-29.78831
ema50_slope_3_1h,>=,-0.00203,10,8,2,29.78831,21,11.8821,-29.78831
ema20_slope_3_1h,>,-0.00557,12,10,2,29.79203,19,11.87838,-29.79203
ema20_slope_3_1h,>=,-0.00545,12,10,2,29.79203,19,11.87838,-29.79203
body_ratio_1h,>,0.86773,4,4,0,30.05707,27,11.61334,-30.05707
body_ratio_1h,>=,0.87352,4,4,0,30.05707,27,11.61334,-30.05707
ret_4h_1,<=,-0.03089,20,13,7,30.19,11,11.48041,-30.19
ret_4h_1,<,-0.03087,20,13,7,30.19,11,11.48041,-30.19
dist_ema50_4h,>,-0.04548,8,7,1,30.19576,23,11.47465,-30.19576
dist_ema50_4h,>=,-0.04285,8,7,1,30.19576,23,11.47465,-30.19576
ema50_slope_3_4h,>,-0.00485,8,7,1,30.19576,23,11.47465,-30.19576
ema50_slope_3_4h,>=,-0.00368,8,7,1,30.19576,23,11.47465,-30.19576
body_ratio_1h,>,0.82823,6,6,0,30.37311,25,11.2973,-30.37311
body_ratio_1h,>=,0.86773,6,6,0,30.37311,25,11.2973,-30.37311
atr_pct_1h,<=,0.00791,7,7,0,30.39127,24,11.27914,-30.39127
atr_pct_1h,<,0.00829,7,7,0,30.39127,24,11.27914,-30.39127
atr_pct_4h,<=,0.01914,7,7,0,30.39127,24,11.27914,-30.39127
atr_pct_4h,<,0.02077,7,7,0,30.39127,24,11.27914,-30.39127
extra_drop_after_first_add,>,0.01147,18,11,7,30.82681,13,10.8436,-30.82681
extra_drop_after_first_add,>=,0.01278,18,11,7,30.82681,13,10.8436,-30.82681
atr_pct_1h,<=,0.00985,9,8,1,30.86987,22,10.80054,-30.86987
atr_pct_1h,<,0.01004,9,8,1,30.86987,22,10.80054,-30.86987
body_ratio_1h,>,0.81772,8,8,0,31.30141,23,10.369,-31.30141
body_ratio_1h,>=,0.82823,8,8,0,31.30141,23,10.369,-31.30141
body_ratio_1h,>,0.79091,10,10,0,31.50355,21,10.16686,-31.50355
body_ratio_1h,>=,0.81772,10,10,0,31.50355,21,10.16686,-31.50355
ema50_slope_3_4h,>,-0.0054,9,8,1,31.52425,22,10.14616,-31.52425
ema50_slope_3_4h,>=,-0.00485,9,8,1,31.52425,22,10.14616,-31.52425
close_position_1h,<=,0.13172,10,9,1,31.78001,21,9.8904,-31.78001
close_position_1h,<,0.13329,10,9,1,31.78001,21,9.8904,-31.78001
lower_wick_ratio_1h,<=,0.13172,10,9,1,31.78001,21,9.8904,-31.78001
lower_wick_ratio_1h,<,0.13329,10,9,1,31.78001,21,9.8904,-31.78001
vol_ratio_24_1h,>,2.87757,24,17,7,31.85123,7,9.81918,-31.85123
vol_ratio_24_1h,>=,3.01908,24,17,7,31.85123,7,9.81918,-31.85123
close_position_1h,<=,0.13329,12,11,1,31.98215,19,9.68826,-31.98215
close_position_1h,<,0.14474,12,11,1,31.98215,19,9.68826,-31.98215
lower_wick_ratio_1h,<=,0.13329,12,11,1,31.98215,19,9.68826,-31.98215
