column,op,threshold,removed_count,removed_improved,removed_worsened,removed_delta_abs,kept_count,kept_delta_abs,estimated_gain_if_removed
profit_at_second_add,<=,0.01793,4,1,3,-12.20294,27,53.87335,12.20294
profit_at_second_add,<,0.01795,4,1,3,-12.20294,27,53.87335,12.20294
ret_1h,>,0.00786,1,0,1,-10.77686,30,52.44727,10.77686
ret_3h,>,-0.00907,1,0,1,-10.77686,30,52.44727,10.77686
vol_ratio_24_1h,<,1.76309,1,0,1,-10.77686,30,52.44727,10.77686
ret_4h_1,>,-0.00604,1,0,1,-10.77686,30,52.44727,10.77686
dist_ema20_4h,>,-0.0149,1,0,1,-10.77686,30,52.44727,10.77686
close_position_1h,>,0.77215,3,2,1,-10.77314,28,52.44355,10.77314
close_position_1h,>=,0.89216,3,2,1,-10.77314,28,52.44355,10.77314
ret_1h,>,0.00062,3,2,1,-10.77314,28,52.44355,10.77314
ret_1h,>=,0.00786,3,2,1,-10.77314,28,52.44355,10.77314
ret_24h,>,-0.00987,3,2,1,-10.77314,28,52.44355,10.77314
ret_24h,>=,-0.00346,3,2,1,-10.77314,28,52.44355,10.77314
ema20_slope_3_4h,>,-0.00404,6,3,3,-10.1863,25,51.85671,10.1863
ema20_slope_3_4h,>=,-0.00401,6,3,3,-10.1863,25,51.85671,10.1863
dist_ema50_1h,>,-0.0226,4,2,2,-9.77885,27,51.44926,9.77885
dist_ema50_1h,>=,-0.01971,4,2,2,-9.77885,27,51.44926,9.77885
dist_ema20_4h,>,-0.02214,4,2,2,-9.77885,27,51.44926,9.77885
dist_ema20_4h,>=,-0.02142,4,2,2,-9.77885,27,51.44926,9.77885
close_position_1h,>,0.55844,6,4,2,-9.67211,25,51.34252,9.67211
close_position_1h,>=,0.74423,6,4,2,-9.67211,25,51.34252,9.67211
ret_3h,>,-0.01176,3,2,1,-9.58334,28,51.25375,9.58334
ret_3h,>=,-0.00907,3,2,1,-9.58334,28,51.25375,9.58334
ret_12h,>,-0.02043,3,2,1,-9.58334,28,51.25375,9.58334
ret_12h,>=,-0.01898,3,2,1,-9.58334,28,51.25375,9.58334
dist_ema20_1h,>,-0.01276,3,2,1,-9.58334,28,51.25375,9.58334
dist_ema20_1h,>=,-0.01142,3,2,1,-9.58334,28,51.25375,9.58334
dist_ema50_1h,>,-0.01971,3,2,1,-9.58334,28,51.25375,9.58334
dist_ema50_1h,>=,-0.01247,3,2,1,-9.58334,28,51.25375,9.58334
dist_ema20_4h,>,-0.02142,3,2,1,-9.58334,28,51.25375,9.58334
dist_ema20_4h,>=,-0.0149,3,2,1,-9.58334,28,51.25375,9.58334
close_position_1h,>,0.74423,5,4,1,-9.57962,26,51.25003,9.57962
close_position_1h,>=,0.77215,5,4,1,-9.57962,26,51.25003,9.57962
ret_1h,>,-0.00286,5,4,1,-9.57962,26,51.25003,9.57962
ret_1h,>=,0.00062,5,4,1,-9.57962,26,51.25003,9.57962
ret_3h,>,-0.01853,5,4,1,-9.57962,26,51.25003,9.57962
ret_3h,>=,-0.01176,5,4,1,-9.57962,26,51.25003,9.57962
dist_ema20_1h,>,-0.0175,5,4,1,-9.57962,26,51.25003,9.57962
dist_ema20_1h,>=,-0.01276,5,4,1,-9.57962,26,51.25003,9.57962
ret_24h,>,-0.01402,4,3,1,-9.44465,27,51.11506,9.44465
ret_24h,>=,-0.00987,4,3,1,-9.44465,27,51.11506,9.44465
close_position_1h,>,0.29187,8,5,3,-9.36225,23,51.03266,9.36225
close_position_1h,>=,0.31088,8,5,3,-9.36225,23,51.03266,9.36225
dist_ema50_1h,>,-0.02315,5,3,2,-9.27348,26,50.94389,9.27348
dist_ema50_1h,>=,-0.0226,5,3,2,-9.27348,26,50.94389,9.27348
close_position_1h,>,0.31088,7,5,2,-9.16674,24,50.83715,9.16674
close_position_1h,>=,0.55844,7,5,2,-9.16674,24,50.83715,9.16674
close_position_1h,>,0.2907,9,6,3,-8.9254,22,50.59581,8.9254
close_position_1h,>=,0.29187,9,6,3,-8.9254,22,50.59581,8.9254
extra_drop_after_first_add,<=,0.01006,8,7,1,-8.82501,23,50.49542,8.82501
extra_drop_after_first_add,<,0.01036,8,7,1,-8.82501,23,50.49542,8.82501
vol_ratio_24_1h,<=,1.76309,2,1,1,-8.56232,29,50.23273,8.56232
vol_ratio_24_1h,<,2.20609,2,1,1,-8.56232,29,50.23273,8.56232
ret_24h,>,-0.01522,6,5,1,-8.25113,25,49.92154,8.25113
ret_24h,>=,-0.01402,6,5,1,-8.25113,25,49.92154,8.25113
hours_after_first_add,>,0.92,4,3,1,-7.3688,27,49.03921,7.3688
hours_after_first_add,>=,1.17,4,3,1,-7.3688,27,49.03921,7.3688
ret_1h,>,-0.00532,6,5,1,-7.36508,25,49.03549,7.36508
ret_1h,>=,-0.00286,6,5,1,-7.36508,25,49.03549,7.36508
ret_3h,>,-0.01974,6,5,1,-7.36508,25,49.03549,7.36508
ret_3h,>=,-0.01853,6,5,1,-7.36508,25,49.03549,7.36508
ret_1h,>,-0.00788,7,6,1,-6.85971,24,48.53012,6.85971
ret_1h,>=,-0.00532,7,6,1,-6.85971,24,48.53012,6.85971
ret_3h,>,-0.02132,7,6,1,-6.85971,24,48.53012,6.85971
ret_3h,>=,-0.01974,7,6,1,-6.85971,24,48.53012,6.85971
ret_24h,>,-0.02683,8,6,2,-6.2321,23,47.90251,6.2321
ret_24h,>=,-0.01895,8,6,2,-6.2321,23,47.90251,6.2321
ret_24h,>,-0.01895,7,6,1,-6.03659,24,47.707,6.03659
ret_24h,>=,-0.01522,7,6,1,-6.03659,24,47.707,6.03659
profit_at_second_add,<=,0.01748,3,1,2,-1.42608,28,43.09649,1.42608
profit_at_second_add,<,0.01793,3,1,2,-1.42608,28,43.09649,1.42608
atr_pct_4h,>,0.02898,11,7,4,-0.7797,20,42.45011,0.7797
atr_pct_4h,>=,0.03167,11,7,4,-0.7797,20,42.45011,0.7797
atr_pct_4h,>,0.02785,13,9,4,-0.46366,18,42.13407,0.46366
atr_pct_4h,>=,0.02898,13,9,4,-0.46366,18,42.13407,0.46366
ret_24h,<=,-0.04174,7,4,3,-0.45622,24,42.12663,0.45622
ret_24h,<,-0.04138,7,4,3,-0.45622,24,42.12663,0.45622
ret_6h,<,-0.05504,2,0,2,-0.39521,29,42.06562,0.39521
atr_pct_1h,>,0.01659,2,0,2,-0.39521,29,42.06562,0.39521
dist_ema50_4h,<,-0.12663,2,0,2,-0.39521,29,42.06562,0.39521
profit_at_second_add,<=,0.01795,6,3,3,-0.38876,25,42.05917,0.38876
profit_at_second_add,<,0.01807,6,3,3,-0.38876,25,42.05917,0.38876
profit_at_second_add,<=,0.01807,7,4,3,-0.29429,24,41.9647,0.29429
profit_at_second_add,<,0.01811,7,4,3,-0.29429,24,41.9647,0.29429
profit_at_second_add,<,0.01735,1,0,1,-0.19551,30,41.86592,0.19551
ema20_slope_3_4h,>,-0.00243,1,0,1,-0.19551,30,41.86592,0.19551
profit_at_second_add,<=,0.01811,8,5,3,-0.18662,23,41.85703,0.18662
profit_at_second_add,<,0.01826,8,5,3,-0.18662,23,41.85703,0.18662
atr_pct_1h,>,0.01441,4,1,3,-0.17792,27,41.84833,0.17792
atr_pct_1h,>=,0.01469,4,1,3,-0.17792,27,41.84833,0.17792
atr_pct_4h,>,0.03578,4,1,3,-0.17792,27,41.84833,0.17792
atr_pct_4h,>=,0.03595,4,1,3,-0.17792,27,41.84833,0.17792
atr_pct_4h,>,0.03294,6,3,3,-0.1742,25,41.84461,0.1742
atr_pct_4h,>=,0.03578,6,3,3,-0.1742,25,41.84461,0.1742
range_pct_1h,>,0.04479,1,0,1,-0.09249,30,41.7629,0.09249
vol_ratio_24_1h,>,4.72489,1,0,1,-0.09249,30,41.7629,0.09249
lower_wick_ratio_1h,>,0.70078,1,0,1,-0.09249,30,41.7629,0.09249
lower_wick_ratio_1h,>,0.67089,3,2,1,-0.08877,28,41.75918,0.08877
lower_wick_ratio_1h,>=,0.70078,3,2,1,-0.08877,28,41.75918,0.08877
ret_6h,<=,-0.05504,3,1,2,-0.08543,28,41.75584,0.08543
ret_6h,<,-0.05273,3,1,2,-0.08543,28,41.75584,0.08543
atr_pct_1h,>,0.01469,3,1,2,-0.08543,28,41.75584,0.08543
atr_pct_1h,>=,0.01659,3,1,2,-0.08543,28,41.75584,0.08543
dist_ema50_4h,<=,-0.12663,3,1,2,-0.08543,28,41.75584,0.08543
dist_ema50_4h,<,-0.1172,3,1,2,-0.08543,28,41.75584,0.08543
ema50_slope_3_4h,<=,-0.0125,3,1,2,-0.08543,28,41.75584,0.08543
ema50_slope_3_4h,<,-0.01175,3,1,2,-0.08543,28,41.75584,0.08543
atr_pct_4h,>,0.03595,3,1,2,-0.08543,28,41.75584,0.08543
atr_pct_4h,>=,0.04141,3,1,2,-0.08543,28,41.75584,0.08543
atr_pct_4h,>,0.02781,14,10,4,-0.02681,17,41.69722,0.02681
atr_pct_4h,>=,0.02785,14,10,4,-0.02681,17,41.69722,0.02681
close_position_1h,>,0.89216,2,2,0,0.00372,29,41.66669,-0.00372
ret_24h,>,-0.00346,2,2,0,0.00372,29,41.66669,-0.00372
extra_drop_after_first_add,>,0.01645,5,3,2,0.04536,26,41.62505,-0.04536
extra_drop_after_first_add,>=,0.0168,5,3,2,0.04536,26,41.62505,-0.04536
profit_at_second_add,<=,0.01826,10,7,3,0.12942,21,41.54099,-0.12942
profit_at_second_add,<,0.01849,10,7,3,0.12942,21,41.54099,-0.12942
range_pct_1h,>,0.02537,18,11,7,0.13665,13,41.53376,-0.13665
range_pct_1h,>=,0.02554,18,11,7,0.13665,13,41.53376,-0.13665
range_pct_1h,>,0.04366,2,1,1,0.21729,29,41.45312,-0.21729
range_pct_1h,>=,0.04479,2,1,1,0.21729,29,41.45312,-0.21729
ret_6h,<=,-0.05273,5,3,2,0.23061,26,41.4398,-0.23061
ret_6h,<,-0.05072,5,3,2,0.23061,26,41.4398,-0.23061
ret_24h,>,-0.02858,10,8,2,0.29384,21,41.37657,-0.29384
ret_24h,>=,-0.02683,10,8,2,0.29384,21,41.37657,-0.29384
dist_ema20_1h,<,-0.0471,1,1,0,0.30978,30,41.36063,-0.30978
dist_ema50_1h,<,-0.0658,1,1,0,0.30978,30,41.36063,-0.30978
dist_ema20_4h,<,-0.08015,1,1,0,0.30978,30,41.36063,-0.30978
ema20_slope_3_4h,<,-0.01666,1,1,0,0.30978,30,41.36063,-0.30978
ema50_slope_3_4h,<,-0.0125,1,1,0,0.30978,30,41.36063,-0.30978
atr_pct_4h,>,0.04141,1,1,0,0.30978,30,41.36063,-0.30978
profit_at_second_add,<=,0.01735,2,1,1,0.30986,29,41.36055,-0.30986
profit_at_second_add,<,0.01748,2,1,1,0.30986,29,41.36055,-0.30986
ret_1h,<,-0.03296,2,2,0,0.31604,29,41.35437,-0.31604
ret_3h,<,-0.04637,2,2,0,0.31604,29,41.35437,-0.31604
ret_12h,<,-0.0628,2,2,0,0.31604,29,41.35437,-0.31604
profit_at_second_add,<=,0.01849,14,9,5,0.35342,17,41.31699,-0.35342
profit_at_second_add,<,0.01891,14,9,5,0.35342,17,41.31699,-0.35342
extra_drop_after_first_add,>,0.01602,6,4,2,0.35514,25,41.31527,-0.35514
extra_drop_after_first_add,>=,0.01645,6,4,2,0.35514,25,41.31527,-0.35514
ret_6h,<=,-0.05072,7,5,2,0.43275,24,41.23766,-0.43275
ret_6h,<,-0.04843,7,5,2,0.43275,24,41.23766,-0.43275
profit_at_second_add,>,0.02102,1,1,0,0.43685,30,41.23356,-0.43685
extra_drop_after_first_add,>,0.01715,1,1,0,0.43685,30,41.23356,-0.43685
ema20_slope_3_1h,<,-0.00802,1,1,0,0.43685,30,41.23356,-0.43685
extra_drop_after_first_add,>,0.0168,3,3,0,0.44057,28,41.22984,-0.44057
extra_drop_after_first_add,>=,0.01715,3,3,0,0.44057,28,41.22984,-0.44057
extra_drop_after_first_add,<,0.00967,1,1,0,0.50537,30,41.16504,-0.50537
ret_12h,<=,-0.0628,4,4,0,0.51818,27,41.15223,-0.51818
ret_12h,<,-0.05993,4,4,0,0.51818,27,41.15223,-0.51818
hours_after_first_add,<,0.17,4,3,1,0.53333,27,41.13708,-0.53333
range_pct_1h,>,0.04167,4,3,1,0.53333,27,41.13708,-0.53333
range_pct_1h,>=,0.04366,4,3,1,0.53333,27,41.13708,-0.53333
ema50_slope_3_1h,>,-0.00168,5,3,2,0.59056,26,41.07985,-0.59056
ema50_slope_3_1h,>=,-0.00117,5,3,2,0.59056,26,41.07985,-0.59056
ema20_slope_3_4h,>,-0.00401,5,3,2,0.59056,26,41.07985,-0.59056
ema20_slope_3_4h,>=,-0.00359,5,3,2,0.59056,26,41.07985,-0.59056
ret_1h,<=,-0.03296,3,3,0,0.62582,28,41.04459,-0.62582
ret_1h,<,-0.03159,3,3,0,0.62582,28,41.04459,-0.62582
ret_3h,<=,-0.04637,3,3,0,0.62582,28,41.04459,-0.62582
ret_3h,<,-0.04582,3,3,0,0.62582,28,41.04459,-0.62582
dist_ema20_1h,<=,-0.0471,3,3,0,0.62582,28,41.04459,-0.62582
dist_ema20_1h,<,-0.04599,3,3,0,0.62582,28,41.04459,-0.62582
dist_ema50_1h,<=,-0.04626,13,8,5,0.73589,18,40.93452,-0.73589
dist_ema50_1h,<,-0.04552,13,8,5,0.73589,18,40.93452,-0.73589
profit_at_second_add,>,0.02023,2,2,0,0.74663,29,40.92378,-0.74663
profit_at_second_add,>=,0.02102,2,2,0,0.74663,29,40.92378,-0.74663
ema50_slope_3_4h,<=,-0.01056,6,3,3,0.75038,25,40.92003,-0.75038
ema50_slope_3_4h,<,-0.01008,6,3,3,0.75038,25,40.92003,-0.75038
atr_pct_4h,>,0.03223,8,5,3,0.7541,23,40.91631,-0.7541
atr_pct_4h,>=,0.03294,8,5,3,0.7541,23,40.91631,-0.7541
ema20_slope_3_1h,>,-0.00368,4,3,1,0.78607,27,40.88434,-0.78607
ema20_slope_3_1h,>=,-0.00352,4,3,1,0.78607,27,40.88434,-0.78607
dist_ema50_1h,>,-0.02569,8,5,3,0.80476,23,40.86565,-0.80476
dist_ema50_1h,>=,-0.024,8,5,3,0.80476,23,40.86565,-0.80476
dist_ema20_4h,>,-0.03258,8,5,3,0.80476,23,40.86565,-0.80476
dist_ema20_4h,>=,-0.02914,8,5,3,0.80476,23,40.86565,-0.80476
ret_4h_3,>,-0.0373,10,7,3,0.80848,21,40.86193,-0.80848
ret_4h_3,>=,-0.03467,10,7,3,0.80848,21,40.86193,-0.80848
extra_drop_after_first_add,<=,0.00967,3,3,0,0.82141,28,40.849,-0.82141
extra_drop_after_first_add,<,0.00968,3,3,0,0.82141,28,40.849,-0.82141
ret_1h,<=,-0.03159,5,5,0,0.82796,26,40.84245,-0.82796
ret_1h,<,-0.02871,5,5,0,0.82796,26,40.84245,-0.82796
ret_3h,<=,-0.04582,5,5,0,0.82796,26,40.84245,-0.82796
ret_3h,<,-0.04541,5,5,0,0.82796,26,40.84245,-0.82796
ret_12h,<=,-0.05993,5,5,0,0.82796,26,40.84245,-0.82796
ret_12h,<,-0.05423,5,5,0,0.82796,26,40.84245,-0.82796
ret_6h,<=,-0.0456,12,8,4,0.82838,19,40.84203,-0.82838
ret_6h,<,-0.04291,12,8,4,0.82838,19,40.84203,-0.82838
dist_ema20_1h,<=,-0.03619,12,8,4,0.82838,19,40.84203,-0.82838
dist_ema20_1h,<,-0.03451,12,8,4,0.82838,19,40.84203,-0.82838
vol_ratio_24_1h,>,4.49746,3,2,1,0.83581,28,40.8346,-0.83581
vol_ratio_24_1h,>=,4.72489,3,2,1,0.83581,28,40.8346,-0.83581
ema50_slope_3_4h,<=,-0.01175,5,3,2,0.84287,26,40.82754,-0.84287
ema50_slope_3_4h,<,-0.01056,5,3,2,0.84287,26,40.82754,-0.84287
hours_after_first_add,<=,0.33,10,6,4,0.89893,21,40.77148,-0.89893
hours_after_first_add,<,0.42,10,6,4,0.89893,21,40.77148,-0.89893
close_position_1h,<,0.09387,2,2,0,0.9283,29,40.74211,-0.9283
ret_24h,<,-0.07747,2,2,0,0.9283,29,40.74211,-0.9283
ema50_slope_3_1h,<,-0.0054,2,2,0,0.9283,29,40.74211,-0.9283
lower_wick_ratio_1h,<,0.09387,2,2,0,0.9283,29,40.74211,-0.9283
upper_wick_ratio_1h,<,0.00499,2,2,0,0.94222,29,40.72819,-0.94222
atr_pct_4h,>,0.03167,10,7,3,0.95624,21,40.71417,-0.95624
atr_pct_4h,>=,0.03223,10,7,3,0.95624,21,40.71417,-0.95624
range_pct_1h,>,0.03988,5,4,1,0.97018,26,40.70023,-0.97018
range_pct_1h,>=,0.04167,5,4,1,0.97018,26,40.70023,-0.97018
ema20_slope_3_4h,>,-0.00338,3,2,1,0.99801,28,40.6724,-0.99801
ema20_slope_3_4h,>=,-0.00243,3,2,1,0.99801,28,40.6724,-0.99801
ret_4h_3,>,-0.03467,9,7,2,1.00399,22,40.66642,-1.00399
ret_4h_3,>=,-0.03055,9,7,2,1.00399,22,40.66642,-1.00399
ret_4h_1,>,-0.00876,3,2,1,1.03732,28,40.63309,-1.03732
ret_4h_1,>=,-0.00604,3,2,1,1.03732,28,40.63309,-1.03732
dist_ema20_1h,<=,-0.04599,4,4,0,1.06267,27,40.60774,-1.06267
dist_ema20_1h,<,-0.0455,4,4,0,1.06267,27,40.60774,-1.06267
body_ratio_1h,<=,0.17229,3,2,1,1.10103,28,40.56938,-1.10103
body_ratio_1h,<,0.27273,3,2,1,1.10103,28,40.56938,-1.10103
lower_wick_ratio_1h,>,0.55844,5,4,1,1.10475,26,40.56566,-1.10475
lower_wick_ratio_1h,>=,0.67089,5,4,1,1.10475,26,40.56566,-1.10475
ema50_slope_3_1h,>,-0.00105,2,1,1,1.13298,29,40.53743,-1.13298
ema50_slope_3_1h,>=,-0.00069,2,1,1,1.13298,29,40.53743,-1.13298
atr_pct_1h,>,0.01205,12,7,5,1.13608,19,40.53433,-1.13608
atr_pct_1h,>=,0.01306,12,7,5,1.13608,19,40.53433,-1.13608
atr_pct_1h,>,0.01135,14,9,5,1.1398,17,40.53061,-1.1398
atr_pct_1h,>=,0.01205,14,9,5,1.1398,17,40.53061,-1.1398
ema50_slope_3_1h,<=,-0.00446,4,3,1,1.14559,27,40.52482,-1.14559
ema50_slope_3_1h,<,-0.00429,4,3,1,1.14559,27,40.52482,-1.14559
ema50_slope_3_1h,<=,-0.00429,6,5,1,1.14931,25,40.5211,-1.14931
ema50_slope_3_1h,<,-0.00407,6,5,1,1.14931,25,40.5211,-1.14931
atr_pct_1h,>,0.01425,5,2,3,1.15057,26,40.51984,-1.15057
atr_pct_1h,>=,0.01441,5,2,3,1.15057,26,40.51984,-1.15057
range_pct_1h,>,0.0382,7,6,1,1.17232,24,40.49809,-1.17232
range_pct_1h,>=,0.03988,7,6,1,1.17232,24,40.49809,-1.17232
ema50_slope_3_1h,<=,-0.00382,9,6,3,1.19095,22,40.47946,-1.19095
ema50_slope_3_1h,<,-0.0038,9,6,3,1.19095,22,40.47946,-1.19095
hours_after_first_add,>,43.42,2,2,0,1.19352,29,40.47689,-1.19352
body_ratio_1h,<,0.17229,2,2,0,1.19352,29,40.47689,-1.19352
range_pct_1h,<,0.01053,2,2,0,1.19352,29,40.47689,-1.19352
ret_6h,>,-0.01165,2,2,0,1.19352,29,40.47689,-1.19352
ret_12h,>,-0.01898,2,2,0,1.19352,29,40.47689,-1.19352
dist_ema20_1h,>,-0.01142,2,2,0,1.19352,29,40.47689,-1.19352
dist_ema50_1h,>,-0.01247,2,2,0,1.19352,29,40.47689,-1.19352
ema20_slope_3_1h,>,-0.00302,2,2,0,1.19352,29,40.47689,-1.19352
atr_pct_1h,<,0.00652,2,2,0,1.19352,29,40.47689,-1.19352
ret_4h_3,>,-0.01863,2,2,0,1.19352,29,40.47689,-1.19352
dist_ema50_4h,>,-0.02975,2,2,0,1.19352,29,40.47689,-1.19352
ema50_slope_3_4h,>,-0.00237,2,2,0,1.19352,29,40.47689,-1.19352
atr_pct_4h,<,0.01357,2,2,0,1.19352,29,40.47689,-1.19352
ret_6h,>,-0.01599,4,4,0,1.19724,27,40.47317,-1.19724
ret_6h,>=,-0.01165,4,4,0,1.19724,27,40.47317,-1.19724
ret_24h,<=,-0.07747,3,3,0,1.23808,28,40.43233,-1.23808
ret_24h,<,-0.05381,3,3,0,1.23808,28,40.43233,-1.23808
dist_ema50_1h,<=,-0.0658,3,3,0,1.23808,28,40.43233,-1.23808
dist_ema50_1h,<,-0.05763,3,3,0,1.23808,28,40.43233,-1.23808
ema50_slope_3_1h,<=,-0.0054,3,3,0,1.23808,28,40.43233,-1.23808
ema50_slope_3_1h,<,-0.00446,3,3,0,1.23808,28,40.43233,-1.23808
ema20_slope_3_4h,<=,-0.01666,3,3,0,1.23808,28,40.43233,-1.23808
ema20_slope_3_4h,<,-0.01466,3,3,0,1.23808,28,40.43233,-1.23808
ret_1h,<=,-0.02871,6,6,0,1.26481,25,40.4056,-1.26481
ret_1h,<,-0.02754,6,6,0,1.26481,25,40.4056,-1.26481
ret_3h,<=,-0.04541,6,6,0,1.26481,25,40.4056,-1.26481
ret_3h,<,-0.04342,6,6,0,1.26481,25,40.4056,-1.26481
dist_ema20_1h,<=,-0.0455,6,6,0,1.26481,25,40.4056,-1.26481
dist_ema20_1h,<,-0.04337,6,6,0,1.26481,25,40.4056,-1.26481
ret_24h,<=,-0.04788,6,4,2,1.27972,25,40.39069,-1.27972
ret_24h,<,-0.04174,6,4,2,1.27972,25,40.39069,-1.27972
ema50_slope_3_1h,>,-0.00069,1,1,0,1.32849,30,40.34192,-1.32849
atr_pct_1h,>,0.01401,7,4,3,1.35271,24,40.3177,-1.35271
atr_pct_1h,>=,0.01425,7,4,3,1.35271,24,40.3177,-1.35271
ret_6h,<=,-0.04843,9,7,2,1.36105,22,40.30936,-1.36105
ret_6h,<,-0.0479,9,7,2,1.36105,22,40.30936,-1.36105
ema20_slope_3_1h,<=,-0.00802,3,3,0,1.36515,28,40.30526,-1.36515
ema20_slope_3_1h,<,-0.00741,3,3,0,1.36515,28,40.30526,-1.36515
ema50_slope_3_1h,<=,-0.0038,11,8,3,1.39309,20,40.27732,-1.39309
ema50_slope_3_1h,<,-0.00367,11,8,3,1.39309,20,40.27732,-1.39309
lower_wick_ratio_1h,>,0.29187,7,5,2,1.41461,24,40.2558,-1.41461
lower_wick_ratio_1h,>=,0.31088,7,5,2,1.41461,24,40.2558,-1.41461
ema50_slope_3_4h,>,-0.00271,4,3,1,1.50338,27,40.16703,-1.50338
ema50_slope_3_4h,>=,-0.00239,4,3,1,1.50338,27,40.16703,-1.50338
ret_4h_1,>,-0.01189,4,3,1,1.54269,27,40.12772,-1.54269
ret_4h_1,>=,-0.00876,4,3,1,1.54269,27,40.12772,-1.54269
dist_ema50_1h,<=,-0.05763,5,5,0,1.55412,26,40.11629,-1.55412
dist_ema50_1h,<,-0.05479,5,5,0,1.55412,26,40.11629,-1.55412
ema50_slope_3_1h,<=,-0.00407,7,6,1,1.58616,24,40.08425,-1.58616
ema50_slope_3_1h,<,-0.00382,7,6,1,1.58616,24,40.08425,-1.58616
lower_wick_ratio_1h,>,0.31088,6,5,1,1.61012,25,40.06029,-1.61012
lower_wick_ratio_1h,>=,0.55844,6,5,1,1.61012,25,40.06029,-1.61012
ret_3h,<=,-0.04299,9,7,2,1.62378,22,40.04663,-1.62378
ret_3h,<,-0.04278,9,7,2,1.62378,22,40.04663,-1.62378
profit_at_second_add,>,0.02018,4,4,0,1.67493,27,39.99548,-1.67493
profit_at_second_add,>=,0.02023,4,4,0,1.67493,27,39.99548,-1.67493
ret_24h,<=,-0.05381,4,4,0,1.67493,27,39.99548,-1.67493
ret_24h,<,-0.04788,4,4,0,1.67493,27,39.99548,-1.67493
ema20_slope_3_1h,<=,-0.00741,4,4,0,1.67493,27,39.99548,-1.67493
ema20_slope_3_1h,<,-0.0074,4,4,0,1.67493,27,39.99548,-1.67493
atr_pct_1h,<=,0.00652,3,3,0,1.69889,28,39.97152,-1.69889
atr_pct_1h,<,0.00742,3,3,0,1.69889,28,39.97152,-1.69889
dist_ema50_4h,>,-0.03496,3,3,0,1.69889,28,39.97152,-1.69889
dist_ema50_4h,>=,-0.02975,3,3,0,1.69889,28,39.97152,-1.69889
ema50_slope_3_4h,>,-0.00239,3,3,0,1.69889,28,39.97152,-1.69889
ema50_slope_3_4h,>=,-0.00237,3,3,0,1.69889,28,39.97152,-1.69889
atr_pct_4h,<=,0.01357,3,3,0,1.69889,28,39.97152,-1.69889
atr_pct_4h,<,0.01539,3,3,0,1.69889,28,39.97152,-1.69889
dist_ema50_1h,<=,-0.0463,11,8,3,1.70541,20,39.965,-1.70541
dist_ema50_1h,<,-0.04626,11,8,3,1.70541,20,39.965,-1.70541
extra_drop_after_first_add,<=,0.00968,5,5,0,1.74971,26,39.9207,-1.74971
extra_drop_after_first_add,<,0.01005,5,5,0,1.74971,26,39.9207,-1.74971
ret_12h,<=,-0.05423,7,7,0,1.75626,24,39.91415,-1.75626
ret_12h,<,-0.04776,7,7,0,1.75626,24,39.91415,-1.75626
