pair,open_date,add_date,add_delay_h,add_rate,add_stake,add_profit,stop_distance_from_add,candidate_profit_abs,baseline_profit_abs,delta_profit_abs,candidate_profit_ratio,baseline_profit_ratio,candidate_exit_reason,baseline_exit_reason,close_position,body_ratio,ret_1h,ret_3h,ret_6h,ret_12h,ret_24h,ema20_distance,ema20_slope3,atr_pct,atr_pct_rank_30d,ema50_slope3_4h,distance_ema50_4h
TAO/USDT:USDT,2026-01-29 02:00:00+00:00,2026-01-29T02:35:00+00:00,0.5833333333333334,231.32,114.5606517,0.008656895517270979,0.07158914058447174,57.28080915,44.10340662,13.177402530000002,0.10000198728882928,0.09999540956194622,roi,roi,0.0739910313901372,0.8273542600896842,-0.015533571879604247,-0.02602973637083006,-0.013207308325245748,-0.027366494759607285,-0.014496418036241021,0.014786340574453216,-0.0014605292257011682,0.014376733332518826,0.6222222222222222,-0.0012062534749656129,0.007967487468892389
BTC/USDT:USDT,2026-02-03 17:00:00+00:00,2026-02-03T17:15:00+00:00,0.25,75670.3,75.70813514999999,0.009028322531387554,0.07103579607851433,0.00072795,0.0004803,0.00024765,1.1922421739712209e-06,1.0475010531572972e-06,trailing_stop_loss,trailing_stop_loss,0.006168732990624185,0.9894163894768673,-0.020947805275942866,-0.02302824928060676,-0.02073588704512974,-0.029316697009168724,-0.027110733336047965,0.020185857384846996,-0.0036637494216482658,0.010107763831367028,0.9069444444444444,-0.006239886368372027,0.05157269853866653
NEAR/USDT:USDT,2026-02-04 14:00:00+00:00,2026-02-04T14:35:00+00:00,0.5833333333333334,1.147,113.6097765,0.008643042350907527,0.07061900610287704,0.25649881,0.35071331,-0.09421449999999998,0.0004500658955238099,0.0008009293597773774,trailing_stop_loss,trailing_stop_loss,0.12499999999999538,0.7916666666666713,-0.016115351993214677,-0.023569023569023573,-0.02602854743912686,-0.025210084033613467,-0.03893951946975982,0.020844477788754274,-0.0033787016640244305,0.01225369458128082,0.38333333333333336,-0.009268335855309728,0.07967107387171204
BNB/USDT:USDT,2026-02-09 08:00:00+00:00,2026-02-09T08:30:00+00:00,0.5,626.58,131.6475909,0.006689917564996693,0.06891378594912054,29.103239549999998,0.0068607,29.096378849999997,0.04396228989769934,1.3411786212802531e-05,partial_exit,trailing_stop_loss,0.15600624024961077,0.6068642745709837,-0.006118853619404119,-0.016407478323136937,-0.007742077326549079,-0.025689657831027946,-0.01740171684498626,0.01410607277671474,-0.0026205311343450166,0.011199538769373374,0.7902777777777777,-0.011000808975714982,0.09715393106804061
DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,2026-02-11T05:00:00+00:00,22.0,0.09186,114.60669470999999,0.012258064516129055,0.07642064010450685,24.30322496,23.48959628,0.8136286800000008,0.04245078806614024,0.05349694360676969,partial_exit,partial_exit,0.20833333333333506,0.6547619047619067,-0.01183431952662728,-0.011727996556918363,-0.007885072369842261,-0.01670056739107173,-0.03721174004192873,0.013655087461902388,-0.0021145404913870403,0.010685123259973572,0.44027777777777777,-0.007666027238911077,0.05993631562835096
XRP/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-22T13:45:00+00:00,0.75,1.3988,225.59930328,0.0052624093301094094,0.06698598798970538,56.93295351,44.28075803,12.652195479999996,0.05051311978927616,0.05177373703515905,partial_exit,partial_exit,0.11377245508982003,0.8622754491017995,-0.010123734533183493,-0.00817131586362363,-0.010262898917475116,-0.0129688047669122,-0.021746682415062946,0.011509714550832089,-0.0019564552536033286,0.005255681818181815,0.05416666666666667,-0.0015989538087036737,0.012184707617360823
BNB/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-22T00:05:00+00:00,0.08333333333333333,624.48,187.437672,0.007406936452935703,0.06985011529592622,-27.65716689,-19.56499587,-8.092171019999999,-0.029127527306931435,-0.027242796982662697,trailing_stop_loss,stop_loss,0.20013477088948314,0.7998652291105168,-0.018469205014404744,-0.018759535448516496,-0.017045631764449065,-0.020756622387943735,-0.01823987538940819,0.0166646386296503,-0.0018126582290628468,0.004000426107710077,0.0625,-0.002304918687225599,0.02998691801688644
XRP/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-22T00:05:00+00:00,0.08333333333333333,1.399,178.8815961,0.005190926544834021,0.06683345246604712,-0.01169565,-0.00807104,-0.0036246100000000003,-1.308529986824926e-05,-1.1947360418840671e-05,trailing_stop_loss,trailing_stop_loss,0.22613065326632875,0.7587939698492453,-0.020997010359452117,-0.022560044425933734,-0.021269201362341117,-0.02330581951862387,-0.025131542509000293,0.020015484637009685,-0.0022804712427888507,0.005813304655716418,0.12638888888888888,-0.0016087147092800347,0.025582543925332765
SUI/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-22T00:05:00+00:00,0.08333333333333333,0.9205,126.81622642499997,0.010108613829443988,0.07354698533405755,0.04073886,0.01385857,0.02688029,6.430618129268296e-05,2.8945818672630025e-05,trailing_stop_loss,trailing_stop_loss,0.22253521126760628,0.7746478873239433,-0.028651802458845577,-0.031477249116974804,-0.02804420350291914,-0.029359708485164004,-0.036482017362546526,0.028156083658842795,-0.003244564992355703,0.006864743108441472,0.03194444444444444,-0.0035724991198250455,0.04897602339821765
BNB/USDT:USDT,2026-04-01 14:00:00+00:00,2026-04-02T02:00:00+00:00,12.0,604.51,229.82865689999997,0.008983753832030063,0.07200873434682631,58.38167553,46.22673176,12.154943770000003,0.05039848019120697,0.05253525914939208,partial_exit,partial_exit,0.15591397849462332,0.8440860215053767,-0.015343518910642895,-0.010945501546113512,-0.0158084105302575,-0.011171996401406759,-0.01831763559597266,0.014237768453642463,-0.0020515072910475274,0.007440377725893484,0.6611111111111111,-0.0013147448614133639,0.014064854805716391
NEAR/USDT:USDT,2026-04-02 02:00:00+00:00,2026-04-02T02:25:00+00:00,0.4166666666666667,1.162,115.095519,0.005136986301369868,0.06712564543889851,0.63608904,0.33380855,0.30228049,0.0011048391606196524,0.0007652792964617778,trailing_stop_loss,trailing_stop_loss,0.2,0.8,-0.025811823480433094,-0.017632241813602123,-0.025000000000000022,-0.02985074626865669,-0.009314140558848494,0.022185778262570587,-0.002986776384095724,0.012515262515262561,0.5569444444444445,-0.001319814875315517,0.01708159916491392
XRP/USDT:USDT,2026-04-02 02:00:00+00:00,2026-04-02T02:25:00+00:00,0.4166666666666667,1.3186,156.06837518999998,0.005280627640313742,0.06704080084938574,-0.27964534999999996,-0.20701679,-0.07262855999999995,-0.0003586374812923908,-0.00035032468943763296,trailing_stop_loss,trailing_stop_loss,0.17714285714285594,0.8200000000000015,-0.0211620704910781,-0.015280765521845652,-0.016593821764575245,-0.013964198172769948,-0.005170863309352569,0.014675972329430258,-0.001128461407677972,0.0088081786386871,0.5388888888888889,-0.0004635803773253011,0.006638231322105193
XRP/USDT:USDT,2026-05-22 07:00:00+00:00,2026-05-22T15:00:00+00:00,8.0,1.3511,235.884833475,0.005154259627420747,0.06683443120420401,-0.20187107,-0.17372318,-0.02814789000000001,-0.00017130886693626047,-0.00019651127149765242,trailing_stop_loss,trailing_stop_loss,0.17424242424242053,0.8257575757575795,-0.007930097657684265,-0.0071281599059377365,-0.007857247760317154,-0.015520256484989892,-0.00383396003833969,0.009632127371411229,-0.0013700053839597048,0.00582594076783993,0.4777777777777778,-0.0024078925960144826,0.022226639781904346
XRP/USDT:USDT,2026-06-03 20:00:00+00:00,2026-06-03T20:50:00+00:00,0.8333333333333334,1.1942,133.10039694,0.006075738660008393,0.06799531066822992,27.22216222,0.01860335,27.203558870000002,0.04094045553802978,3.7299276375395046e-05,partial_exit,trailing_stop_loss,0.1284916201117299,0.8100558659217841,-0.011987847934969986,-0.015383356517469915,-0.02226375233606881,-0.031627233220666295,-0.014334862385321112,0.019543670542037657,-0.003952026855356228,0.010002255701582558,0.9069444444444444,-0.0072280425103721235,0.0708326120717968
BTC/USDT:USDT,2026-06-09 14:00:00+00:00,2026-06-09T14:20:00+00:00,0.3333333333333333,61804.1,247.34000819999997,0.005666360449383318,0.06755053467326604,0.73188892,0.00685663,0.72503229,0.000589042925889589,7.347445478377715e-06,trailing_stop_loss,trailing_stop_loss,0.20145098700860814,0.6195377087902799,-0.005864727941787051,-0.008057370517928208,-0.014665003450961556,-0.007786982588083746,-0.023166762397089702,0.010524744698138196,-0.0022735292753044423,0.007004187181038422,0.7388888888888889,-0.003826617088113604,0.03344665297129615
DOGE/USDT:USDT,2026-06-09 16:00:00+00:00,2026-06-09T16:40:00+00:00,0.6666666666666666,0.08321,163.33964901000002,0.0082240762812872,0.07090493931017892,-22.659625809999998,0.09271849,-22.752344299999997,-0.027763783415281993,0.000152850006830959,trailing_stop_loss,trailing_stop_loss,0.056000000000000445,0.7120000000000009,-0.010357815442561091,-0.020046620046620056,-0.014995313964386137,-0.013955670223994354,-0.03278499942482449,0.017630774526669033,-0.0030134348353272333,0.00966766344977576,0.5277777777777778,-0.0044422240867786345,0.0484919573281914
