symbol,entry_tag,side,signals,first_signal,last_signal,avg_risk_pct,median_risk_pct,avg_forward_ret_6h,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,avg_mfe_24h,avg_mae_24h
TAO,short_pullback_restart,short,20,2025-01-15 09:00:00+00:00,2026-02-22 12:00:00+00:00,0.035224858780647295,0.0356235452123398,-0.007966490447959097,0.007571114262932927,0.004610237824968277,0.021158763835642642,0.041040265564479726,-0.03289784121772232
TRX,short_pullback_restart,short,20,2025-01-11 17:00:00+00:00,2026-02-18 12:00:00+00:00,0.01794371256831326,0.013488330817193896,0.0007758130873526892,-0.0018603702255721223,-0.0018250354952671355,-0.00767707043618347,0.01677822124845203,-0.015354435069003147
LINK,long_pullback_restart,long,18,2025-05-10 07:00:00+00:00,2026-05-06 08:00:00+00:00,0.032425751062088934,0.0323924314588552,-0.0020668213788148835,-0.0169958450585658,-0.026542366842824183,-0.031181393619330634,0.019870331783804634,-0.03610457839185761
NEAR,long_pullback_restart,long,18,2025-07-13 12:00:00+00:00,2026-04-24 15:00:00+00:00,0.03427570525417073,0.035420643417336854,0.0048577723282183976,-0.005466202625217958,-0.004829791974483411,-0.018404890283177915,0.028263325966509465,-0.03223197906849126
XRP,long_pullback_restart,long,16,2025-01-14 16:00:00+00:00,2026-05-05 12:00:00+00:00,0.030527970634270547,0.029233303356219056,0.008910434770452162,0.016810522811178334,0.02017935992542319,0.03557129687743839,0.054933716384224354,-0.023794923230092503
TRX,long_pullback_restart,long,14,2025-04-16 08:00:00+00:00,2026-05-06 16:00:00+00:00,0.01555453016686856,0.014447605624566269,0.0025169787184631492,-0.0014692778670953267,0.007924972314507173,0.006521924309000808,0.013416192233337041,-0.013775583042546486
XRP,short_compression_breakdown,short,12,2025-03-28 04:00:00+00:00,2026-03-24 16:00:00+00:00,0.03357637279739375,0.032684958517574345,-0.00302378316206219,0.0003718661867961233,0.011389923649971156,0.02588631470248261,0.02855014351737617,-0.028974106007625722
ADA,long_pullback_restart,long,11,2025-05-02 02:00:00+00:00,2026-01-17 15:00:00+00:00,0.03580195597580025,0.03684119731944803,0.008174738549444394,-0.006842574032192986,-0.025354213273676374,-0.03079506337395714,0.040384045965932695,-0.03453467551188165
SOL,long_compression_breakout,long,11,2025-04-25 07:00:00+00:00,2026-01-13 22:00:00+00:00,0.034485797275727294,0.03425849932677271,-0.010959802131062724,-0.01786384803838388,-0.02273901808785539,-0.016697761207708786,0.0192630804578338,-0.04026211759025335
ADA,short_compression_breakdown,short,10,2025-03-18 13:00:00+00:00,2026-04-12 23:00:00+00:00,0.03396228785834202,0.033457237788503465,0.009631773303966052,0.02056462981797469,0.005211330470836495,0.018362813845469804,0.051652225183229296,-0.022380144215377307
LINK,long_compression_breakout,long,10,2025-07-11 13:00:00+00:00,2026-05-06 08:00:00+00:00,0.03465478406262933,0.03517260280672127,0.00032697261942257196,-0.015579289181598923,-0.03641138476825889,0.005660377149827712,0.025837232143724485,-0.042169035971322655
SUI,long_pullback_restart,long,10,2025-01-02 07:00:00+00:00,2026-04-17 12:00:00+00:00,0.03880513879981958,0.03878506094294781,-0.00047528653554607114,-0.01443748225860988,-0.015037107875555844,0.0014655941174514298,0.029819027942886444,-0.030622118901872487
ZEC,short_pullback_restart,short,10,2025-01-23 00:00:00+00:00,2026-03-28 01:00:00+00:00,0.038907999294606734,0.03871993811209552,0.007249496289467794,0.018936553959014214,0.015807625150347948,0.03410395866469536,0.055768746487461905,-0.0277351517687048
DOGE,long_pullback_restart,long,9,2025-07-16 14:00:00+00:00,2026-05-05 17:00:00+00:00,0.03335071840739453,0.035637672746974366,0.01430664769085599,0.009317325031501535,-0.0034871983114618255,0.07361074233446722,0.045878131900691094,-0.026162440021734276
SUI,short_compression_breakdown,short,9,2025-02-16 13:00:00+00:00,2026-02-22 12:00:00+00:00,0.03423763055577868,0.03444598852478816,-0.009912829968469823,0.002267409533546008,0.010155656795747925,-0.010646844856520713,0.04476888901682033,-0.032732830869253465
SOL,short_compression_breakdown,short,8,2025-02-05 15:00:00+00:00,2026-03-07 19:00:00+00:00,0.039449971154320154,0.03981584687666951,0.0060025963459323095,0.03326635031102465,0.03690722580538308,0.04037400099312974,0.05989628567415822,-0.02461763305712933
DOGE,short_compression_breakdown,short,7,2025-02-01 19:00:00+00:00,2026-02-11 06:00:00+00:00,0.038358747185072185,0.03804581947155813,0.018777001304611,0.051270199668048085,0.045170726219271984,0.05779977841692384,0.09455606525289914,-0.012602082986931249
NEAR,long_compression_breakout,long,7,2025-07-26 19:00:00+00:00,2026-04-24 11:00:00+00:00,0.03529556149443931,0.036340619584162084,-0.005511100527650152,-0.036738581491136006,-0.03501400560224088,-0.056415902111508785,0.013865565082141,-0.04909762080831744
XRP,long_compression_breakout,long,7,2025-05-22 08:00:00+00:00,2026-04-17 13:00:00+00:00,0.033155615282137084,0.03132747037451569,0.013671587997103598,0.014379107703417151,0.001643317858756932,0.01888937557557944,0.058071909278719636,-0.02278570382408226
ZEC,long_pullback_restart,long,7,2025-05-05 16:00:00+00:00,2026-05-02 20:00:00+00:00,0.03945449755236378,0.04120330817282227,0.012231774892872352,0.045719697714389156,0.041637712983294994,0.17671730955684076,0.07520227119179035,-0.021766847829302827
ETH,short_compression_breakdown,short,6,2025-02-01 19:00:00+00:00,2025-10-30 12:00:00+00:00,0.03555875801934791,0.035614240193686864,0.01825650840834797,0.06966109006055675,0.06381464492819866,0.050804286643489203,0.187616605519767,-0.019546384144027373
LINK,short_compression_breakdown,short,6,2025-06-14 16:00:00+00:00,2026-03-22 19:00:00+00:00,0.03547484841339967,0.035808325412586016,-0.006924489337908309,-0.043208670231860834,-0.03654128645742821,-0.043258592690689324,0.010358223389984636,-0.05527374797062201
NEAR,short_compression_breakdown,short,6,2025-05-06 10:00:00+00:00,2026-02-24 13:00:00+00:00,0.030156091293138513,0.03249515899720853,-0.01382081900368091,-0.027623948208638244,-0.017651418405436547,-0.06104363269313431,0.02626091024394565,-0.056820311225133126
TAO,long_pullback_restart,long,6,2025-04-27 21:00:00+00:00,2026-04-09 14:00:00+00:00,0.03593224057588173,0.03429810352833394,0.01026555874949144,-0.0312256764408607,-0.0037950549876602513,-0.03099645534665335,0.03709699538886143,-0.06932654347768917
TAO,short_compression_breakdown,short,5,2025-09-04 15:00:00+00:00,2026-02-22 12:00:00+00:00,0.034722067375876686,0.033011793553721726,-0.00024030277358113583,-0.0018350548046468297,-0.003123408589373655,-0.00960701697335844,0.03402505207195259,-0.024828683883599555
ADA,long_compression_breakout,long,4,2025-05-02 02:00:00+00:00,2026-01-17 15:00:00+00:00,0.03502988786466116,0.03423159429636902,0.015330476023258682,-0.017535629839660616,-0.027691704162210118,-0.0482373068775237,0.03891536998694378,-0.037213250707755996
BNB,long_compression_breakout,long,4,2025-05-07 12:00:00+00:00,2025-09-13 09:00:00+00:00,0.018291372524874967,0.019641859214834474,-0.002086822192150145,0.006681146157094531,0.0062035904179148504,0.022158086799952986,0.02265528365635827,-0.017194042563345086
BTC,long_compression_breakout,long,4,2025-05-08 15:00:00+00:00,2026-04-14 13:00:00+00:00,0.022245420052366953,0.022168671698410414,-0.0001858281736271672,-0.003772693465518867,-0.008436819321577693,0.010724352998156106,0.01315357031910419,-0.014343917148711832
BTC,short_compression_breakdown,short,4,2025-04-03 14:00:00+00:00,2026-03-27 08:00:00+00:00,0.027287152086773812,0.0277405250338898,0.011927636909732142,0.011899500079214004,0.0065174201725535785,0.022514925735832414,0.0290384856491121,-0.012318010797105844
ETH,long_compression_breakout,long,4,2025-07-03 13:00:00+00:00,2026-04-10 14:00:00+00:00,0.030791986004539494,0.03132131290809669,0.009216206075048888,-0.0011437992833599753,-0.015755604755512298,0.016666888987024286,0.025390717072556634,-0.026391705303917656
DOGE,long_compression_breakout,long,2,2025-08-08 13:00:00+00:00,2025-09-10 16:00:00+00:00,0.039721094098682415,0.039721094098682415,-0.003851193519481211,0.024868747691892512,0.024868747691892512,0.09518548592812959,0.05064657785139748,-0.03728789619373679
TAO,long_compression_breakout,long,2,2025-07-20 07:00:00+00:00,2025-09-18 10:00:00+00:00,0.03429810352833394,0.03429810352833394,0.017023911106626044,-0.010950359602911852,-0.010950359602911852,-0.008757787361512337,0.024947446551767727,-0.038536194596890117
ZEC,long_compression_breakout,long,2,2025-05-21 16:00:00+00:00,2025-09-21 01:00:00+00:00,0.030336832239273782,0.030336832239273782,0.00360715386433752,0.06784190911348698,0.06784190911348698,0.10851028734548784,0.0918907859735425,-0.02351307761589716
ZEC,short_compression_breakdown,short,2,2026-01-29 11:00:00+00:00,2026-03-06 12:00:00+00:00,0.03795125784412855,0.03795125784412855,0.03029003349843662,0.06378957843489941,0.06378957843489941,0.13591347486719396,0.09634116091094758,-0.00690378264674163
TRX,short_compression_breakdown,short,1,2025-03-11 14:00:00+00:00,2025-03-11 14:00:00+00:00,0.04398693225329988,0.04398693225329988,-0.008939292861907866,0.009284840798949423,0.009284840798949423,0.006913379422529564,0.014615489687201277,-0.021687593291772722
