pair,combination,event_variant,watch_ttl_h,confirmation,side,extreme_event_count,final_signal_count
SOL/USDT:USDT,C_168h_strong,C,168,strong,long,0,0
SOL/USDT:USDT,C_24h_weak,C,24,weak,short,1,0
SOL/USDT:USDT,C_24h_medium,C,24,medium,short,1,0
SOL/USDT:USDT,C_24h_strong,C,24,strong,short,1,0
SOL/USDT:USDT,C_72h_weak,C,72,weak,short,1,0
SOL/USDT:USDT,C_72h_medium,C,72,medium,short,1,0
SOL/USDT:USDT,C_72h_strong,C,72,strong,short,1,0
SOL/USDT:USDT,C_120h_weak,C,120,weak,short,1,0
SOL/USDT:USDT,C_120h_medium,C,120,medium,short,1,0
SOL/USDT:USDT,C_120h_strong,C,120,strong,short,1,0
SOL/USDT:USDT,C_168h_weak,C,168,weak,short,1,0
SOL/USDT:USDT,C_168h_medium,C,168,medium,short,1,0
SOL/USDT:USDT,C_168h_strong,C,168,strong,short,1,0
DOGE/USDT:USDT,A_24h_weak,A,24,weak,long,29,0
DOGE/USDT:USDT,A_24h_medium,A,24,medium,long,29,0
DOGE/USDT:USDT,A_24h_strong,A,24,strong,long,29,0
DOGE/USDT:USDT,A_72h_weak,A,72,weak,long,29,0
DOGE/USDT:USDT,A_72h_medium,A,72,medium,long,29,0
DOGE/USDT:USDT,A_72h_strong,A,72,strong,long,29,0
DOGE/USDT:USDT,A_120h_weak,A,120,weak,long,29,0
DOGE/USDT:USDT,A_120h_medium,A,120,medium,long,29,0
DOGE/USDT:USDT,A_120h_strong,A,120,strong,long,29,0
DOGE/USDT:USDT,A_168h_weak,A,168,weak,long,29,1
DOGE/USDT:USDT,A_168h_medium,A,168,medium,long,29,0
DOGE/USDT:USDT,A_168h_strong,A,168,strong,long,29,0
DOGE/USDT:USDT,A_24h_weak,A,24,weak,short,32,0
DOGE/USDT:USDT,A_24h_medium,A,24,medium,short,32,0
DOGE/USDT:USDT,A_24h_strong,A,24,strong,short,32,0
DOGE/USDT:USDT,A_72h_weak,A,72,weak,short,32,0
DOGE/USDT:USDT,A_72h_medium,A,72,medium,short,32,0
DOGE/USDT:USDT,A_72h_strong,A,72,strong,short,32,0
DOGE/USDT:USDT,A_120h_weak,A,120,weak,short,32,0
DOGE/USDT:USDT,A_120h_medium,A,120,medium,short,32,0
DOGE/USDT:USDT,A_120h_strong,A,120,strong,short,32,0
DOGE/USDT:USDT,A_168h_weak,A,168,weak,short,32,0
DOGE/USDT:USDT,A_168h_medium,A,168,medium,short,32,0
DOGE/USDT:USDT,A_168h_strong,A,168,strong,short,32,0
DOGE/USDT:USDT,B_24h_weak,B,24,weak,long,17,0
DOGE/USDT:USDT,B_24h_medium,B,24,medium,long,17,0
DOGE/USDT:USDT,B_24h_strong,B,24,strong,long,17,0
DOGE/USDT:USDT,B_72h_weak,B,72,weak,long,17,0
DOGE/USDT:USDT,B_72h_medium,B,72,medium,long,17,0
DOGE/USDT:USDT,B_72h_strong,B,72,strong,long,17,0
DOGE/USDT:USDT,B_120h_weak,B,120,weak,long,17,0
DOGE/USDT:USDT,B_120h_medium,B,120,medium,long,17,0
DOGE/USDT:USDT,B_120h_strong,B,120,strong,long,17,0
DOGE/USDT:USDT,B_168h_weak,B,168,weak,long,17,1
DOGE/USDT:USDT,B_168h_medium,B,168,medium,long,17,0
DOGE/USDT:USDT,B_168h_strong,B,168,strong,long,17,0
DOGE/USDT:USDT,B_24h_weak,B,24,weak,short,18,0
DOGE/USDT:USDT,B_24h_medium,B,24,medium,short,18,0
DOGE/USDT:USDT,B_24h_strong,B,24,strong,short,18,0
DOGE/USDT:USDT,B_72h_weak,B,72,weak,short,18,0
DOGE/USDT:USDT,B_72h_medium,B,72,medium,short,18,0
DOGE/USDT:USDT,B_72h_strong,B,72,strong,short,18,0
DOGE/USDT:USDT,B_120h_weak,B,120,weak,short,18,0
DOGE/USDT:USDT,B_120h_medium,B,120,medium,short,18,0
DOGE/USDT:USDT,B_120h_strong,B,120,strong,short,18,0
DOGE/USDT:USDT,B_168h_weak,B,168,weak,short,18,0
DOGE/USDT:USDT,B_168h_medium,B,168,medium,short,18,0
DOGE/USDT:USDT,B_168h_strong,B,168,strong,short,18,0
DOGE/USDT:USDT,C_24h_weak,C,24,weak,long,1,0
DOGE/USDT:USDT,C_24h_medium,C,24,medium,long,1,0
DOGE/USDT:USDT,C_24h_strong,C,24,strong,long,1,0
DOGE/USDT:USDT,C_72h_weak,C,72,weak,long,1,0
DOGE/USDT:USDT,C_72h_medium,C,72,medium,long,1,0
DOGE/USDT:USDT,C_72h_strong,C,72,strong,long,1,0
DOGE/USDT:USDT,C_120h_weak,C,120,weak,long,1,0
DOGE/USDT:USDT,C_120h_medium,C,120,medium,long,1,0
DOGE/USDT:USDT,C_120h_strong,C,120,strong,long,1,0
DOGE/USDT:USDT,C_168h_weak,C,168,weak,long,1,0
DOGE/USDT:USDT,C_168h_medium,C,168,medium,long,1,0
DOGE/USDT:USDT,C_168h_strong,C,168,strong,long,1,0
DOGE/USDT:USDT,C_24h_weak,C,24,weak,short,2,0
DOGE/USDT:USDT,C_24h_medium,C,24,medium,short,2,0
DOGE/USDT:USDT,C_24h_strong,C,24,strong,short,2,0
DOGE/USDT:USDT,C_72h_weak,C,72,weak,short,2,0
DOGE/USDT:USDT,C_72h_medium,C,72,medium,short,2,0
DOGE/USDT:USDT,C_72h_strong,C,72,strong,short,2,0
DOGE/USDT:USDT,C_120h_weak,C,120,weak,short,2,0
DOGE/USDT:USDT,C_120h_medium,C,120,medium,short,2,0
DOGE/USDT:USDT,C_120h_strong,C,120,strong,short,2,0
DOGE/USDT:USDT,C_168h_weak,C,168,weak,short,2,0
DOGE/USDT:USDT,C_168h_medium,C,168,medium,short,2,0
DOGE/USDT:USDT,C_168h_strong,C,168,strong,short,2,0
XRP/USDT:USDT,A_24h_weak,A,24,weak,long,15,0
XRP/USDT:USDT,A_24h_medium,A,24,medium,long,15,0
XRP/USDT:USDT,A_24h_strong,A,24,strong,long,15,0
XRP/USDT:USDT,A_72h_weak,A,72,weak,long,15,0
XRP/USDT:USDT,A_72h_medium,A,72,medium,long,15,0
XRP/USDT:USDT,A_72h_strong,A,72,strong,long,15,0
XRP/USDT:USDT,A_120h_weak,A,120,weak,long,15,0
XRP/USDT:USDT,A_120h_medium,A,120,medium,long,15,0
XRP/USDT:USDT,A_120h_strong,A,120,strong,long,15,0
XRP/USDT:USDT,A_168h_weak,A,168,weak,long,15,0
XRP/USDT:USDT,A_168h_medium,A,168,medium,long,15,0
XRP/USDT:USDT,A_168h_strong,A,168,strong,long,15,0
XRP/USDT:USDT,A_24h_weak,A,24,weak,short,28,0
XRP/USDT:USDT,A_24h_medium,A,24,medium,short,28,0
XRP/USDT:USDT,A_24h_strong,A,24,strong,short,28,0
XRP/USDT:USDT,A_72h_weak,A,72,weak,short,28,0
XRP/USDT:USDT,A_72h_medium,A,72,medium,short,28,0
XRP/USDT:USDT,A_72h_strong,A,72,strong,short,28,0
XRP/USDT:USDT,A_120h_weak,A,120,weak,short,28,0
XRP/USDT:USDT,A_120h_medium,A,120,medium,short,28,0
XRP/USDT:USDT,A_120h_strong,A,120,strong,short,28,0
XRP/USDT:USDT,A_168h_weak,A,168,weak,short,28,0
XRP/USDT:USDT,A_168h_medium,A,168,medium,short,28,0
XRP/USDT:USDT,A_168h_strong,A,168,strong,short,28,0
XRP/USDT:USDT,B_24h_weak,B,24,weak,long,12,0
XRP/USDT:USDT,B_24h_medium,B,24,medium,long,12,0
XRP/USDT:USDT,B_24h_strong,B,24,strong,long,12,0
XRP/USDT:USDT,B_72h_weak,B,72,weak,long,12,0
XRP/USDT:USDT,B_72h_medium,B,72,medium,long,12,0
XRP/USDT:USDT,B_72h_strong,B,72,strong,long,12,0
XRP/USDT:USDT,B_120h_weak,B,120,weak,long,12,0
XRP/USDT:USDT,B_120h_medium,B,120,medium,long,12,0
XRP/USDT:USDT,B_120h_strong,B,120,strong,long,12,0
XRP/USDT:USDT,B_168h_weak,B,168,weak,long,12,0
XRP/USDT:USDT,B_168h_medium,B,168,medium,long,12,0
XRP/USDT:USDT,B_168h_strong,B,168,strong,long,12,0
XRP/USDT:USDT,B_24h_weak,B,24,weak,short,16,0
XRP/USDT:USDT,B_24h_medium,B,24,medium,short,16,0
XRP/USDT:USDT,B_24h_strong,B,24,strong,short,16,0
XRP/USDT:USDT,B_72h_weak,B,72,weak,short,16,0
XRP/USDT:USDT,B_72h_medium,B,72,medium,short,16,0
XRP/USDT:USDT,B_72h_strong,B,72,strong,short,16,0
XRP/USDT:USDT,B_120h_weak,B,120,weak,short,16,0
XRP/USDT:USDT,B_120h_medium,B,120,medium,short,16,0
XRP/USDT:USDT,B_120h_strong,B,120,strong,short,16,0
XRP/USDT:USDT,B_168h_weak,B,168,weak,short,16,0
XRP/USDT:USDT,B_168h_medium,B,168,medium,short,16,0
XRP/USDT:USDT,B_168h_strong,B,168,strong,short,16,0
XRP/USDT:USDT,C_24h_weak,C,24,weak,long,2,0
XRP/USDT:USDT,C_24h_medium,C,24,medium,long,2,0
XRP/USDT:USDT,C_24h_strong,C,24,strong,long,2,0
XRP/USDT:USDT,C_72h_weak,C,72,weak,long,2,0
XRP/USDT:USDT,C_72h_medium,C,72,medium,long,2,0
XRP/USDT:USDT,C_72h_strong,C,72,strong,long,2,0
XRP/USDT:USDT,C_120h_weak,C,120,weak,long,2,0
XRP/USDT:USDT,C_120h_medium,C,120,medium,long,2,0
XRP/USDT:USDT,C_120h_strong,C,120,strong,long,2,0
XRP/USDT:USDT,C_168h_weak,C,168,weak,long,2,0
XRP/USDT:USDT,C_168h_medium,C,168,medium,long,2,0
XRP/USDT:USDT,C_168h_strong,C,168,strong,long,2,0
XRP/USDT:USDT,C_24h_weak,C,24,weak,short,4,0
XRP/USDT:USDT,C_24h_medium,C,24,medium,short,4,0
XRP/USDT:USDT,C_24h_strong,C,24,strong,short,4,0
XRP/USDT:USDT,C_72h_weak,C,72,weak,short,4,0
XRP/USDT:USDT,C_72h_medium,C,72,medium,short,4,0
XRP/USDT:USDT,C_72h_strong,C,72,strong,short,4,0
XRP/USDT:USDT,C_120h_weak,C,120,weak,short,4,0
XRP/USDT:USDT,C_120h_medium,C,120,medium,short,4,0
XRP/USDT:USDT,C_120h_strong,C,120,strong,short,4,0
XRP/USDT:USDT,C_168h_weak,C,168,weak,short,4,0
XRP/USDT:USDT,C_168h_medium,C,168,medium,short,4,0
XRP/USDT:USDT,C_168h_strong,C,168,strong,short,4,0
TAO/USDT:USDT,A_24h_weak,A,24,weak,long,8,0
TAO/USDT:USDT,A_24h_medium,A,24,medium,long,8,0
TAO/USDT:USDT,A_24h_strong,A,24,strong,long,8,0
TAO/USDT:USDT,A_72h_weak,A,72,weak,long,8,1
TAO/USDT:USDT,A_72h_medium,A,72,medium,long,8,0
TAO/USDT:USDT,A_72h_strong,A,72,strong,long,8,0
TAO/USDT:USDT,A_120h_weak,A,120,weak,long,8,1
TAO/USDT:USDT,A_120h_medium,A,120,medium,long,8,0
TAO/USDT:USDT,A_120h_strong,A,120,strong,long,8,0
TAO/USDT:USDT,A_168h_weak,A,168,weak,long,8,1
TAO/USDT:USDT,A_168h_medium,A,168,medium,long,8,0
TAO/USDT:USDT,A_168h_strong,A,168,strong,long,8,0
TAO/USDT:USDT,A_24h_weak,A,24,weak,short,10,1
TAO/USDT:USDT,A_24h_medium,A,24,medium,short,10,1
TAO/USDT:USDT,A_24h_strong,A,24,strong,short,10,0
TAO/USDT:USDT,A_72h_weak,A,72,weak,short,10,2
TAO/USDT:USDT,A_72h_medium,A,72,medium,short,10,2
TAO/USDT:USDT,A_72h_strong,A,72,strong,short,10,0
TAO/USDT:USDT,A_120h_weak,A,120,weak,short,10,2
TAO/USDT:USDT,A_120h_medium,A,120,medium,short,10,2
TAO/USDT:USDT,A_120h_strong,A,120,strong,short,10,0
TAO/USDT:USDT,A_168h_weak,A,168,weak,short,10,2
TAO/USDT:USDT,A_168h_medium,A,168,medium,short,10,2
TAO/USDT:USDT,A_168h_strong,A,168,strong,short,10,0
TAO/USDT:USDT,B_24h_weak,B,24,weak,long,6,0
TAO/USDT:USDT,B_24h_medium,B,24,medium,long,6,0
TAO/USDT:USDT,B_24h_strong,B,24,strong,long,6,0
TAO/USDT:USDT,B_72h_weak,B,72,weak,long,6,0
TAO/USDT:USDT,B_72h_medium,B,72,medium,long,6,0
TAO/USDT:USDT,B_72h_strong,B,72,strong,long,6,0
TAO/USDT:USDT,B_120h_weak,B,120,weak,long,6,0
TAO/USDT:USDT,B_120h_medium,B,120,medium,long,6,0
TAO/USDT:USDT,B_120h_strong,B,120,strong,long,6,0
TAO/USDT:USDT,B_168h_weak,B,168,weak,long,6,0
TAO/USDT:USDT,B_168h_medium,B,168,medium,long,6,0
TAO/USDT:USDT,B_168h_strong,B,168,strong,long,6,0
TAO/USDT:USDT,B_24h_weak,B,24,weak,short,4,1
TAO/USDT:USDT,B_24h_medium,B,24,medium,short,4,1
TAO/USDT:USDT,B_24h_strong,B,24,strong,short,4,0
TAO/USDT:USDT,B_72h_weak,B,72,weak,short,4,1
TAO/USDT:USDT,B_72h_medium,B,72,medium,short,4,1
TAO/USDT:USDT,B_72h_strong,B,72,strong,short,4,0
TAO/USDT:USDT,B_120h_weak,B,120,weak,short,4,1
TAO/USDT:USDT,B_120h_medium,B,120,medium,short,4,1
TAO/USDT:USDT,B_120h_strong,B,120,strong,short,4,0
TAO/USDT:USDT,B_168h_weak,B,168,weak,short,4,1
TAO/USDT:USDT,B_168h_medium,B,168,medium,short,4,1
TAO/USDT:USDT,B_168h_strong,B,168,strong,short,4,0
TAO/USDT:USDT,C_24h_weak,C,24,weak,long,0,0
TAO/USDT:USDT,C_24h_medium,C,24,medium,long,0,0
TAO/USDT:USDT,C_24h_strong,C,24,strong,long,0,0
TAO/USDT:USDT,C_72h_weak,C,72,weak,long,0,0
TAO/USDT:USDT,C_72h_medium,C,72,medium,long,0,0
TAO/USDT:USDT,C_72h_strong,C,72,strong,long,0,0
TAO/USDT:USDT,C_120h_weak,C,120,weak,long,0,0
TAO/USDT:USDT,C_120h_medium,C,120,medium,long,0,0
TAO/USDT:USDT,C_120h_strong,C,120,strong,long,0,0
TAO/USDT:USDT,C_168h_weak,C,168,weak,long,0,0
TAO/USDT:USDT,C_168h_medium,C,168,medium,long,0,0
TAO/USDT:USDT,C_168h_strong,C,168,strong,long,0,0
TAO/USDT:USDT,C_24h_weak,C,24,weak,short,0,0
TAO/USDT:USDT,C_24h_medium,C,24,medium,short,0,0
TAO/USDT:USDT,C_24h_strong,C,24,strong,short,0,0
TAO/USDT:USDT,C_72h_weak,C,72,weak,short,0,0
TAO/USDT:USDT,C_72h_medium,C,72,medium,short,0,0
TAO/USDT:USDT,C_72h_strong,C,72,strong,short,0,0
TAO/USDT:USDT,C_120h_weak,C,120,weak,short,0,0
TAO/USDT:USDT,C_120h_medium,C,120,medium,short,0,0
TAO/USDT:USDT,C_120h_strong,C,120,strong,short,0,0
TAO/USDT:USDT,C_168h_weak,C,168,weak,short,0,0
TAO/USDT:USDT,C_168h_medium,C,168,medium,short,0,0
TAO/USDT:USDT,C_168h_strong,C,168,strong,short,0,0
SUI/USDT:USDT,A_24h_weak,A,24,weak,long,20,0
SUI/USDT:USDT,A_24h_medium,A,24,medium,long,20,0
SUI/USDT:USDT,A_24h_strong,A,24,strong,long,20,0
SUI/USDT:USDT,A_72h_weak,A,72,weak,long,20,0
SUI/USDT:USDT,A_72h_medium,A,72,medium,long,20,0
SUI/USDT:USDT,A_72h_strong,A,72,strong,long,20,0
SUI/USDT:USDT,A_120h_weak,A,120,weak,long,20,0
SUI/USDT:USDT,A_120h_medium,A,120,medium,long,20,0
SUI/USDT:USDT,A_120h_strong,A,120,strong,long,20,0
SUI/USDT:USDT,A_168h_weak,A,168,weak,long,20,1
SUI/USDT:USDT,A_168h_medium,A,168,medium,long,20,1
SUI/USDT:USDT,A_168h_strong,A,168,strong,long,20,0
SUI/USDT:USDT,A_24h_weak,A,24,weak,short,22,1
SUI/USDT:USDT,A_24h_medium,A,24,medium,short,22,0
SUI/USDT:USDT,A_24h_strong,A,24,strong,short,22,0
SUI/USDT:USDT,A_72h_weak,A,72,weak,short,22,1
SUI/USDT:USDT,A_72h_medium,A,72,medium,short,22,0
SUI/USDT:USDT,A_72h_strong,A,72,strong,short,22,0
SUI/USDT:USDT,A_120h_weak,A,120,weak,short,22,1
SUI/USDT:USDT,A_120h_medium,A,120,medium,short,22,0
SUI/USDT:USDT,A_120h_strong,A,120,strong,short,22,0
SUI/USDT:USDT,A_168h_weak,A,168,weak,short,22,1
SUI/USDT:USDT,A_168h_medium,A,168,medium,short,22,0
SUI/USDT:USDT,A_168h_strong,A,168,strong,short,22,0
SUI/USDT:USDT,B_24h_weak,B,24,weak,long,15,0
SUI/USDT:USDT,B_24h_medium,B,24,medium,long,15,0
SUI/USDT:USDT,B_24h_strong,B,24,strong,long,15,0
SUI/USDT:USDT,B_72h_weak,B,72,weak,long,15,0
SUI/USDT:USDT,B_72h_medium,B,72,medium,long,15,0
SUI/USDT:USDT,B_72h_strong,B,72,strong,long,15,0
SUI/USDT:USDT,B_120h_weak,B,120,weak,long,15,0
SUI/USDT:USDT,B_120h_medium,B,120,medium,long,15,0
SUI/USDT:USDT,B_120h_strong,B,120,strong,long,15,0
SUI/USDT:USDT,B_168h_weak,B,168,weak,long,15,0
SUI/USDT:USDT,B_168h_medium,B,168,medium,long,15,0
SUI/USDT:USDT,B_168h_strong,B,168,strong,long,15,0
SUI/USDT:USDT,B_24h_weak,B,24,weak,short,14,0
SUI/USDT:USDT,B_24h_medium,B,24,medium,short,14,0
SUI/USDT:USDT,B_24h_strong,B,24,strong,short,14,0
SUI/USDT:USDT,B_72h_weak,B,72,weak,short,14,0
SUI/USDT:USDT,B_72h_medium,B,72,medium,short,14,0
SUI/USDT:USDT,B_72h_strong,B,72,strong,short,14,0
SUI/USDT:USDT,B_120h_weak,B,120,weak,short,14,0
SUI/USDT:USDT,B_120h_medium,B,120,medium,short,14,0
SUI/USDT:USDT,B_120h_strong,B,120,strong,short,14,0
SUI/USDT:USDT,B_168h_weak,B,168,weak,short,14,0
SUI/USDT:USDT,B_168h_medium,B,168,medium,short,14,0
SUI/USDT:USDT,B_168h_strong,B,168,strong,short,14,0
SUI/USDT:USDT,C_24h_weak,C,24,weak,long,3,0
SUI/USDT:USDT,C_24h_medium,C,24,medium,long,3,0
SUI/USDT:USDT,C_24h_strong,C,24,strong,long,3,0
SUI/USDT:USDT,C_72h_weak,C,72,weak,long,3,0
SUI/USDT:USDT,C_72h_medium,C,72,medium,long,3,0
SUI/USDT:USDT,C_72h_strong,C,72,strong,long,3,0
SUI/USDT:USDT,C_120h_weak,C,120,weak,long,3,0
SUI/USDT:USDT,C_120h_medium,C,120,medium,long,3,0
SUI/USDT:USDT,C_120h_strong,C,120,strong,long,3,0
SUI/USDT:USDT,C_168h_weak,C,168,weak,long,3,0
SUI/USDT:USDT,C_168h_medium,C,168,medium,long,3,0
SUI/USDT:USDT,C_168h_strong,C,168,strong,long,3,0
SUI/USDT:USDT,C_24h_weak,C,24,weak,short,1,0
SUI/USDT:USDT,C_24h_medium,C,24,medium,short,1,0
SUI/USDT:USDT,C_24h_strong,C,24,strong,short,1,0
SUI/USDT:USDT,C_72h_weak,C,72,weak,short,1,0
SUI/USDT:USDT,C_72h_medium,C,72,medium,short,1,0
SUI/USDT:USDT,C_72h_strong,C,72,strong,short,1,0
SUI/USDT:USDT,C_120h_weak,C,120,weak,short,1,0
SUI/USDT:USDT,C_120h_medium,C,120,medium,short,1,0
SUI/USDT:USDT,C_120h_strong,C,120,strong,short,1,0
SUI/USDT:USDT,C_168h_weak,C,168,weak,short,1,0
SUI/USDT:USDT,C_168h_medium,C,168,medium,short,1,0
SUI/USDT:USDT,C_168h_strong,C,168,strong,short,1,0
PAXG/USDT:USDT,A_24h_weak,A,24,weak,long,5,0
PAXG/USDT:USDT,A_24h_medium,A,24,medium,long,5,0
PAXG/USDT:USDT,A_24h_strong,A,24,strong,long,5,0
PAXG/USDT:USDT,A_72h_weak,A,72,weak,long,5,0
PAXG/USDT:USDT,A_72h_medium,A,72,medium,long,5,0
PAXG/USDT:USDT,A_72h_strong,A,72,strong,long,5,0
PAXG/USDT:USDT,A_120h_weak,A,120,weak,long,5,0
PAXG/USDT:USDT,A_120h_medium,A,120,medium,long,5,0
PAXG/USDT:USDT,A_120h_strong,A,120,strong,long,5,0
PAXG/USDT:USDT,A_168h_weak,A,168,weak,long,5,0
PAXG/USDT:USDT,A_168h_medium,A,168,medium,long,5,0
PAXG/USDT:USDT,A_168h_strong,A,168,strong,long,5,0
PAXG/USDT:USDT,A_24h_weak,A,24,weak,short,29,2
PAXG/USDT:USDT,A_24h_medium,A,24,medium,short,29,2
PAXG/USDT:USDT,A_24h_strong,A,24,strong,short,29,0
PAXG/USDT:USDT,A_72h_weak,A,72,weak,short,29,2
PAXG/USDT:USDT,A_72h_medium,A,72,medium,short,29,2
PAXG/USDT:USDT,A_72h_strong,A,72,strong,short,29,0
PAXG/USDT:USDT,A_120h_weak,A,120,weak,short,29,2
PAXG/USDT:USDT,A_120h_medium,A,120,medium,short,29,2
PAXG/USDT:USDT,A_120h_strong,A,120,strong,short,29,0
PAXG/USDT:USDT,A_168h_weak,A,168,weak,short,29,2
PAXG/USDT:USDT,A_168h_medium,A,168,medium,short,29,2
PAXG/USDT:USDT,A_168h_strong,A,168,strong,short,29,0
PAXG/USDT:USDT,B_24h_weak,B,24,weak,long,3,0
PAXG/USDT:USDT,B_24h_medium,B,24,medium,long,3,0
PAXG/USDT:USDT,B_24h_strong,B,24,strong,long,3,0
PAXG/USDT:USDT,B_72h_weak,B,72,weak,long,3,0
PAXG/USDT:USDT,B_72h_medium,B,72,medium,long,3,0
PAXG/USDT:USDT,B_72h_strong,B,72,strong,long,3,0
PAXG/USDT:USDT,B_120h_weak,B,120,weak,long,3,0
PAXG/USDT:USDT,B_120h_medium,B,120,medium,long,3,0
PAXG/USDT:USDT,B_120h_strong,B,120,strong,long,3,0
PAXG/USDT:USDT,B_168h_weak,B,168,weak,long,3,0
PAXG/USDT:USDT,B_168h_medium,B,168,medium,long,3,0
PAXG/USDT:USDT,B_168h_strong,B,168,strong,long,3,0
PAXG/USDT:USDT,B_24h_weak,B,24,weak,short,26,2
PAXG/USDT:USDT,B_24h_medium,B,24,medium,short,26,2
PAXG/USDT:USDT,B_24h_strong,B,24,strong,short,26,0
PAXG/USDT:USDT,B_72h_weak,B,72,weak,short,26,2
PAXG/USDT:USDT,B_72h_medium,B,72,medium,short,26,2
PAXG/USDT:USDT,B_72h_strong,B,72,strong,short,26,0
PAXG/USDT:USDT,B_120h_weak,B,120,weak,short,26,2
PAXG/USDT:USDT,B_120h_medium,B,120,medium,short,26,2
PAXG/USDT:USDT,B_120h_strong,B,120,strong,short,26,0
PAXG/USDT:USDT,B_168h_weak,B,168,weak,short,26,2
PAXG/USDT:USDT,B_168h_medium,B,168,medium,short,26,2
PAXG/USDT:USDT,B_168h_strong,B,168,strong,short,26,0
PAXG/USDT:USDT,C_24h_weak,C,24,weak,long,0,0
PAXG/USDT:USDT,C_24h_medium,C,24,medium,long,0,0
PAXG/USDT:USDT,C_24h_strong,C,24,strong,long,0,0
PAXG/USDT:USDT,C_72h_weak,C,72,weak,long,0,0
PAXG/USDT:USDT,C_72h_medium,C,72,medium,long,0,0
PAXG/USDT:USDT,C_72h_strong,C,72,strong,long,0,0
PAXG/USDT:USDT,C_120h_weak,C,120,weak,long,0,0
PAXG/USDT:USDT,C_120h_medium,C,120,medium,long,0,0
PAXG/USDT:USDT,C_120h_strong,C,120,strong,long,0,0
PAXG/USDT:USDT,C_168h_weak,C,168,weak,long,0,0
PAXG/USDT:USDT,C_168h_medium,C,168,medium,long,0,0
PAXG/USDT:USDT,C_168h_strong,C,168,strong,long,0,0
PAXG/USDT:USDT,C_24h_weak,C,24,weak,short,8,0
PAXG/USDT:USDT,C_24h_medium,C,24,medium,short,8,0
PAXG/USDT:USDT,C_24h_strong,C,24,strong,short,8,0
PAXG/USDT:USDT,C_72h_weak,C,72,weak,short,8,0
PAXG/USDT:USDT,C_72h_medium,C,72,medium,short,8,0
PAXG/USDT:USDT,C_72h_strong,C,72,strong,short,8,0
PAXG/USDT:USDT,C_120h_weak,C,120,weak,short,8,0
PAXG/USDT:USDT,C_120h_medium,C,120,medium,short,8,0
PAXG/USDT:USDT,C_120h_strong,C,120,strong,short,8,0
PAXG/USDT:USDT,C_168h_weak,C,168,weak,short,8,0
PAXG/USDT:USDT,C_168h_medium,C,168,medium,short,8,0
PAXG/USDT:USDT,C_168h_strong,C,168,strong,short,8,0
NEAR/USDT:USDT,A_24h_weak,A,24,weak,long,11,0
NEAR/USDT:USDT,A_24h_medium,A,24,medium,long,11,0
NEAR/USDT:USDT,A_24h_strong,A,24,strong,long,11,0
NEAR/USDT:USDT,A_72h_weak,A,72,weak,long,11,0
NEAR/USDT:USDT,A_72h_medium,A,72,medium,long,11,0
NEAR/USDT:USDT,A_72h_strong,A,72,strong,long,11,0
NEAR/USDT:USDT,A_120h_weak,A,120,weak,long,11,0
NEAR/USDT:USDT,A_120h_medium,A,120,medium,long,11,0
NEAR/USDT:USDT,A_120h_strong,A,120,strong,long,11,0
NEAR/USDT:USDT,A_168h_weak,A,168,weak,long,11,1
NEAR/USDT:USDT,A_168h_medium,A,168,medium,long,11,0
NEAR/USDT:USDT,A_168h_strong,A,168,strong,long,11,0
NEAR/USDT:USDT,A_24h_weak,A,24,weak,short,25,0
NEAR/USDT:USDT,A_24h_medium,A,24,medium,short,25,0
NEAR/USDT:USDT,A_24h_strong,A,24,strong,short,25,0
NEAR/USDT:USDT,A_72h_weak,A,72,weak,short,25,0
NEAR/USDT:USDT,A_72h_medium,A,72,medium,short,25,0
NEAR/USDT:USDT,A_72h_strong,A,72,strong,short,25,0
NEAR/USDT:USDT,A_120h_weak,A,120,weak,short,25,1
NEAR/USDT:USDT,A_120h_medium,A,120,medium,short,25,1
NEAR/USDT:USDT,A_120h_strong,A,120,strong,short,25,1
NEAR/USDT:USDT,A_168h_weak,A,168,weak,short,25,1
NEAR/USDT:USDT,A_168h_medium,A,168,medium,short,25,1
NEAR/USDT:USDT,A_168h_strong,A,168,strong,short,25,1
NEAR/USDT:USDT,B_24h_weak,B,24,weak,long,9,0
NEAR/USDT:USDT,B_24h_medium,B,24,medium,long,9,0
NEAR/USDT:USDT,B_24h_strong,B,24,strong,long,9,0
NEAR/USDT:USDT,B_72h_weak,B,72,weak,long,9,0
NEAR/USDT:USDT,B_72h_medium,B,72,medium,long,9,0
NEAR/USDT:USDT,B_72h_strong,B,72,strong,long,9,0
NEAR/USDT:USDT,B_120h_weak,B,120,weak,long,9,0
NEAR/USDT:USDT,B_120h_medium,B,120,medium,long,9,0
NEAR/USDT:USDT,B_120h_strong,B,120,strong,long,9,0
NEAR/USDT:USDT,B_168h_weak,B,168,weak,long,9,1
NEAR/USDT:USDT,B_168h_medium,B,168,medium,long,9,0
NEAR/USDT:USDT,B_168h_strong,B,168,strong,long,9,0
NEAR/USDT:USDT,B_24h_weak,B,24,weak,short,12,0
NEAR/USDT:USDT,B_24h_medium,B,24,medium,short,12,0
NEAR/USDT:USDT,B_24h_strong,B,24,strong,short,12,0
NEAR/USDT:USDT,B_72h_weak,B,72,weak,short,12,0
NEAR/USDT:USDT,B_72h_medium,B,72,medium,short,12,0
NEAR/USDT:USDT,B_72h_strong,B,72,strong,short,12,0
NEAR/USDT:USDT,B_120h_weak,B,120,weak,short,12,0
NEAR/USDT:USDT,B_120h_medium,B,120,medium,short,12,0
