pair,open_date,enter_tag,bucket,base_profit_abs,a1_profit_abs,delta_abs,base_profit_pct,a1_profit_pct,base_exit,a1_exit,base_stake,a1_stake,a1_partial_exits
ZEC/USDT:USDT,2025-01-26 22:00:00+00:00,short_pullback_restart,profit_to_less_profit,38.28796484,25.27340333,-13.01456151,10.004747689332639,7.6634793609012375,roi,trailing_stop_loss,382.8894,165.00054,1
ETH/USDT:USDT,2025-01-28 17:00:00+00:00,short_pullback_restart,loss_to_profit,-11.31162397,0.0371712,11.348795169999999,-2.548554036566176,0.009840413203702896,trailing_stop_loss,trailing_stop_loss,444.06681,377.9292,0
BNB/USDT:USDT,2025-01-28 22:00:00+00:00,short_pullback_restart,loss_to_less_loss,-11.58273025,-9.80077175,1.7819585,-2.697160292525803,-2.697160292525803,stop_loss,stop_loss,429.6565,363.5555,0
DOGE/USDT:USDT,2025-02-01 20:00:00+00:00,short_compression_breakdown,profit_to_more_profit,24.93557142,42.05665764,17.12108622,10.00033568594985,19.760980713130614,roi,partial_exit,249.47208,26.77415,4
ETH/USDT:USDT,2025-02-01 20:00:00+00:00,short_compression_breakdown,profit_to_more_profit,31.61692765,53.66044341,22.04351576,10.000146060284557,19.767748352399465,roi,partial_exit,316.32282,35.14698,4
SOL/USDT:USDT,2025-02-05 16:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-0.13873769,-0.03759996,0.10113773,-0.04780490724213304,-0.015045485640606841,stale_loss_72h,trailing_stop_loss,290.3616,250.0336,0
BTC/USDT:USDT,2025-02-09 14:00:00+00:00,short_pullback_restart,loss_to_less_loss,-8.17165491,-6.53732393,1.6343309800000005,-1.7062033967351755,-1.706203397257164,stop_loss,stop_loss,479.1775,383.342,0
SOL/USDT:USDT,2025-02-16 14:00:00+00:00,short_pullback_restart,profit_to_more_profit,36.37930759,46.99336837,10.614060779999996,10.000150106814303,14.863255543712697,roi,trailing_stop_loss,363.9696,40.0176,3
LINK/USDT:USDT,2025-03-02 14:00:00+00:00,short_pullback_restart,loss_to_less_loss,-13.76177849,-10.70239289,3.059385599999999,-2.4920334191893634,-2.4920334182839454,stop_loss,stop_loss,552.50715,429.6791,0
DOGE/USDT:USDT,2025-03-09 03:00:00+00:00,short_compression_breakdown,profit_to_less_profit,34.33746346,20.12009392,-14.217369540000004,10.001030470723544,7.502447220626054,roi,trailing_stop_loss,343.51101,134.25223,1
ZEC/USDT:USDT,2025-03-09 03:00:00+00:00,short_pullback_restart,profit_to_loss,36.5838808,-0.04321408,-36.62709488,9.9985456236613,-0.015122601041522198,roi,trailing_stop_loss,366.07506,285.9012,0
BTC/USDT:USDT,2025-03-13 14:00:00+00:00,short_pullback_restart,loss_to_profit,-14.02833698,0.02118621,14.04952319,-3.434545159353892,0.008645001317012254,stop_loss,trailing_stop_loss,408.6525,245.1915,0
ADA/USDT:USDT,2025-03-18 14:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-13.25602437,-9.93460439,3.32141998,-4.330176691287224,-4.330176689707567,trailing_stop_loss,trailing_stop_loss,306.2844,229.542,0
SOL/USDT:USDT,2025-03-18 14:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-11.52604159,-8.63449108,2.89155051,-3.2859432381006166,-3.285943235594488,trailing_stop_loss,trailing_stop_loss,350.9436,262.902,0
ADA/USDT:USDT,2025-03-23 19:00:00+00:00,short_pullback_restart,loss_to_less_loss,-14.20124107,-10.65687772,3.5443633499999994,-3.430321889697674,-3.430321889417303,stop_loss,stop_loss,414.1986,310.8224,0
XRP/USDT:USDT,2025-03-28 05:00:00+00:00,short_compression_breakdown,profit_to_less_profit,34.53843387,19.63716386,-14.901270009999998,9.997810313680567,7.572494376966173,roi,trailing_stop_loss,345.6328,129.83969,1
SOL/USDT:USDT,2025-03-30 14:00:00+00:00,short_pullback_restart,loss_to_less_loss,-14.20003966,-10.66751748,3.532522179999999,-2.836424059712205,-2.8364240600920536,stop_loss,stop_loss,500.8822,376.2785,0
BTC/USDT:USDT,2025-04-03 13:00:00+00:00,short_pullback_restart,loss_to_less_loss,-13.12388759,-8.74925839,4.374629200000001,-2.671648583588424,-2.6716485825705667,stop_loss,stop_loss,491.4738,327.6492,0
ETH/USDT:USDT,2025-04-05 13:00:00+00:00,short_pullback_restart,profit_to_less_profit,63.7644778,55.53036949,-8.234108310000003,10.000228229456829,11.622736286697803,roi,trailing_stop_loss,637.9492,120.40168,2
SOL/USDT:USDT,2025-04-05 14:00:00+00:00,short_pullback_restart,profit_to_less_profit,30.48287553,17.2750017,-13.20787383,9.996890806030411,7.5635407070598655,roi,trailing_stop_loss,305.0761,114.2563,1
ADA/USDT:USDT,2025-04-06 08:00:00+00:00,short_compression_breakdown,profit_to_less_profit,45.475365,25.645581789999998,-19.82978321,10.00191562364606,7.545393083303753,roi,trailing_stop_loss,454.894,170.346,1
BTC/USDT:USDT,2025-04-08 15:00:00+00:00,short_pullback_restart,loss_to_profit,-11.03552851,0.05361599,11.089144500000002,-2.8151434807872624,0.017096678307894547,trailing_stop_loss,trailing_stop_loss,392.202,313.7616,0
ZEC/USDT:USDT,2025-04-18 07:00:00+00:00,short_pullback_restart,loss_to_less_loss,-14.80532478,-11.08922504,3.716099739999999,-3.6974952991240837,-3.6974952983735307,stop_loss,stop_loss,400.61528,300.06184,0
SUI/USDT:USDT,2025-04-19 17:00:00+00:00,short_pullback_restart,loss_to_less_loss,-13.677472,-10.24528137,3.432190629999999,-2.0154341474630235,-2.0154341474630235,trailing_stop_loss,trailing_stop_loss,678.976,508.59546,0
NEAR/USDT:USDT,2025-05-06 11:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-14.90412427,-11.1780932,3.726031070000001,-3.4864578115571696,-3.4864578107774173,stop_loss,stop_loss,427.7,320.775,0
BTC/USDT:USDT,2025-05-09 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-13.55460345,-0.36050498,13.19409847,-2.187363495568448,-0.08726431239373145,stop_loss,trailing_stop_loss,619.368,412.912,0
SOL/USDT:USDT,2025-05-09 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-14.03628222,-10.50992561,3.5263566100000006,-2.1017484503038473,-2.1017484516731515,stop_loss,stop_loss,667.5046,499.8064,0
BNB/USDT:USDT,2025-05-22 00:00:00+00:00,long_1d_center_compression,loss_to_profit,-13.7224445,0.0044311,13.7268756,-2.099167165478262,0.0009006912983775932,stop_loss,trailing_stop_loss,653.3823,491.7207,0
BTC/USDT:USDT,2025-05-22 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-14.11406347,-0.20637944,13.90768403,-2.1450386895882434,-0.047047955162931775,stop_loss,trailing_stop_loss,657.6576,438.4384,0
XRP/USDT:USDT,2025-05-30 17:00:00+00:00,short_pullback_restart,loss_to_profit,-2.76779023,0.01822418,2.78601441,-0.7060880163618248,0.006076580616221224,stale_loss_72h,trailing_stop_loss,392.1855,300.0585,0
LINK/USDT:USDT,2025-06-01 10:00:00+00:00,short_pullback_restart,loss_to_less_loss,-13.48735416,-10.32293156,3.1644226,-3.894757595905248,-3.8947575976310316,trailing_stop_loss,trailing_stop_loss,346.46832,265.17942,0
NEAR/USDT:USDT,2025-06-01 10:00:00+00:00,short_pullback_restart,loss_to_less_loss,-13.05406574,-9.94183814,3.1122276000000006,-3.658799217293343,-3.658799214953611,trailing_stop_loss,trailing_stop_loss,356.964,271.86,0
ADA/USDT:USDT,2025-06-02 09:00:00+00:00,short_pullback_restart,loss_to_less_loss,-14.20631418,-10.86952871,3.336785469999999,-2.976585271196777,-2.9765852707692533,stop_loss,stop_loss,477.5076,365.3504,0
SUI/USDT:USDT,2025-06-04 11:00:00+00:00,short_pullback_restart,profit_to_less_profit,56.71044483,0.05083221,-56.65961262,10.00135732168393,0.01178788763099967,roi,trailing_stop_loss,567.31114,431.4398,0
DOGE/USDT:USDT,2025-06-04 14:00:00+00:00,short_pullback_restart,profit_to_less_profit,46.32326079,0.05630761,-46.26695318,10.000099039237712,0.015984660467614584,roi,trailing_stop_loss,463.45975,352.4365,0
XRP/USDT:USDT,2025-06-05 07:00:00+00:00,short_pullback_restart,loss_to_profit,-6.7625426,0.01043333,6.772975929999999,-1.2038300155491481,0.0024415434604583555,stale_loss_72h,trailing_stop_loss,562.0333,427.53895,0
ETH/USDT:USDT,2025-06-11 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-14.13900406,-10.20155989,3.937444169999999,-2.117682412563702,-2.1176824122746614,stop_loss,stop_loss,667.33038,481.49154,0
DOGE/USDT:USDT,2025-06-12 16:00:00+00:00,short_compression_breakdown,profit_to_less_profit,39.52330671,33.29047293,-6.23283378,10.000685438518065,11.65498577004903,roi,trailing_stop_loss,395.40368,71.53685,2
ADA/USDT:USDT,2025-06-12 20:00:00+00:00,short_compression_breakdown,profit_to_less_profit,35.77200939,30.56852161,-5.20348778,9.995839759521374,11.800039167833807,roi,trailing_stop_loss,358.048,64.796,2
PAXG/USDT:USDT,2025-06-14 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-13.67901755,-9.88326922,3.7957483299999986,-2.069068133904396,-2.0690681329398495,stop_loss,stop_loss,660.78933,477.42894,0
SOL/USDT:USDT,2025-06-19 15:00:00+00:00,short_pullback_restart,loss_to_less_loss,-15.12902626,-10.70533437,4.423691890000001,-3.09309164952795,-3.0930916492069165,stop_loss,stop_loss,489.3678,346.2778,0
NEAR/USDT:USDT,2025-06-21 14:00:00+00:00,short_pullback_restart,profit_to_less_profit,40.81946796,21.72130528,-19.098162679999998,10.024518385849772,7.5131792008694225,roi,trailing_stop_loss,407.4,144.627,1
LINK/USDT:USDT,2025-07-01 19:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-14.94133715,-10.99540538,3.9459317700000014,-3.4525600298440122,-3.452560029713567,stop_loss,stop_loss,432.9776,318.6304,0
BTC/USDT:USDT,2025-07-10 00:00:00+00:00,long_1d_center_compression,profit_to_less_profit,66.75325566,33.42199527,-33.33126039,10.000002354941874,7.5101962017216195,roi,trailing_stop_loss,667.1988,222.3996,1
ETH/USDT:USDT,2025-07-10 00:00:00+00:00,long_1d_center_compression,profit_to_more_profit,67.28913052,86.09980334,18.810672819999994,10.000094531242727,17.370590849409467,roi,swing_exit_long_1d,672.54867,63.65687,3
BNB/USDT:USDT,2025-07-11 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-6.63126683,-0.05479269,6.57647414,-1.1497042202794163,-0.01139970178520989,swing_exit_long_1d,trailing_stop_loss,576.492,480.41,0
ETH/USDT:USDT,2025-08-08 00:00:00+00:00,long_1d_center_compression,profit_to_less_profit,71.55867291,68.58375439,-2.974918520000003,9.99988695418427,12.709429940228128,roi,swing_exit_long_1d,715.2372,136.794,2
BTC/USDT:USDT,2025-08-11 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-10.79412978,-0.09637531,10.69775447,-1.5077925834035404,-0.02019347283239961,swing_exit_long_1d,trailing_stop_loss,715.5318,477.0212,0
BNB/USDT:USDT,2025-08-14 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-15.63919307,-0.12023959,15.518953479999999,-2.1180375152703204,-0.021795793755197117,stop_loss,trailing_stop_loss,738.0123,551.3885,0
NEAR/USDT:USDT,2025-08-21 12:00:00+00:00,short_pullback_restart,loss_to_profit,-15.640647,0.1283081,15.7689551,-3.8226207017253078,0.04074185419997383,stop_loss,trailing_stop_loss,409.365,315.087,0
BTC/USDT:USDT,2025-08-21 17:00:00+00:00,short_pullback_restart,loss_to_less_loss,-11.02027859,-9.18356549,1.8367131000000008,-1.635619785787443,-1.6356197854906047,trailing_stop_loss,trailing_stop_loss,674.1048,561.754,0
XRP/USDT:USDT,2025-08-22 04:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-16.1332002,-12.40281506,3.730385140000001,-3.3712649806191983,-3.37126498165759,stop_loss,stop_loss,478.78974,368.082,0
TAO/USDT:USDT,2025-08-28 17:00:00+00:00,short_pullback_restart,profit_to_less_profit,4.35058831,0.08908409,-4.26150422,0.9598088244002134,0.025575281596958002,stale_flat_120h,trailing_stop_loss,453.5033,348.4953,0
BTC/USDT:USDT,2025-08-29 02:00:00+00:00,short_pullback_restart,loss_to_profit,-0.13961601,0.34474146,0.48435747,-0.020893852804795936,0.07738701300392176,stale_loss_72h,trailing_stop_loss,668.55,445.7,0
SUI/USDT:USDT,2025-08-29 08:00:00+00:00,short_compression_breakdown,profit_to_less_profit,3.35225025,0.02977794,-3.32247231,0.985877951189106,0.011399396765010398,stale_flat_120h,trailing_stop_loss,340.197,261.3545,0
TAO/USDT:USDT,2025-09-04 16:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-14.5421915,-11.13869987,3.4034916299999995,-3.0883179764607958,-3.088317975811889,trailing_stop_loss,trailing_stop_loss,471.11296,360.85248,0
XRP/USDT:USDT,2025-09-04 20:00:00+00:00,short_pullback_restart,loss_to_less_loss,-15.9277574,-12.19566523,3.7320921700000014,-2.806808965075501,-2.8068089662488043,stop_loss,stop_loss,567.7524,434.72022,0
SOL/USDT:USDT,2025-09-11 00:00:00+00:00,long_1d_center_compression,profit_to_loss,70.78766382,-0.00171133,-70.78937515000001,9.998197934483176,-0.0003156237175798068,roi,trailing_stop_loss,707.6504,541.9348,0
ETH/USDT:USDT,2025-09-13 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-15.03933484,-11.53015671,3.5091781300000005,-2.1272756378627267,-2.1272756377397286,stop_loss,stop_loss,706.623,541.7443,0
PAXG/USDT:USDT,2025-09-23 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-17.02890438,-1.27803356,15.75087082,-2.335835746367125,-0.23782830688962284,stop_loss,trailing_stop_loss,728.664,537.108,0
TAO/USDT:USDT,2025-09-23 18:00:00+00:00,short_pullback_restart,profit_to_less_profit,4.05751348,3.0023754,-1.0551380799999999,0.9962590806595626,0.9962590796834628,stale_flat_120h,stale_flat_120h,407.47867,301.51568,0
SUI/USDT:USDT,2025-09-24 04:00:00+00:00,short_pullback_restart,loss_to_less_loss,-15.95262614,-11.79909764,4.1535285,-4.69958304363633,-4.6995830449038225,stop_loss,stop_loss,339.6175,251.1925,0
SUI/USDT:USDT,2025-09-25 01:00:00+00:00,short_pullback_restart,profit_to_less_profit,4.16719621,3.08451465,-1.0826815600000002,0.8444272508445552,0.8444272506519206,stale_flat_120h,stale_flat_120h,493.74068,365.46164,0
BNB/USDT:USDT,2025-10-03 00:00:00+00:00,long_1d_center_compression,profit_to_less_profit,72.03827001,61.12492776,-10.913342250000007,10.000306788016875,11.429211330535908,roi,trailing_stop_loss,720.0006,141.8183,2
XRP/USDT:USDT,2025-10-09 17:00:00+00:00,short_compression_breakdown,profit_to_less_profit,59.61579621,21.69880166,-37.91699455,9.999992458715818,4.917124749778515,roi,trailing_stop_loss,596.45664,441.5112,0
SOL/USDT:USDT,2025-10-19 09:00:00+00:00,short_pullback_restart,loss_to_less_loss,-17.1173457,-12.648285,4.469060700000002,-2.291505922452752,-2.2915059224527514,stop_loss,stop_loss,747.3648,552.24,0
XRP/USDT:USDT,2025-10-19 09:00:00+00:00,short_pullback_restart,loss_to_less_loss,-15.92206655,-11.75984648,4.16222007,-2.0795508426828375,-2.079550843567012,stop_loss,stop_loss,766.03232,565.78224,0
SOL/USDT:USDT,2025-10-20 17:00:00+00:00,short_pullback_restart,loss_to_less_loss,-16.586129,-0.0233789,16.5627501,-4.061314686071559,-0.007751331195993941,stop_loss,trailing_stop_loss,408.5974,301.7623,0
ETH/USDT:USDT,2025-10-21 05:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-16.39774164,-12.13432881,4.26341283,-4.262147814961512,-4.262147813697022,trailing_stop_loss,trailing_stop_loss,384.922,284.84228,0
ETH/USDT:USDT,2025-10-29 16:00:00+00:00,short_compression_breakdown,profit_to_less_profit,68.70013447,0.0216322,-68.67850227,10.0000727035886,0.004214559173819359,roi,trailing_stop_loss,687.34002,513.5299,0
ADA/USDT:USDT,2025-11-02 15:00:00+00:00,short_pullback_restart,profit_to_less_profit,47.9160705,27.156036559999997,-20.76003394,10.003342899919526,7.613075891035202,roi,trailing_stop_loss,479.2402,178.7404,1
NEAR/USDT:USDT,2025-11-02 15:00:00+00:00,short_pullback_restart,loss_to_less_loss,-16.15587627,-12.01334389,4.1425323800000005,-3.908160942256208,-3.908160941255228,stop_loss,stop_loss,413.595,307.545,0
BTC/USDT:USDT,2025-11-04 06:00:00+00:00,short_pullback_restart,profit_to_less_profit,3.74105554,0.07719916,-3.66385638,0.8983228907364977,0.024716650806928645,stale_flat_120h,trailing_stop_loss,416.6572,312.4929,0
DOGE/USDT:USDT,2025-11-06 06:00:00+00:00,short_pullback_restart,loss_to_profit,-17.12804804,0.03140484,17.15945288,-3.4474267317755625,0.008855775809487463,stop_loss,trailing_stop_loss,497.08428,354.80291,0
ETH/USDT:USDT,2025-11-06 13:00:00+00:00,short_pullback_restart,loss_to_profit,-16.95865961,0.00063221,16.95929182,-3.519462561546162,0.0001834304598996675,stop_loss,trailing_stop_loss,482.09472,344.83164,0
PAXG/USDT:USDT,2025-11-11 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-16.24323028,-0.13469675,16.10853353,-2.12267214674943,-0.02425195829257406,stop_loss,trailing_stop_loss,764.84316,555.1281,0
ADA/USDT:USDT,2025-11-11 20:00:00+00:00,short_compression_breakdown,profit_to_less_profit,39.15296482,0.01832521,-39.13463961,9.998514766068055,0.0064334601782461654,roi,trailing_stop_loss,391.7837,284.9847,0
DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,short_pullback_restart,profit_to_less_profit,37.63719371,0.03308753,-37.604106179999995,10.002160737695698,0.012205847524852617,roi,trailing_stop_loss,376.47887,271.21494,0
SUI/USDT:USDT,2025-11-19 06:00:00+00:00,short_pullback_restart,profit_to_less_profit,33.32261085,0.07792882,-33.24468203,10.002090611129862,0.03248494446945053,roi,trailing_stop_loss,333.32312,240.01212,0
ETH/USDT:USDT,2025-11-20 16:00:00+00:00,short_pullback_restart,profit_to_less_profit,41.93251972,23.757568199999998,-18.174951520000004,9.99983612319432,7.887367566312895,roi,trailing_stop_loss,419.54184,150.68052,1
BNB/USDT:USDT,2025-11-25 15:00:00+00:00,short_pullback_restart,loss_to_less_loss,-18.02302695,-12.6922725,5.330754449999999,-3.015297005961308,-3.015297005961308,stop_loss,stop_loss,598.0188,421.14,0
NEAR/USDT:USDT,2025-11-28 02:00:00+00:00,short_pullback_restart,loss_to_less_loss,-17.52739743,-12.45367712,5.073720310000001,-4.095474261709073,-4.095474261276367,stop_loss,stop_loss,428.184,304.236,0
NEAR/USDT:USDT,2025-11-29 15:00:00+00:00,short_compression_breakdown,profit_to_less_profit,68.11200794,36.53103479,-31.58097315,10.004915534055408,7.524753808199019,roi,trailing_stop_loss,681.126,243.791,1
TAO/USDT:USDT,2025-11-29 18:00:00+00:00,short_compression_breakdown,profit_to_less_profit,65.44711496,34.77525322,-30.67186173999999,10.000055725455974,7.44760951005769,roi,trailing_stop_loss,654.7949,233.72948,1
XRP/USDT:USDT,2025-12-05 10:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-19.13247547,-0.11628696,19.01618851,-3.0014890895378654,-0.025926485003788555,stop_loss,trailing_stop_loss,637.75166,448.75012,0
DOGE/USDT:USDT,2025-12-07 14:00:00+00:00,short_pullback_restart,loss_to_profit,-18.18214293,0.0081216,18.19026453,-2.1439629746980846,0.001361126326242939,stop_loss,trailing_stop_loss,848.4866,596.9808,0
SUI/USDT:USDT,2025-12-11 15:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-18.55815133,-13.25771697,5.300434360000001,-2.8985674177564644,-2.8985674178288554,stop_loss,stop_loss,640.57282,457.61741,0
PAXG/USDT:USDT,2025-12-12 00:00:00+00:00,long_1d_center_compression,profit_to_less_profit,35.52767936,25.40321115,-10.12446821,4.29629459322831,4.296294593464907,swing_exit_long_1d,swing_exit_long_1d,826.52443,590.98638,0
XRP/USDT:USDT,2025-12-14 11:00:00+00:00,short_pullback_restart,profit_to_loss,82.88606627,-0.10405487,-82.99012114,10.001010024163596,-0.017574774758489675,roi,trailing_stop_loss,829.19155,592.36562,0
NEAR/USDT:USDT,2025-12-14 18:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-16.70034684,-11.91427183,4.786075010000001,-3.1998217441236863,-3.199821743861666,trailing_stop_loss,trailing_stop_loss,522.176,372.528,0
ADA/USDT:USDT,2025-12-21 02:00:00+00:00,short_pullback_restart,loss_to_profit,-18.98256525,0.06104607,19.04361132,-2.8690925286364966,0.013600869431562555,stop_loss,trailing_stop_loss,661.9536,449.064,0
SOL/USDT:USDT,2025-12-21 02:00:00+00:00,short_pullback_restart,loss_to_less_loss,-12.75636872,-8.65150548,4.1048632399999985,-1.4726264835935055,-1.4726264834068328,stop_loss,stop_loss,866.6658,587.782,0
ADA/USDT:USDT,2025-12-23 14:00:00+00:00,short_compression_breakdown,loss_to_profit,-3.54183952,0.08541105,3.6272505699999997,-0.644411774400377,0.022720222041720996,stale_loss_72h,trailing_stop_loss,549.8986,376.1133,0
XRP/USDT:USDT,2025-12-28 19:00:00+00:00,short_pullback_restart,loss_to_less_loss,-12.07806371,-8.2679407,3.81012301,-1.413630843348992,-1.4136308428504625,stop_loss,stop_loss,854.82754,585.16527,0
NEAR/USDT:USDT,2025-12-31 11:00:00+00:00,short_compression_breakdown,loss_to_profit,-18.75513103,0.2457286,19.00085963,-2.2744864589870692,0.043475070868767715,stop_loss,trailing_stop_loss,825.0,565.5,0
PAXG/USDT:USDT,2026-01-07 00:00:00+00:00,long_1d_center_compression,profit_to_less_profit,85.68897781,71.93358242,-13.755395390000004,9.999960854511805,12.175514789867558,roi,swing_exit_long_1d,856.4649,148.75443,2
NEAR/USDT:USDT,2026-01-20 07:00:00+00:00,short_pullback_restart,profit_to_less_profit,45.12909037,0.13765821,-44.99143216,9.974080762354271,0.04411501394515323,roi,trailing_stop_loss,452.69,312.2,0
ADA/USDT:USDT,2026-01-20 09:00:00+00:00,short_pullback_restart,loss_to_profit,-18.61611366,0.07793284,18.6940465,-3.5003751890040165,0.0212255157317368,trailing_stop_loss,trailing_stop_loss,532.098,367.3495,0
XRP/USDT:USDT,2026-01-22 14:00:00+00:00,short_pullback_restart,loss_to_profit,-5.60086189,0.07309763,5.67395952,-0.6696190131327686,0.012561645161696054,stale_loss_72h,trailing_stop_loss,836.84358,582.20238,0
ETH/USDT:USDT,2026-01-25 04:00:00+00:00,short_pullback_restart,loss_to_profit,-8.91197015,0.02708182,8.93905197,-1.0240577655891971,0.004537579555416336,stop_loss,trailing_stop_loss,870.69584,597.13262,0
SOL/USDT:USDT,2026-01-27 14:00:00+00:00,short_pullback_restart,loss_to_less_loss,-16.12792217,-11.06370898,5.064213190000002,-1.8535842357346288,-1.8535842348839087,stop_loss,stop_loss,870.5291,597.1805,0
TAO/USDT:USDT,2026-01-29 02:00:00+00:00,short_pullback_restart,profit_to_more_profit,49.64262621,52.90774326,3.2651170499999935,9.999540955916014,15.202127371857333,roi,trailing_stop_loss,496.6974,43.72995,3
ADA/USDT:USDT,2026-01-29 03:00:00+00:00,short_pullback_restart,profit_to_more_profit,54.30019013,63.07904661,8.778856480000002,9.98993672307191,16.56947242603419,roi,trailing_stop_loss,543.8208,47.6544,3
BNB/USDT:USDT,2026-01-31 09:00:00+00:00,short_pullback_restart,profit_to_more_profit,59.35306415,70.98423771,11.63117356,10.00056004710114,17.691318913136335,roi,trailing_stop_loss,593.7943,50.1798,3
SUI/USDT:USDT,2026-03-22 00:00:00+00:00,short_pullback_restart,loss_to_profit,-22.23066924,0.01050856,22.241177800000003,-4.044913941937594,0.002894581468402157,stop_loss,trailing_stop_loss,549.87054,363.22408,0
XRP/USDT:USDT,2026-03-22 00:00:00+00:00,short_pullback_restart,loss_to_less_loss,-22.50538901,-0.00612054,22.499268469999997,-2.901615190787741,-0.0011947363021522358,stop_loss,trailing_stop_loss,776.00391,512.5484,0
XRP/USDT:USDT,2026-03-24 17:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-21.87247659,-14.78755371,7.084922880000002,-3.368306889658939,-3.368306890445496,stop_loss,stop_loss,649.686,439.24,0
XRP/USDT:USDT,2026-03-26 06:00:00+00:00,short_pullback_restart,profit_to_less_profit,24.04585871,16.25899793,-7.786860780000001,2.940249717538543,2.9402497169032307,stale_low_profit_240h,stale_low_profit_240h,818.226,553.2568,0
BTC/USDT:USDT,2026-03-27 09:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-0.17260264,-0.11586883,0.056733809999999996,-0.02120130870782931,-0.021348782681814664,stale_loss_72h,trailing_stop_loss,814.5204,543.0136,0
NEAR/USDT:USDT,2026-04-02 02:00:00+00:00,short_pullback_restart,loss_to_profit,-19.87398804,0.25147507,20.125463110000002,-4.095135414478942,0.07652792847133791,trailing_stop_loss,trailing_stop_loss,485.55,328.77,0
ADA/USDT:USDT,2026-04-13 00:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-22.35025925,-15.29107832,7.05918093,-2.4262101457428007,-2.426210146595232,stop_loss,stop_loss,921.6613,630.5607,0
BTC/USDT:USDT,2026-04-18 00:00:00+00:00,long_1d_center_compression,loss_to_less_loss,-19.22016428,-12.81344285,6.406721429999999,-2.078238929345367,-2.0782389288047267,stop_loss,stop_loss,924.3672,616.2448,0
TAO/USDT:USDT,2026-04-30 15:00:00+00:00,short_compression_breakdown,loss_to_less_loss,-15.49313738,-10.60159338,4.891544,-1.9683787055352155,-1.9683787060910525,trailing_stop_loss,trailing_stop_loss,787.4952,538.86464,0
