pair,enter_tag,open_date,baseline_profit_abs,candidate_profit_abs,delta_profit_abs,baseline_profit_ratio,candidate_profit_ratio,delta_profit_ratio,baseline_exit_reason,candidate_exit_reason,baseline_orders,candidate_orders
XRP/USDT:USDT,short_pullback_restart,2025-11-20 16:00:00+00:00,22.51726956,30.21822378,7.70095422,0.052205831413812145,0.05499762470388627,0.002791793290074125,partial_exit,partial_exit,2,3
XRP/USDT:USDT,short_pullback_restart,2025-12-14 11:00:00+00:00,-0.12526036,-0.1288181,-0.0035577400000000037,-0.0001757477408023341,-0.00017574775119195727,-1.0389623162449999e-11,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2025-12-15 14:00:00+00:00,28.51799219,29.32659362,0.8086014299999995,0.05026199048920332,0.050261990474968474,-1.4234849410321715e-11,partial_exit,partial_exit,2,2
XRP/USDT:USDT,short_pullback_restart,2025-12-28 19:00:00+00:00,-10.16382435,-10.45227138,-0.2884470299999986,-0.014136308438363615,-0.014136308441776175,-3.4125601650059068e-12,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2026-01-22 14:00:00+00:00,0.08980981,47.51883672,47.429026910000005,0.00012561644908651998,0.05170145552820602,0.0515758390791195,trailing_stop_loss,partial_exit,2,3
XRP/USDT:USDT,short_pullback_restart,2026-01-29 03:00:00+00:00,33.97594403,34.88111927,0.9051752399999984,0.06808286504175223,0.06808286503330761,-8.444620003267289e-12,partial_exit,partial_exit,2,2
XRP/USDT:USDT,short_pullback_restart,2026-02-22 13:00:00+00:00,43.59581624,54.73902072,11.143204480000001,0.05177373703457082,0.05051302534132979,-0.0012607116932410317,partial_exit,partial_exit,2,3
XRP/USDT:USDT,short_pullback_restart,2026-03-22 00:00:00+00:00,-0.00794662,-0.01145928,-0.0035126600000000008,-1.1947373248310105e-05,-1.3334604769262597e-05,-1.387231520952492e-06,trailing_stop_loss,trailing_stop_loss,2,3
XRP/USDT:USDT,short_pullback_restart,2026-03-26 06:00:00+00:00,35.64332453,36.74676857,1.1034440399999994,0.05002428906026087,0.05002428905739032,-2.8705510191073813e-12,partial_exit,partial_exit,2,2
XRP/USDT:USDT,short_pullback_restart,2026-04-02 02:00:00+00:00,-0.20380975,-0.27268144,-0.06887168999999999,-0.00035032469034454146,-0.00036373658805678954,-1.3411897712248082e-05,trailing_stop_loss,trailing_stop_loss,2,3
