pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,exit_reason,trade_duration,is_short,stake_amount,amount,max_rate,min_rate,fee_open,fee_close,initial_stop_loss_abs,stop_loss_abs,funding_fees
DOGE/USDT:USDT,short,short_pullback_restart,2023-09-04 22:00:00+00:00,2023-09-05 02:00:00+00:00,0.06227,0.06352,-7.29830747,-0.021052578549672095,stop_loss,240,True,346.8439,5570.0,0.06354,0.06218,0.0005,0.0005,0.066,0.06352,0.014517679053864002
BTC/USDT:USDT,short,short_pullback_restart,2023-09-04 22:00:00+00:00,2023-09-06 17:00:00+00:00,25664.1,25981.6,-4.44146419,-0.013319072265917425,trailing_stop_loss,2580,True,333.6333,0.013,26052.0,25326.0,0.0005,0.0005,27203.9,25981.6,0.021732855232675177
XRP/USDT:USDT,short,short_pullback_restart,2023-09-06 15:00:00+00:00,2023-09-07 21:00:00+00:00,0.4987,0.5056,-4.99553516,-0.014516404810934108,stop_loss,1800,True,344.30248,690.4,0.5066,0.4907,0.0005,0.0005,0.5286,0.5056,0.11490920241973665
SUI/USDT:USDT,short,short_compression_breakdown,2023-09-11 09:00:00+00:00,2023-09-14 10:00:00+00:00,0.4379,0.438,-0.32414622,-0.0021336766482857672,stale_loss_72h,4380,True,151.99509,347.1,0.458,0.4172,0.0005,0.0005,0.4641,0.4589,-0.13742377493669058
SUI/USDT:USDT,short,short_compression_breakdown,2023-09-17 17:00:00+00:00,2023-09-18 22:00:00+00:00,0.4392,0.4498,-6.15958576,-0.02490075160268316,trailing_stop_loss,1740,True,247.4892,563.5,0.4531,0.4223,0.0005,0.0005,0.4655,0.4498,0.06398999182156735
ADA/USDT:USDT,short,short_pullback_restart,2023-09-26 16:00:00+00:00,2023-09-27 11:00:00+00:00,0.2445,0.2469,-3.5698265,-0.0105471633884907,trailing_stop_loss,1140,True,338.6325,1385.0,0.2484,0.2428,0.0005,0.0005,0.2591,0.2469,0.09446799678366
XRP/USDT:USDT,short,short_pullback_restart,2023-10-12 09:00:00+00:00,2023-10-13 20:00:00+00:00,0.4763,0.4894,-7.3982703,-0.02818383273452098,stop_loss,2100,True,262.63182,551.4,0.49,0.4715,0.0005,0.0005,0.5048,0.4894,0.09131318782462548
ETH/USDT:USDT,short,short_pullback_restart,2023-10-12 10:00:00+00:00,2023-10-13 21:00:00+00:00,1540.98,1570.34,-6.71322558,-0.019902485917121612,stop_loss,2100,True,337.47462,0.219,1575.53,1514.5,0.0005,0.0005,1633.43,1570.34,0.05730395741850674
SUI/USDT:USDT,short,short_pullback_restart,2023-10-09 09:00:00+00:00,2023-10-17 13:00:00+00:00,0.429,0.3855,28.83655931,0.10000254695332346,roi,11760,True,288.5025,672.5,0.43,0.3681,0.0005,0.0005,0.4547,0.4397,-0.143315067668127
ADA/USDT:USDT,long,long_1d_center_compression,2023-11-03 00:00:00+00:00,2023-11-03 01:00:00+00:00,0.3233,0.3169,-7.15081025,-0.020875481253971623,stop_loss,60,False,342.3747,1059.0,0.3271,0.3141,0.0005,0.0005,0.304,0.3169,-0.034224353226
DOGE/USDT:USDT,long,long_1d_center_compression,2023-11-07 00:00:00+00:00,2023-11-07 00:00:00+00:00,0.07643,0.07491,-7.13634616,-0.020967051464794807,stop_loss,0,False,340.18993,4451.0,0.07654,0.07429,0.0005,0.0005,0.07185,0.07491,-0.034018993
BTC/USDT:USDT,long,long_1d_center_compression,2023-10-24 00:00:00+00:00,2023-11-09 02:00:00+00:00,33074.0,36587.2,33.0904137,0.09999962738592003,roi,23160,False,330.74,0.01,36888.0,32833.5,0.0005,0.0005,31089.6,32412.6,-1.6932802953629202
ETH/USDT:USDT,long,long_1d_center_compression,2023-11-10 00:00:00+00:00,2023-11-10 12:00:00+00:00,2122.92,2080.47,-7.54531354,-0.02166121044683879,stop_loss,720,False,348.15888,0.164,2139.6,2072.53,0.0005,0.0005,1995.55,2080.47,-0.2388355623717549
BTC/USDT:USDT,long,long_1d_center_compression,2023-11-10 00:00:00+00:00,2023-11-14 01:00:00+00:00,36719.6,36270.3,-5.10566745,-0.015441695358742631,swing_exit_long_1d,5820,False,330.4764,0.009,37570.0,36220.4,0.0005,0.0005,34516.5,35985.2,-0.7335128974327303
NEAR/USDT:USDT,long,long_1d_center_compression,2023-12-03 00:00:00+00:00,2023-12-03 04:00:00+00:00,2.011,1.971,-7.21483345,-0.02097012581701798,stop_loss,240,False,343.881,171.0,2.014,1.966,0.0005,0.0005,1.891,1.971,-0.034372446831
ETH/USDT:USDT,long,long_1d_center_compression,2023-12-05 00:00:00+00:00,2023-12-05 07:00:00+00:00,2243.67,2198.79,-7.19348981,-0.021082396201455873,stop_loss,420,False,341.03784,0.152,2253.6,2186.0,0.0005,0.0005,2109.05,2198.79,-0.034102849084784
BTC/USDT:USDT,long,long_1d_center_compression,2024-01-03 00:00:00+00:00,2024-01-03 11:00:00+00:00,44979.7,44080.3,-6.72809798,-0.021358001854785612,stop_loss,660,False,314.8579,0.007,45582.3,43500.0,0.0005,0.0005,42281.0,44080.3,-0.12058798200616078
ZEC/USDT:USDT,short,short_pullback_restart,2023-12-31 21:00:00+00:00,2024-01-03 12:00:00+00:00,27.77,25.05,17.82267256,0.0999092848145256,roi,3780,True,178.47779,6.427,28.34,20.98,0.0005,0.0005,29.43,28.91,0.5109696293358424
BTC/USDT:USDT,short,short_compression_breakdown,2024-01-19 17:00:00+00:00,2024-01-19 18:00:00+00:00,40408.6,41641.0,-6.367124,-0.0315294722142182,stop_loss,60,True,202.043,0.005,42000.0,40300.0,0.0005,0.0005,42833.1,41641.0,0.0
XRP/USDT:USDT,short,short_compression_breakdown,2024-01-19 15:00:00+00:00,2024-01-20 23:00:00+00:00,0.5445,0.5532,-5.6993406,-0.016593796089844803,stop_loss,1920,True,343.63395,631.1,0.5553,0.5215,0.0005,0.0005,0.5771,0.5532,0.1376086343279
ADA/USDT:USDT,short,short_pullback_restart,2024-01-18 11:00:00+00:00,2024-01-21 12:00:00+00:00,0.5159,0.5173,-0.76910499,-0.0028302623070878647,stale_loss_72h,4380,True,271.8793,527.0,0.5235,0.471,0.0005,0.0005,0.5468,0.5294,0.240943212669
NEAR/USDT:USDT,short,short_pullback_restart,2024-01-21 16:00:00+00:00,2024-01-22 15:00:00+00:00,2.963,2.665,23.98115651,0.09997022156616073,roi,1380,True,240.003,81.0,2.99,2.662,0.0005,0.0005,3.14,3.041,0.071090507952
ADA/USDT:USDT,short,short_compression_breakdown,2024-01-22 20:00:00+00:00,2024-01-26 12:00:00+00:00,0.4822,0.4833,-0.4115386,-0.0022064272184663856,stale_loss_72h,5280,True,186.6114,387.0,0.4894,0.4474,0.0005,0.0005,0.5111,0.5015,0.200985647733
BTC/USDT:USDT,short,short_pullback_restart,2024-01-22 02:00:00+00:00,2024-01-26 15:00:00+00:00,41363.9,41581.1,-1.65323326,-0.004998501985260918,stale_loss_72h,6540,True,330.9112,0.008,41587.3,38545.0,0.0005,0.0005,43845.7,41910.9,0.41614674161324006
ETH/USDT:USDT,short,short_pullback_restart,2024-01-29 14:00:00+00:00,2024-01-29 16:00:00+00:00,2243.59,2280.04,-5.92658198,-0.01716158047887621,stop_loss,120,True,345.51286,0.154,2302.54,2232.0,0.0005,0.0005,2378.2,2280.04,0.03503752560000001
XRP/USDT:USDT,short,short_pullback_restart,2024-01-22 00:00:00+00:00,2024-01-31 14:00:00+00:00,0.5465,0.4928,33.92511114,0.10006139861597263,roi,13800,True,339.21255,620.7,0.5499,0.484,0.0005,0.0005,0.5792,0.5555,0.9160678984404002
ZEC/USDT:USDT,short,short_compression_breakdown,2024-02-04 23:00:00+00:00,2024-02-06 23:00:00+00:00,21.4,19.25,29.68355745,0.10016427368009344,roi,2880,True,296.497,13.855,21.69,19.18,0.0005,0.0005,22.68,21.95,0.17691032920329502
BTC/USDT:USDT,long,long_1d_center_compression,2024-02-08 00:00:00+00:00,2024-02-12 15:00:00+00:00,44326.3,48864.2,35.47862313,0.09999958456846775,roi,6660,False,354.6104,0.008,49965.3,44306.8,0.0005,0.0005,41666.8,43439.7,-0.4518148696242425
SOL/USDT:USDT,long,long_1d_center_compression,2024-02-09 00:00:00+00:00,2024-02-13 00:00:00+00:00,102.742,113.259,32.68852836,0.10000072313964938,roi,5760,False,326.71956,3.18,115.147,102.728,0.0005,0.0005,96.578,100.688,-0.41209005426522005
BNB/USDT:USDT,long,long_1d_center_compression,2024-02-09 00:00:00+00:00,2024-02-15 10:00:00+00:00,318.54,347.22,36.64814827,0.09999381240312004,roi,9240,False,366.321,1.15,347.74,315.22,0.0005,0.0005,299.43,312.17,4.048960272130384
BTC/USDT:USDT,long,long_1d_center_compression,2024-02-27 00:00:00+00:00,2024-02-28 13:00:00+00:00,54511.7,60123.8,38.17695437,0.09999917562201942,roi,2220,False,381.5819,0.007,61127.0,54495.0,0.0005,0.0005,51241.0,53421.4,-0.7065213833783309
NEAR/USDT:USDT,long,long_1d_center_compression,2024-03-26 00:00:00+00:00,2024-03-27 15:00:00+00:00,7.46,7.311,-9.51303171,-0.023173964346123305,stop_loss,2340,False,410.3,55.0,8.11,7.227,0.0005,0.0005,7.013,7.311,-0.9118292130002935
SUI/USDT:USDT,long,long_1d_center_compression,2024-03-28 00:00:00+00:00,2024-03-28 00:00:00+00:00,2.0778,2.0363,-8.86558658,-0.02146291834938216,stop_loss,0,False,412.85886,198.7,2.1676,2.0113,0.0005,0.0005,1.9532,2.0363,-0.21080074972519997
BTC/USDT:USDT,long,long_1d_center_compression,2024-04-09 00:00:00+00:00,2024-04-09 07:00:00+00:00,71678.3,70244.9,-7.59676278,-0.02118623431875916,stop_loss,420,False,358.3915,0.005,71820.6,70160.0,0.0005,0.0005,67377.7,70244.9,-0.07495478315275134
ZEC/USDT:USDT,short,short_pullback_restart,2024-04-12 14:00:00+00:00,2024-04-12 18:00:00+00:00,26.24,23.6,26.83225,0.09981288234837228,roi,240,True,268.96,10.25,26.52,20.69,0.0005,0.0005,27.81,27.09,0.027679998455488502
BTC/USDT:USDT,short,short_compression_breakdown,2024-04-25 11:00:00+00:00,2024-04-25 17:00:00+00:00,63438.4,64807.3,-8.59375245,-0.022588977327449064,stop_loss,360,True,380.6304,0.006,64850.0,62721.3,0.0005,0.0005,67244.7,64807.3,0.004384647050681016
XRP/USDT:USDT,short,short_compression_breakdown,2024-04-25 11:00:00+00:00,2024-04-25 20:00:00+00:00,0.5169,0.5317,-8.39189055,-0.029559887959127614,trailing_stop_loss,540,True,284.03655,549.5,0.5325,0.5133,0.0005,0.0005,0.5479,0.5317,0.0288123000165
LINK/USDT:USDT,short,short_compression_breakdown,2024-04-27 17:00:00+00:00,2024-04-27 18:00:00+00:00,13.879,14.324,-9.05807259,-0.0330954078340834,stop_loss,60,True,273.83267,19.73,14.393,13.866,0.0005,0.0005,14.711,14.324,0.0
ADA/USDT:USDT,short,short_compression_breakdown,2024-04-25 11:00:00+00:00,2024-04-28 12:00:00+00:00,0.4639,0.4676,-1.96062422,-0.008594529162049816,stale_loss_72h,4380,True,228.2388,492.0,0.4787,0.4427,0.0005,0.0005,0.4917,0.4809,0.0889247800722612
LINK/USDT:USDT,short,short_pullback_restart,2024-04-28 23:00:00+00:00,2024-05-01 08:00:00+00:00,13.861,12.464,30.65228594,0.10002311685222857,roi,3420,True,306.60532,22.12,14.206,12.393,0.0005,0.0005,14.692,14.255,0.041800437528812844
XRP/USDT:USDT,short,short_pullback_restart,2024-04-30 09:00:00+00:00,2024-05-01 19:00:00+00:00,0.5009,0.5204,-8.92712687,-0.03981931525635797,stop_loss,2040,True,224.30302,447.8,0.5213,0.4772,0.0005,0.0005,0.5309,0.5204,0.03364219878487306
SUI/USDT:USDT,short,short_compression_breakdown,2024-05-05 02:00:00+00:00,2024-05-05 14:00:00+00:00,1.0687,1.1006,-7.41760552,-0.030794884466379444,trailing_stop_loss,720,True,240.99185,225.5,1.1098,1.0526,0.0005,0.0005,1.1328,1.1006,0.0204330589925
ADA/USDT:USDT,short,short_compression_breakdown,2024-05-08 00:00:00+00:00,2024-05-08 14:00:00+00:00,0.4412,0.4561,-8.96616751,-0.03481574549337039,stop_loss,840,True,257.6608,584.0,0.4591,0.4358,0.0005,0.0005,0.4676,0.4561,-0.0025559088548472
BTC/USDT:USDT,short,short_compression_breakdown,2024-05-08 23:00:00+00:00,2024-05-09 22:00:00+00:00,61226.8,62900.8,-8.63036954,-0.028205579528708738,trailing_stop_loss,1380,True,306.134,0.005,63447.2,60550.0,0.0005,0.0005,64900.4,62900.8,0.049949463201204226
LINK/USDT:USDT,short,short_pullback_restart,2024-05-11 21:00:00+00:00,2024-05-13 08:00:00+00:00,13.357,13.649,-8.96322414,-0.022643723059352947,trailing_stop_loss,2100,True,396.03505,29.65,13.669,13.064,0.0005,0.0005,14.158,13.649,0.0949398137186782
ETH/USDT:USDT,short,short_pullback_restart,2024-05-10 15:00:00+00:00,2024-05-13 16:00:00+00:00,2934.59,2960.21,-1.8453505,-0.008987741956741629,stale_loss_72h,4380,True,205.4213,0.07,2996.44,2863.8,0.0005,0.0005,3110.66,3057.31,0.15436749647280396
XRP/USDT:USDT,short,short_pullback_restart,2024-05-10 15:00:00+00:00,2024-05-13 16:00:00+00:00,0.5002,0.509,-4.00427664,-0.017930055557315666,stale_loss_72h,4380,True,223.43934,446.7,0.5119,0.4861,0.0005,0.0005,0.5302,0.5194,0.15208818386722142
SUI/USDT:USDT,short,short_pullback_restart,2024-06-02 10:00:00+00:00,2024-06-02 14:00:00+00:00,1.0114,1.0331,-9.00028322,-0.0224773747239221,stop_loss,240,True,400.61554,396.1,1.0342,1.0077,0.0005,0.0005,1.072,1.0331,0.0
ADA/USDT:USDT,short,short_pullback_restart,2024-06-02 18:00:00+00:00,2024-06-03 06:00:00+00:00,0.445,0.4548,-8.5213754,-0.022944595893452345,trailing_stop_loss,720,True,371.575,835.0,0.456,0.4406,0.0005,0.0005,0.4717,0.4548,0.0372911
BNB/USDT:USDT,long,long_1d_center_compression,2024-06-04 00:00:00+00:00,2024-06-05 00:00:00+00:00,626.86,690.63,38.88295192,0.09999536903316386,roi,1440,False,388.6532,0.62,698.9,625.18,0.0005,0.0005,589.25,614.33,-0.24602618070500243
SOL/USDT:USDT,long,long_1d_center_compression,2024-06-06 00:00:00+00:00,2024-06-06 19:00:00+00:00,173.667,170.195,-8.75853905,-0.021541771658136716,stop_loss,1140,False,406.38078,2.34,174.49,168.848,0.0005,0.0005,163.247,170.195,-0.23174051379444033
ADA/USDT:USDT,short,short_pullback_restart,2024-06-10 07:00:00+00:00,2024-06-10 09:00:00+00:00,0.438,0.4466,-8.31480664,-0.020555274177838888,stop_loss,120,True,404.712,924.0,0.4494,0.4349,0.0005,0.0005,0.4642,0.4466,0.040278560784
TAO/USDT:USDT,short,short_pullback_restart,2024-06-10 05:00:00+00:00,2024-06-11 15:00:00+00:00,356.94,321.06,24.68889812,0.10000405155596895,roi,2040,True,247.00248,0.692,359.91,320.55,0.0005,0.0005,378.35,369.27,0.094526122983656
XRP/USDT:USDT,short,short_compression_breakdown,2024-06-13 16:00:00+00:00,2024-06-15 19:00:00+00:00,0.4805,0.49,-8.24831509,-0.020094414128684124,stop_loss,3060,True,410.68335,854.7,0.5051,0.4584,0.0005,0.0005,0.5093,0.49,0.2860780831524
SOL/USDT:USDT,short,short_compression_breakdown,2024-06-13 16:00:00+00:00,2024-06-16 17:00:00+00:00,146.804,148.222,-1.94855483,-0.009764568017447626,stale_loss_72h,4380,True,199.65344,1.36,149.711,139.5,0.0005,0.0005,155.612,153.271,0.18054285300196868
LINK/USDT:USDT,short,short_compression_breakdown,2024-06-13 16:00:00+00:00,2024-06-16 20:00:00+00:00,15.1,15.105,-0.12476053,-0.0005518304382476209,stale_loss_72h,4560,True,226.198,14.98,15.478,14.46,0.0005,0.0005,16.006,15.687,0.1763749180005491
DOGE/USDT:USDT,short,short_pullback_restart,2024-06-19 15:00:00+00:00,2024-06-20 11:00:00+00:00,0.12187,0.12701,-8.91350875,-0.043248268723866584,stop_loss,1200,True,206.20404,1692.0,0.12872,0.12137,0.0005,0.0005,0.12918,0.12701,-0.006076269073746004
ETH/USDT:USDT,short,short_compression_breakdown,2024-06-21 09:00:00+00:00,2024-06-21 20:00:00+00:00,3457.82,3540.41,-8.74547755,-0.02480836695203892,trailing_stop_loss,660,True,352.69764,0.102,3546.66,3452.07,0.0005,0.0005,3665.28,3540.41,0.035612177999999994
SOL/USDT:USDT,short,short_compression_breakdown,2024-06-21 09:00:00+00:00,2024-06-21 23:00:00+00:00,130.124,135.158,-8.82572362,-0.03968386919352621,stop_loss,840,True,222.51204,1.71,135.35,128.639,0.0005,0.0005,137.931,135.158,0.009232493745540861
TAO/USDT:USDT,short,short_pullback_restart,2024-06-22 20:00:00+00:00,2024-06-23 04:00:00+00:00,277.89,287.03,-8.73634064,-0.033857752666837444,stop_loss,480,True,258.15981,0.929,287.36,276.38,0.0005,0.0005,294.56,287.03,0.017124699487135325
DOGE/USDT:USDT,short,short_compression_breakdown,2024-06-27 06:00:00+00:00,2024-06-27 13:00:00+00:00,0.12095,0.12468,-8.70685738,-0.03177029441233686,stop_loss,420,True,274.19365,2267.0,0.12476,0.12059,0.0005,0.0005,0.1282,0.12468,0.027474228667
XRP/USDT:USDT,short,short_pullback_restart,2024-06-26 11:00:00+00:00,2024-06-28 07:00:00+00:00,0.471,0.4786,-6.58935732,-0.016693072749775374,stop_loss,2640,True,394.9335,838.5,0.4794,0.4644,0.0005,0.0005,0.4992,0.4786,0.181362478752
SUI/USDT:USDT,short,short_pullback_restart,2024-06-29 23:00:00+00:00,2024-06-30 13:00:00+00:00,0.7829,0.8051,-8.57780859,-0.029192905273727626,stop_loss,840,True,293.97895,375.5,0.8051,0.7721,0.0005,0.0005,0.8298,0.8051,0.056438408354430356
XRP/USDT:USDT,short,short_pullback_restart,2024-06-29 23:00:00+00:00,2024-06-30 22:00:00+00:00,0.4719,0.4771,-4.58774529,-0.011781398280441936,stop_loss,1380,True,389.60064,825.6,0.4781,0.4697,0.0005,0.0005,0.5002,0.4771,0.0971219061899213
BTC/USDT:USDT,short,short_compression_breakdown,2024-06-21 09:00:00+00:00,2024-07-01 02:00:00+00:00,63613.6,63631.9,0.39378284,0.0012386654109025664,stale_flat_120h,13980,True,318.068,0.005,64520.0,58218.0,0.0005,0.0005,67430.4,65232.2,0.8033965856931451
ETH/USDT:USDT,short,short_compression_breakdown,2024-07-04 02:00:00+00:00,2024-07-05 02:00:00+00:00,3209.31,2886.43,21.81235975,0.09999983222384455,roi,1440,True,218.23308,0.068,3245.25,2881.8,0.0005,0.0005,3401.86,3330.57,0.06377491236671201
BNB/USDT:USDT,short,short_compression_breakdown,2024-07-04 02:00:00+00:00,2024-07-05 02:00:00+00:00,537.32,483.1,17.7242307,0.1000086695622061,roi,1440,True,177.3156,0.33,543.75,465.41,0.0005,0.0005,569.55,561.7,0.0
ADA/USDT:USDT,short,short_pullback_restart,2024-07-07 14:00:00+00:00,2024-07-08 08:00:00+00:00,0.3561,0.372,-8.70460822,-0.04562781449403507,stop_loss,1080,True,190.8696,536.0,0.3725,0.3296,0.0005,0.0005,0.3774,0.372,0.012922579976
ETH/USDT:USDT,short,short_pullback_restart,2024-07-07 08:00:00+00:00,2024-07-08 09:00:00+00:00,3002.98,3084.59,-8.71854665,-0.027930294702300927,stop_loss,1500,True,312.30992,0.104,3098.0,2821.26,0.0005,0.0005,3183.15,3084.59,0.08544698504455381
DOGE/USDT:USDT,short,short_pullback_restart,2024-07-10 01:00:00+00:00,2024-07-10 04:00:00+00:00,0.10601,0.10946,-8.67375793,-0.03357716024317224,stop_loss,180,True,258.45238,2438.0,0.10977,0.10564,0.0005,0.0005,0.11237,0.10946,0.0
LINK/USDT:USDT,short,short_pullback_restart,2024-07-11 04:00:00+00:00,2024-07-11 12:00:00+00:00,12.616,13.046,-8.58815285,-0.0350167375273137,stop_loss,480,True,245.3812,19.45,13.16,12.591,0.0005,0.0005,13.372,13.046,0.024910097924050002
LINK/USDT:USDT,short,short_compression_breakdown,2024-07-25 19:00:00+00:00,2024-07-26 02:00:00+00:00,12.583,13.134,-8.37687506,-0.04491318892879746,trailing_stop_loss,420,True,186.60589,14.83,13.224,12.462,0.0005,0.0005,13.337,13.134,-0.014853504977443362
SUI/USDT:USDT,short,short_compression_breakdown,2024-07-30 15:00:00+00:00,2024-08-02 15:00:00+00:00,0.7249,0.6518,23.04315778,0.10004388939399775,roi,4320,True,230.44571,317.9,0.7353,0.6405,0.0005,0.0005,0.7683,0.7508,0.023494244627957617
LINK/USDT:USDT,short,short_compression_breakdown,2024-07-31 17:00:00+00:00,2024-08-03 01:00:00+00:00,12.998,11.687,24.52354035,0.1000349907247035,roi,3360,True,245.27226,18.87,13.146,11.598,0.0005,0.0005,13.777,13.433,0.01787332210194063
DOGE/USDT:USDT,short,short_pullback_restart,2024-08-03 16:00:00+00:00,2024-08-04 17:00:00+00:00,0.11054,0.0994,21.46038155,0.1000197937983048,roi,1500,True,214.66868,1942.0,0.11129,0.0989,0.0005,0.0005,0.11717,0.11495,0.030353289301113
BNB/USDT:USDT,short,short_pullback_restart,2024-08-03 16:00:00+00:00,2024-08-05 00:00:00+00:00,532.15,478.46,31.910817,0.0999930482952648,roi,1920,True,319.29,0.6,534.19,472.01,0.0005,0.0005,564.07,546.43,0.0
BNB/USDT:USDT,short,short_pullback_restart,2024-08-07 15:00:00+00:00,2024-08-08 15:00:00+00:00,476.95,498.78,-9.15032465,-0.04681628999844298,stop_loss,1440,True,195.5495,0.41,499.19,467.4,0.0005,0.0005,505.56,498.78,0.0
NEAR/USDT:USDT,short,short_pullback_restart,2024-08-19 00:00:00+00:00,2024-08-20 00:00:00+00:00,3.897,4.071,-8.92058454,-0.045804706510299026,stop_loss,1440,True,194.85,50.0,4.104,3.83,0.0005,0.0005,4.13,4.071,-0.021384535310379996
