pair,entry_tag,matrix,period,btc_4h_regime,btc_1d_regime,range_market,false_breakdown,quick_reverse_1h_5h,duration_bucket,trades,profit_abs,profit_pct,pf,maxdd_pct,winrate,avg_profit,avg_duration,avg_MAE,avg_MFE
BNB/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,4,42.2142,4.2214,6.2140,0.7777,75.0000,2.3237,115.0000,2.2869,7.8141
BNB/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,4,20.8508,2.0851,1.5415,3.8502,25.0000,-0.0984,11.7500,2.7794,3.3166
BTC/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,1-3d,3,17.8169,1.7817,1.8751,1.9611,33.3333,1.8902,45.3333,1.5380,5.1980
BTC/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,3-7d,6,69.1376,6.9138,3.0891,1.6688,33.3333,2.3156,100.8333,1.3416,6.2984
BTC/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,3,-33.5450,-3.3545,0.0000,3.3545,0.0000,-2.1109,12.0000,2.5100,0.6639
BTC/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,>7d,1,33.0904,3.3090,inf,0.0000,100.0000,10.0000,386.0000,0.7272,11.5317
BTC/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,1,86.9355,8.6936,inf,0.0000,100.0000,10.0000,50.0000,0.0401,10.3114
BTC/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,1,-0.7813,-0.0781,0.0000,0.0781,0.0000,-0.0960,76.0000,0.4003,4.3586
BTC/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,4,7.6260,0.7626,1.3233,2.2877,25.0000,0.4419,9.2500,2.5413,3.9829
BTC/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,>7d,1,0.3938,0.0394,inf,0.0000,100.0000,0.1239,233.0000,1.4249,8.4818
BTC/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,7,104.8603,10.4860,3.0154,2.2807,42.8571,2.8794,38.7143,2.1773,6.3625
BTC/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,4,0.3647,0.0365,1.1982,0.1840,50.0000,-0.0171,118.0000,0.5505,5.9262
BTC/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,6,-73.5607,-7.3561,0.0000,7.3561,0.0000,-2.0398,10.3333,3.2015,0.5179
DOGE/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,2,34.3382,3.4338,5.8117,0.7136,50.0000,3.9521,8.0000,1.6881,5.7500
DOGE/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,2,37.6473,3.7647,21.8951,0.1802,50.0000,4.7046,96.0000,2.1581,7.2702
DOGE/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,3,50.5028,5.0503,6.8003,0.8707,66.6667,5.6081,13.3333,1.4808,7.6860
DOGE/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,7,93.0792,9.3079,2.7982,2.0709,57.1429,4.0812,36.0000,2.4285,8.8334
DOGE/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,1,-3.7330,-0.3733,0.0000,0.3733,0.0000,-0.7110,74.0000,1.3399,5.8527
DOGE/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,5,-55.8826,-5.5883,0.0000,5.5883,0.0000,-2.7035,8.4000,3.1113,0.8784
ETH/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,1-3d,1,71.5587,7.1559,inf,0.0000,100.0000,9.9999,46.0000,0.8111,10.6652
ETH/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,3-7d,1,67.0122,6.7012,inf,0.0000,100.0000,10.0001,99.0000,0.4917,10.2692
ETH/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,4,-43.8575,-4.3857,0.0000,4.3857,0.0000,-2.1298,11.0000,2.3117,0.7747
ETH/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,1,31.9363,3.1936,inf,0.0000,100.0000,10.0001,26.0000,0.0275,14.3707
ETH/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,2,67.9417,6.7942,187.8738,0.0364,50.0000,4.9484,104.0000,1.4119,6.8012
ETH/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,3,-3.3309,-0.3331,0.8675,1.6186,33.3333,1.0857,14.6667,2.7396,3.5524
ETH/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,7,48.7443,4.8744,1.9282,2.6824,28.5714,1.1607,36.5714,2.2519,6.0969
ETH/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,5,21.2276,2.1228,2.8479,0.6534,20.0000,1.4563,81.4000,1.7461,3.7280
ETH/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,6,84.5260,8.4526,3.0144,2.0231,50.0000,3.3592,10.1667,2.0757,7.0232
LINK/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,1-3d,1,-7.1684,-0.7168,0.0000,0.7168,0.0000,-2.1406,34.0000,2.0190,0.7555
LINK/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,3,-7.9648,-0.7965,0.7548,3.1711,33.3333,0.5243,41.0000,3.6585,4.3891
LINK/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,1,-0.1248,-0.0125,0.0000,0.0125,0.0000,-0.0552,76.0000,2.5033,4.2384
LINK/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,3,-32.3497,-3.2350,0.0000,3.2350,0.0000,-3.7511,9.3333,4.2920,0.6942
LINK/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,5,47.8773,4.7877,2.5926,2.1914,40.0000,2.3494,40.2000,2.6044,5.7315
LINK/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,1,-1.1359,-0.1136,0.0000,0.1136,0.0000,-0.4498,107.0000,3.6812,8.8894
LINK/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,6,26.9586,2.6959,1.4831,2.2360,33.3333,1.1312,10.0000,3.5337,4.5114
NEAR/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,1-3d,1,-9.5130,-0.9513,0.0000,0.9513,0.0000,-2.3174,39.0000,3.1233,8.7131
NEAR/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,1,-7.2148,-0.7215,0.0000,0.7215,0.0000,-2.0970,4.0000,2.2377,0.1492
NEAR/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,1,67.5537,6.7554,inf,0.0000,100.0000,10.0049,36.0000,1.1284,10.3708
NEAR/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,1,-4.8151,-0.4815,0.0000,0.4815,0.0000,-1.6405,74.0000,1.8375,9.3685
NEAR/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,4,-57.5356,-5.7536,0.0000,5.7536,0.0000,-3.0851,17.0000,3.2560,2.2249
NEAR/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,5,-3.7988,-0.3799,0.9291,3.3791,20.0000,-1.1934,35.8000,4.0512,5.1459
NEAR/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,9,22.4995,2.2500,1.3075,3.1599,33.3333,0.7895,14.5556,3.0743,4.2890
NEAR/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,>7d,1,44.8179,4.4818,inf,0.0000,100.0000,9.9741,223.0000,0.8328,10.7623
PAXG/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,3-7d,2,-29.8349,-2.9835,0.0000,2.9835,0.0000,-2.0959,85.5000,2.0378,2.0199
PAXG/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,>7d,3,103.1895,10.3189,7.0911,1.6941,66.6667,3.9868,409.6667,6.6795,11.0721
SOL/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,3-7d,2,103.4762,10.3476,inf,0.0000,100.0000,9.9991,85.0000,0.5315,11.6746
SOL/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,3,-32.3381,-3.2338,0.0000,3.2338,0.0000,-2.1246,12.0000,2.8208,1.0600
SOL/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,2,-30.3646,-3.0365,0.0000,3.0365,0.0000,-3.1926,50.5000,3.6702,2.3304
SOL/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,2,-2.5339,-0.2534,0.0000,0.2534,0.0000,-0.5891,77.5000,1.5406,6.0782
SOL/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,5,17.5378,1.7538,1.4402,2.9577,40.0000,1.7365,15.8000,2.8964,5.9872
SOL/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,5,194.0129,19.4013,13.9580,1.4034,80.0000,7.3723,40.6000,2.4896,10.9991
SOL/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,1,-8.1028,-0.8103,0.0000,0.8103,0.0000,-4.0449,119.0000,3.9188,5.7746
SOL/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,5,-75.3967,-7.5397,0.0000,7.5397,0.0000,-2.7510,11.0000,3.2549,1.0295
SUI/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,3,55.3817,5.5382,9.9911,0.6160,66.6667,5.8378,50.3333,1.8158,8.9243
SUI/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,2,1.3610,0.1361,5.1987,0.0324,50.0000,0.1416,97.5000,2.9746,6.0744
SUI/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,2,-25.8255,-2.5825,0.0000,2.5825,0.0000,-2.9890,7.5000,3.6170,0.8647
SUI/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,4,59.8447,5.9845,3.0093,2.0490,50.0000,3.2445,37.2500,2.6804,9.6057
SUI/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,1,-5.9313,-0.5931,0.0000,0.5931,0.0000,-1.2052,152.0000,1.9068,8.1722
SUI/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,5,-8.7974,-0.8797,0.8174,2.9942,20.0000,-0.4074,7.4000,2.5664,2.7822
SUI/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,>7d,1,28.8366,2.8837,inf,0.0000,100.0000,10.0003,196.0000,0.2331,14.1958
TAO/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,1,64.9188,6.4919,inf,0.0000,100.0000,10.0001,41.0000,1.8833,10.4281
TAO/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,1,-15.0108,-1.5011,0.0000,1.5011,0.0000,-2.8906,73.0000,3.7532,6.8780
TAO/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,2,-29.9333,-2.9933,0.0000,2.9933,0.0000,-2.5283,16.0000,3.3552,0.5034
TAO/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,2,51.7627,5.1763,inf,0.0000,100.0000,10.0006,45.0000,0.6032,10.4218
TAO/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,2,7.1910,0.7191,inf,0.0000,100.0000,0.8405,134.0000,2.7487,7.2151
TAO/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,4,8.8199,0.8820,1.2149,2.0852,25.0000,-0.6829,9.7500,4.0659,3.8458
XRP/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,1-3d,1,-10.0939,-1.0094,0.0000,1.0094,0.0000,-2.1843,63.0000,3.5033,8.5384
XRP/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,2,36.7284,3.6728,4.6479,0.9618,50.0000,3.9454,0.5000,1.1050,7.3215
XRP/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,5,18.8547,1.8855,1.4677,2.1339,20.0000,0.2461,48.2000,2.9490,5.7111
XRP/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,2,38.8308,3.8831,inf,0.0000,100.0000,5.4897,107.0000,0.7506,9.1732
XRP/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,3,-46.3081,-4.6308,0.0000,4.6308,0.0000,-3.2319,12.3333,4.5878,1.0006
XRP/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,7,-6.0680,-0.6068,0.8999,6.0631,14.2857,-0.7528,36.8571,2.5548,3.4490
XRP/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,8,69.9231,6.9923,4.7670,1.2387,25.0000,0.8265,86.3750,1.6583,5.7950
XRP/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,6,-66.3498,-6.6350,0.0000,6.6350,0.0000,-2.0175,11.5000,2.3155,0.6656
XRP/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,>7d,2,57.8622,5.7862,inf,0.0000,100.0000,6.4708,248.0000,0.4624,9.7168
ZEC/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,3,105.2821,10.5282,inf,0.0000,100.0000,10.0042,48.3333,1.3742,11.2516
ZEC/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,4,90.0168,9.0017,17.3734,0.5498,75.0000,7.0992,49.0000,1.1224,12.9963
ZEC/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,2,-4.0468,-0.4047,0.0000,0.4047,0.0000,-0.8078,73.0000,2.2209,2.4982
ZEC/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,4,31.1021,3.1102,1.9123,3.2005,50.0000,3.0068,8.0000,2.5900,8.4557
