window,pair,open_date,baseline_exit_reason,candidate_exit_reason,baseline_profit_ratio,candidate_profit_ratio,profit_delta_ratio,baseline_mfe_ratio,candidate_mfe_ratio,baseline_duration_h,candidate_duration_h,baseline_adverse_ratio,candidate_adverse_ratio,group
3y,BNB/USDT:USDT,2025-11-20 17:00:00+00:00,roi,partial_exit,0.10000153028755565,0.06339500092994488,-0.03660652935761077,0.11338694178930875,0.10075000000000012,19.333333333333332,14.583333333333334,0.004167612991142322,0.004167612991142322,missed_runner
3y,BNB/USDT:USDT,2026-01-31 09:00:00+00:00,roi,partial_exit,0.1000056004710114,0.05048998977266544,-0.04951561069834596,0.11628248421670828,0.05853837586067234,9.666666666666666,8.0,0.0061458993459519995,0.0061458993459519995,missed_runner
3y,BNB/USDT:USDT,2026-04-01 14:00:00+00:00,trailing_stop_loss,partial_exit,5.8705179328598e-05,0.05253525915198972,0.05247655397266112,0.07122706803805778,0.05700306021888357,115.33333333333333,21.25,0.01409971211724681,0.01409971211724681,rescued_trade
3y,BTC/USDT:USDT,2024-01-22 02:00:00+00:00,trailing_stop_loss,partial_exit,0.0012595812555525052,0.05170696164518814,0.050447380389635636,0.07313270203658062,0.055201530612244865,105.5,31.166666666666668,0.001607682060927429,0.001607682060927429,rescued_trade
3y,BTC/USDT:USDT,2024-09-05 04:00:00+00:00,trailing_stop_loss,partial_exit,-0.00031433323570337563,0.056631393117152436,0.05694572635285581,0.08747343403642671,0.06179145384327889,111.83333333333333,35.333333333333336,0.0034305767887070626,0.0034305767887070626,rescued_trade
3y,BTC/USDT:USDT,2025-02-26 14:00:00+00:00,trailing_stop_loss,partial_exit,0.00018540905564658406,0.054932044507623866,0.054746635451977284,0.059935297122424736,0.059561585877375256,20.916666666666668,6.333333333333333,0.015490533562822817,0.015490533562822817,rescued_trade
3y,BTC/USDT:USDT,2025-03-09 10:00:00+00:00,roi,partial_exit,0.09999981346775348,0.050470923865654285,-0.049528889602099196,0.11460364041992022,0.057920841063698214,38.583333333333336,12.583333333333334,0.00065121140520219,0.00065121140520219,missed_runner
3y,DOGE/USDT:USDT,2024-08-03 16:00:00+00:00,roi,partial_exit,0.10001979379172275,0.05254538517564872,-0.047474408616074035,0.11769464105156713,0.05729316116690564,25.666666666666668,22.583333333333332,0.0067848742536638085,0.0067848742536638085,missed_runner
3y,DOGE/USDT:USDT,2024-09-05 04:00:00+00:00,trailing_stop_loss,partial_exit,0.00020974322429420542,0.05050054368838436,0.05029080046409015,0.08316452847175348,0.06388858185033719,70.33333333333333,37.666666666666664,0.032727272727272716,0.032727272727272716,rescued_trade
3y,DOGE/USDT:USDT,2025-02-23 16:00:00+00:00,roi,partial_exit,0.10000896920263631,0.05196650337558942,-0.048042465827046896,0.14897579143389206,0.06332302253645605,30.0,12.583333333333334,0.013298424967792766,0.013298424967792766,missed_runner
3y,DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,trailing_stop_loss,partial_exit,0.00012205846401204799,0.05123457315837684,0.05111251469436479,0.06365181910914663,0.05753887762001342,19.75,12.333333333333334,0.021034460712230807,0.021034460712230807,rescued_trade
3y,DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,trailing_stop_loss,partial_exit,-0.00023727127620087857,0.05349694360629337,0.05373421488249425,0.06216554707958544,0.05927103440445114,50.5,32.166666666666664,0.009325758387822791,0.009325758387822791,rescued_trade
3y,ETH/USDT:USDT,2024-07-07 08:00:00+00:00,trailing_stop_loss,partial_exit,0.00027657391435974613,0.05378359281301932,0.053507018898659574,0.06441093695724587,0.05920737041112911,24.416666666666668,17.166666666666668,0.00960712359056659,0.00960712359056659,rescued_trade
3y,ETH/USDT:USDT,2024-09-03 09:00:00+00:00,roi,partial_exit,0.09999922126706882,0.0734806221979327,-0.02651859906913613,0.12434076714005426,0.08405246282870626,80.58333333333333,16.083333333333332,0.007764348034899671,0.007764348034899671,missed_runner
3y,ETH/USDT:USDT,2025-04-05 13:00:00+00:00,roi,partial_exit,0.10000228228819703,0.053724446766322674,-0.04627783552187436,0.11686761963952774,0.07057793240675103,29.75,28.5,0.01076214218937821,0.01076214218937821,missed_runner
3y,ETH/USDT:USDT,2025-11-20 16:00:00+00:00,roi,partial_exit,0.09999836122729004,0.05191730744811367,-0.048081053779176375,0.11801411461979439,0.05972360213916006,15.5,3.0833333333333335,0.0018920163004481072,0.0018920163004481072,missed_runner
3y,ETH/USDT:USDT,2026-01-25 04:00:00+00:00,trailing_stop_loss,partial_exit,4.53757861871523e-05,0.051458903034278185,0.051413527248091034,0.05653071853168834,0.05653071853168834,35.166666666666664,16.583333333333332,0.002532686959891617,0.002247122255689238,rescued_trade
3y,ETH/USDT:USDT,2026-06-05 03:00:00+00:00,roi,partial_exit,0.10000165664567723,0.051465325729148866,-0.04853633091652836,0.11870633893919802,0.06608478034407739,13.166666666666666,3.4166666666666665,0.010106850455617655,0.010106850455617655,missed_runner
3y,LINK/USDT:USDT,2024-04-28 23:00:00+00:00,roi,partial_exit,0.10002311685222857,0.05164104259743167,-0.0483820742547969,0.11845396594851931,0.06919160752854059,57.333333333333336,37.25,0.024889979077988622,0.024889979077988622,missed_runner
3y,LINK/USDT:USDT,2025-02-24 03:00:00+00:00,roi,partial_exit,0.09998937513612287,0.053653181528465835,-0.046336193607657034,0.12523632570571763,0.05831136182475927,19.0,11.833333333333334,5.793742757798093e-05,5.793742757798093e-05,missed_runner
3y,LINK/USDT:USDT,2026-01-31 09:00:00+00:00,roi,partial_exit,0.09995938129709975,0.05651666767017387,-0.04344271362692588,0.11798653414555949,0.06224614134849715,8.166666666666666,8.166666666666666,0.010610840263836963,0.010610840263836963,missed_runner
3y,LINK/USDT:USDT,2026-06-05 03:00:00+00:00,roi,partial_exit,0.09998612579681805,0.05239988550315168,-0.04758624029366637,0.11256955343130248,0.06370208702769053,25.5,3.4166666666666665,0.012054372916132428,0.012054372916132428,missed_runner
3y,NEAR/USDT:USDT,2024-01-21 16:00:00+00:00,roi,partial_exit,0.09997022156361883,0.05267353913042856,-0.04729668243319027,0.11307287753568751,0.05859235441229016,23.333333333333332,18.333333333333332,0.009112386095173841,0.009112386095173841,missed_runner
3y,NEAR/USDT:USDT,2025-01-26 22:00:00+00:00,roi,partial_exit,0.10008974354436521,0.05206297395711943,-0.048026769587245784,0.1257182256952425,0.058111903218837746,9.416666666666666,3.25,0.004287464271131025,0.004287464271131025,missed_runner
3y,NEAR/USDT:USDT,2025-06-21 14:00:00+00:00,roi,partial_exit,0.10024518384446449,0.0579083437784535,-0.04233684006601099,0.11555312157721787,0.07097791798107256,23.416666666666668,7.583333333333333,0.008345606283750584,0.008345606283750584,missed_runner
3y,NEAR/USDT:USDT,2026-01-25 09:00:00+00:00,trailing_stop_loss,partial_exit,0.00036674260467058523,0.050176494392294345,0.04980975178762376,0.05539772727272729,0.05539772727272729,30.166666666666668,11.583333333333334,0.01682368775235532,0.01682368775235532,rescued_trade
3y,SOL/USDT:USDT,2023-08-24 15:00:00+00:00,trailing_stop_loss,partial_exit,-0.0012217794339895065,0.05021675600044371,0.05143853543443321,0.06128467883029254,0.06128467883029254,119.41666666666667,117.33333333333333,0.007865856530544946,0.004757194668173925,rescued_trade
3y,SOL/USDT:USDT,2025-02-16 14:00:00+00:00,roi,partial_exit,0.1000015010569712,0.05031888317521928,-0.04968261788175192,0.11896652965355248,0.05573407202216063,40.0,18.083333333333332,0.0031486146095718315,0.0031486146095718315,missed_runner
3y,SOL/USDT:USDT,2025-04-05 14:00:00+00:00,roi,partial_exit,0.09996890807128275,0.05161426976270235,-0.0483546383085804,0.11903857115713468,0.06645540968764152,30.583333333333332,27.75,0.027931063757534513,0.027931063757534513,missed_runner
3y,SOL/USDT:USDT,2025-06-05 14:00:00+00:00,trailing_stop_loss,partial_exit,-0.00011454301159812611,0.0526208406110674,0.05273538362266553,0.062433712790779694,0.06040931545518702,22.416666666666668,6.75,0.009184080926394111,0.009184080926394111,rescued_trade
3y,SOL/USDT:USDT,2025-06-21 18:00:00+00:00,trailing_stop_loss,partial_exit,8.916302012018682e-05,0.054767856730575076,0.05467869371045489,0.10132718747516511,0.06224130001533035,48.0,19.333333333333332,0.007216048491845761,0.007216048491845761,rescued_trade
3y,SOL/USDT:USDT,2026-05-31 15:00:00+00:00,roi,partial_exit,0.09997453461533012,0.05113838793569819,-0.04883614667963193,0.11805650334379703,0.059630060794205075,55.833333333333336,47.416666666666664,0.01416015625,0.01416015625,missed_runner
3y,SUI/USDT:USDT,2025-01-26 21:00:00+00:00,roi,partial_exit,0.10000595744109766,0.05042109733713662,-0.04958486010396104,0.11928745917162997,0.05645077720207259,8.25,3.0,0.0008092400500259167,0.0008092400500259167,missed_runner
3y,SUI/USDT:USDT,2025-09-25 01:00:00+00:00,stale_flat_120h,partial_exit,0.00844427250836695,0.05527481241025614,0.04683053990188919,0.0889946538010169,0.06402089438144976,151.58333333333334,10.833333333333334,0.007483685565467413,0.007483685565467413,rescued_trade
3y,SUI/USDT:USDT,2025-11-19 06:00:00+00:00,trailing_stop_loss,partial_exit,0.0003248494671512893,0.05216337671066537,0.05183852724351408,0.07584195173693975,0.0589233278955954,19.166666666666668,11.666666666666666,0.02569632733546956,0.02569632733546956,rescued_trade
3y,TAO/USDT:USDT,2024-06-10 05:00:00+00:00,trailing_stop_loss,partial_exit,0.00010541760662707519,0.050460135113594415,0.050354717506967336,0.059074859804765234,0.059074859804765234,10.25,2.8333333333333335,0.005323023477335154,0.005323023477335154,rescued_trade
3y,TAO/USDT:USDT,2024-11-02 13:00:00+00:00,roi,partial_exit,0.10000776838670573,0.05012444713596046,-0.04988332125074527,0.11737623762376237,0.05984551452116538,56.833333333333336,13.666666666666666,0.003743741969784331,0.003743741969784331,missed_runner
3y,TAO/USDT:USDT,2025-09-23 18:00:00+00:00,stale_flat_120h,partial_exit,0.009962590800297136,0.050738884306964764,0.04077629350666763,0.06733692647871758,0.059394396625630064,124.83333333333333,47.916666666666664,0.024957110024924622,0.024957110024924622,rescued_trade
3y,TAO/USDT:USDT,2026-01-25 05:00:00+00:00,trailing_stop_loss,partial_exit,-1.837271408304693e-05,0.05294290836422159,0.05296128107830463,0.06887789827124635,0.05902715338967801,26.0,14.5,0.009339049963917434,0.009339049963917434,rescued_trade
3y,TAO/USDT:USDT,2026-01-29 02:00:00+00:00,roi,partial_exit,0.0999954095662113,0.05261997971144793,-0.04737542985476336,0.11686885089311305,0.06295454545454549,23.666666666666668,13.083333333333334,0.003249946546931781,0.003249946546931781,missed_runner
3y,XRP/USDT:USDT,2024-01-22 00:00:00+00:00,roi,partial_exit,0.10006139862906994,0.05205545821405611,-0.04800594041501383,0.12913223140495877,0.05869817900038754,230.08333333333334,32.25,0.006221408966148312,0.006221408966148312,missed_runner
3y,XRP/USDT:USDT,2025-06-05 07:00:00+00:00,trailing_stop_loss,partial_exit,2.4415420797668766e-05,0.053992372884808355,0.05396795746401069,0.06284020217729402,0.060263744788131346,32.083333333333336,13.75,0.017650555580959182,0.017650555580959182,rescued_trade
3y,XRP/USDT:USDT,2025-11-20 16:00:00+00:00,roi,partial_exit,0.09999128349280863,0.0522058314092717,-0.047785452083536926,0.13225070606126454,0.05634659234861927,15.5,3.0833333333333335,0.0011992133160645402,0.0011992133160645402,missed_runner
3y,XRP/USDT:USDT,2026-01-29 03:00:00+00:00,roi,partial_exit,0.10000445914924454,0.06808286502752381,-0.03192159412172073,0.11584276354973189,0.09927829607463479,53.666666666666664,22.75,0.008219909260742009,0.008219909260742009,missed_runner
3y,XRP/USDT:USDT,2026-02-22 13:00:00+00:00,trailing_stop_loss,partial_exit,-0.0004701669114114223,0.05177373703405259,0.05224390394546401,0.059518434913468754,0.056973427413301136,23.583333333333332,12.333333333333334,0.011788935444925874,0.0013493359846601383,rescued_trade
3y,XRP/USDT:USDT,2026-03-26 06:00:00+00:00,stale_low_profit_240h,partial_exit,0.02940249716986914,0.0500242890679502,0.02062179189808106,0.0869224745497259,0.05752380952380953,260.25,88.16666666666667,0.0030259365994238507,0.0030259365994238507,rescued_trade
3y,XRP/USDT:USDT,2026-05-25 23:00:00+00:00,trailing_stop_loss,partial_exit,-7.212747834756143e-05,0.050720383350175584,0.050792510828523145,0.06417745500473648,0.056090873482177894,97.91666666666667,52.916666666666664,0.01261034047919285,0.01261034047919285,rescued_trade
3y,ZEC/USDT:USDT,2024-04-12 14:00:00+00:00,roi,partial_exit,0.09981288233837747,0.05708725122027564,-0.042725631118101834,0.1724754244861484,0.07102040816326527,4.5,3.5,0.010670731707317138,0.010670731707317138,missed_runner
3y,ZEC/USDT:USDT,2024-08-31 16:00:00+00:00,roi,partial_exit,0.09994976546463193,0.05194605258878306,-0.04800371287584887,0.11518683579019529,0.05651185449821372,30.916666666666668,25.416666666666668,0.005225945281278843,0.005225945281278843,missed_runner
3y,ZEC/USDT:USDT,2024-09-03 14:00:00+00:00,trailing_stop_loss,partial_exit,0.00012203153578232992,0.0640738912822698,0.06395185974648747,0.07531227038941957,0.07531227038941957,17.666666666666668,11.083333333333334,0.011274342330030773,0.011274342330030773,rescued_trade
3y,ZEC/USDT:USDT,2025-01-26 22:00:00+00:00,roi,partial_exit,0.10004747691661185,0.05033540674654147,-0.049712070170070385,0.1197560975609755,0.056860036832412586,9.416666666666666,6.5,0.004138531910259369,0.004138531910259369,missed_runner
3y,ZEC/USDT:USDT,2025-03-09 03:00:00+00:00,trailing_stop_loss,partial_exit,-0.00015122599358024654,0.056986532548461755,0.057137758542042,0.09708404802744441,0.06387225548902209,30.416666666666668,13.666666666666666,0.00250156347717323,0.00250156347717323,rescued_trade
1y,ADA/USDT:USDT,2025-11-02 15:00:00+00:00,roi,partial_exit,0.10003342898185688,0.053638274077146816,-0.046395154904710065,0.1437833714721588,0.05971731448763262,24.5,24.416666666666668,0.020340113371123625,0.020340113371123625,missed_runner
1y,ADA/USDT:USDT,2026-01-29 03:00:00+00:00,roi,partial_exit,0.0998993672123215,0.052956673673870774,-0.04694269353845072,0.11521323997453847,0.05989110707803991,49.666666666666664,12.25,0.00742009132420085,0.00742009132420085,missed_runner
1y,ADA/USDT:USDT,2026-05-31 15:00:00+00:00,roi,partial_exit,0.09994425668011563,0.052527895906058115,-0.04741636077405751,0.11705685618729089,0.056484410302756416,56.416666666666664,47.166666666666664,0.01582549187339599,0.01582549187339599,missed_runner
1y,BNB/USDT:USDT,2025-11-20 17:00:00+00:00,roi,partial_exit,0.10000153030079759,0.06339500092994488,-0.03660652937085271,0.11338694178930875,0.10075000000000012,19.333333333333332,14.583333333333334,0.004167612991142322,0.004167612991142322,missed_runner
1y,BNB/USDT:USDT,2026-01-31 09:00:00+00:00,roi,partial_exit,0.10000560047101138,0.050489989772665445,-0.04951561069834594,0.11628248421670828,0.05853837586067234,9.666666666666666,8.0,0.0061458993459519995,0.0061458993459519995,missed_runner
1y,BNB/USDT:USDT,2026-04-01 14:00:00+00:00,trailing_stop_loss,partial_exit,5.870517801359942e-05,0.05253525915949403,0.052476553981480434,0.07122706803805778,0.05700306021888357,115.33333333333333,21.25,0.01409971211724681,0.01409971211724681,rescued_trade
1y,DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,trailing_stop_loss,partial_exit,0.00012205846224122117,0.05123457317006499,0.05111251470782377,0.06365181910914663,0.05753887762001342,19.75,12.333333333333334,0.021034460712230807,0.021034460712230807,rescued_trade
1y,DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,trailing_stop_loss,partial_exit,-0.00023727126312053263,0.05349694361030809,0.053734214873428617,0.06216554707958544,0.05927103440445114,50.5,32.166666666666664,0.009325758387822791,0.009325758387822791,rescued_trade
1y,ETH/USDT:USDT,2025-11-20 16:00:00+00:00,roi,partial_exit,0.09999836123194321,0.051917307427043126,-0.04808105380490008,0.11801411461979439,0.05972360213916006,15.5,3.0833333333333335,0.0018920163004481072,0.0018920163004481072,missed_runner
1y,ETH/USDT:USDT,2026-01-25 04:00:00+00:00,trailing_stop_loss,partial_exit,4.537578837341645e-05,0.05145890302632781,0.05141352723795439,0.05653071853168834,0.05653071853168834,35.166666666666664,16.583333333333332,0.002532686959891617,0.002247122255689238,rescued_trade
1y,ETH/USDT:USDT,2026-06-05 03:00:00+00:00,roi,partial_exit,0.10000165662491112,0.05146532571095753,-0.04853633091395359,0.11870633893919802,0.06608478034407739,13.166666666666666,3.4166666666666665,0.010106850455617655,0.010106850455617655,missed_runner
1y,LINK/USDT:USDT,2026-01-31 09:00:00+00:00,roi,partial_exit,0.09995938128876886,0.056516667663723846,-0.04344271362504501,0.11798653414555949,0.06224614134849715,8.166666666666666,8.166666666666666,0.010610840263836963,0.010610840263836963,missed_runner
1y,LINK/USDT:USDT,2026-06-05 03:00:00+00:00,roi,partial_exit,0.09998612580413915,0.05239988550315168,-0.04758624030098747,0.11256955343130248,0.06370208702769053,25.5,3.4166666666666665,0.012054372916132428,0.012054372916132428,missed_runner
1y,NEAR/USDT:USDT,2025-06-21 14:00:00+00:00,roi,partial_exit,0.10024518385947033,0.05790834378095448,-0.04233684007851585,0.11555312157721787,0.07097791798107256,23.416666666666668,7.583333333333333,0.008345606283750584,0.008345606283750584,missed_runner
1y,NEAR/USDT:USDT,2026-01-25 09:00:00+00:00,trailing_stop_loss,partial_exit,0.0003667425987234473,0.05017649440901583,0.04980975181029238,0.05539772727272729,0.05539772727272729,30.166666666666668,11.583333333333334,0.01682368775235532,0.01682368775235532,rescued_trade
1y,SOL/USDT:USDT,2025-06-21 18:00:00+00:00,trailing_stop_loss,partial_exit,8.916302779557107e-05,0.054767856723859115,0.05467869369606355,0.10132718747516511,0.06224130001533035,48.0,19.333333333333332,0.007216048491845761,0.007216048491845761,rescued_trade
1y,SOL/USDT:USDT,2026-05-31 15:00:00+00:00,roi,partial_exit,0.09997453461917417,0.0511383879219562,-0.048836146697217975,0.11805650334379703,0.059630060794205075,55.833333333333336,47.416666666666664,0.01416015625,0.01416015625,missed_runner
1y,SUI/USDT:USDT,2025-09-25 01:00:00+00:00,stale_flat_120h,partial_exit,0.008444272492245445,0.055274812399601005,0.046830539907355556,0.0889946538010169,0.06402089438144976,151.58333333333334,10.833333333333334,0.007483685565467413,0.007483685565467413,rescued_trade
1y,SUI/USDT:USDT,2025-11-19 06:00:00+00:00,trailing_stop_loss,partial_exit,0.0003248494654766774,0.052163376689476765,0.051838527224000085,0.07584195173693975,0.0589233278955954,19.166666666666668,11.666666666666666,0.02569632733546956,0.02569632733546956,rescued_trade
1y,TAO/USDT:USDT,2025-09-23 18:00:00+00:00,stale_flat_120h,partial_exit,0.009962590795441666,0.050738884313660824,0.04077629351821916,0.06733692647871758,0.059394396625630064,124.83333333333333,47.916666666666664,0.024957110024924622,0.024957110024924622,rescued_trade
1y,TAO/USDT:USDT,2026-01-25 05:00:00+00:00,trailing_stop_loss,partial_exit,-1.8372721583458834e-05,0.05294290838005682,0.052961281101640285,0.06887789827124635,0.05902715338967801,26.0,14.5,0.009339049963917434,0.009339049963917434,rescued_trade
1y,TAO/USDT:USDT,2026-01-29 02:00:00+00:00,roi,partial_exit,0.09999540956092241,0.05261997971471676,-0.04737542984620565,0.11686885089311305,0.06295454545454549,23.666666666666668,13.083333333333334,0.003249946546931781,0.003249946546931781,missed_runner
1y,XRP/USDT:USDT,2025-11-20 16:00:00+00:00,roi,partial_exit,0.09999128350678987,0.05220583141381215,-0.04778545209297772,0.13225070606126454,0.05634659234861927,15.5,3.0833333333333335,0.0011992133160645402,0.0011992133160645402,missed_runner
1y,XRP/USDT:USDT,2026-01-29 03:00:00+00:00,roi,partial_exit,0.10000445914638524,0.0680828650264477,-0.031921594119937544,0.11584276354973189,0.09927829607463479,53.666666666666664,22.75,0.008219909260742009,0.008219909260742009,missed_runner
1y,XRP/USDT:USDT,2026-02-22 13:00:00+00:00,trailing_stop_loss,partial_exit,-0.0004701669239318247,0.051773737034378674,0.0522439039583105,0.059518434913468754,0.056973427413301136,23.583333333333332,12.333333333333334,0.011788935444925874,0.0013493359846601383,rescued_trade
1y,XRP/USDT:USDT,2026-03-26 06:00:00+00:00,stale_low_profit_240h,partial_exit,0.029402497184500363,0.05002428906935557,0.020621791884855207,0.0869224745497259,0.05752380952380953,260.25,88.16666666666667,0.0030259365994238507,0.0030259365994238507,rescued_trade
1y,XRP/USDT:USDT,2026-05-25 23:00:00+00:00,trailing_stop_loss,partial_exit,-7.212747547336758e-05,0.05072038334668278,0.05079251082215615,0.06417745500473648,0.056090873482177894,97.91666666666667,52.916666666666664,0.01261034047919285,0.01261034047919285,rescued_trade
