group_type,group_value,window_h,trades,stop_trades,take_profit_trades,stopped_too_early_pct,took_profit_too_early_pct,hold_would_help_pct,hold_would_hurt_pct,avg_future_favorable_pct,avg_future_adverse_pct,avg_future_close_return_pct,period
pair,PAXG/USDT:USDT,168,4,2,2,50.0,50.0,75.0,25.0,13.705932779462136,-0.31609252721872694,6.584032605488304,1y
pair,PAXG/USDT:USDT,336,4,2,2,100.0,50.0,75.0,25.0,14.745441588780395,1.987197455984355,3.1800590474649573,1y
pair,SOL/USDT:USDT,6,10,7,3,14.285714285714285,0.0,30.0,70.0,1.4251680407484977,1.7729578418565684,-0.09821042848519436,1y
pair,SOL/USDT:USDT,12,10,7,3,14.285714285714285,0.0,10.0,90.0,1.6186700681570083,2.2041949526543054,-0.3925179796450635,1y
pair,SOL/USDT:USDT,24,10,7,3,28.57142857142857,66.66666666666666,60.0,40.0,3.601641399780851,2.6014219138639785,1.5667687500821448,1y
pair,SOL/USDT:USDT,48,10,7,3,42.857142857142854,66.66666666666666,70.0,30.0,6.714946615369334,3.18739830848619,2.032599783552433,1y
pair,SOL/USDT:USDT,72,10,7,3,42.857142857142854,66.66666666666666,80.0,20.0,8.15492283751667,3.3643715342782623,3.3223568196528253,1y
pair,SOL/USDT:USDT,168,10,7,3,85.71428571428571,66.66666666666666,40.0,60.0,9.414839310562716,5.3372402503219485,0.6069701262340194,1y
pair,SOL/USDT:USDT,336,10,7,3,85.71428571428571,66.66666666666666,40.0,60.0,12.822351434813493,9.009920226287973,1.4794079162400513,1y
pair,SUI/USDT:USDT,6,6,3,2,0.0,50.0,50.0,50.0,2.5965568890997943,0.9438640186234287,0.2332237941784271,1y
pair,SUI/USDT:USDT,12,6,3,2,66.66666666666666,50.0,50.0,50.0,3.016479652845805,1.566737165614119,0.046513976295055305,1y
pair,SUI/USDT:USDT,24,6,3,2,66.66666666666666,50.0,83.33333333333334,16.666666666666664,4.445406977550062,1.8684141346478649,1.7790960808530651,1y
pair,SUI/USDT:USDT,48,6,3,2,66.66666666666666,100.0,50.0,50.0,5.06994560646972,2.2677092633178013,1.2560581044936863,1y
pair,SUI/USDT:USDT,72,6,3,2,66.66666666666666,100.0,50.0,50.0,5.391583033370305,2.6325699088005305,1.9844314610135205,1y
pair,SUI/USDT:USDT,168,6,3,2,100.0,100.0,33.33333333333333,66.66666666666666,8.971587176250774,6.210110211595616,1.470986979509596,1y
pair,SUI/USDT:USDT,336,6,3,2,100.0,100.0,50.0,50.0,23.092300438150428,10.750257303715905,2.2051429058092835,1y
pair,TAO/USDT:USDT,6,8,3,4,33.33333333333333,25.0,50.0,50.0,1.4407631483747243,2.1497167690442076,-0.34222066424975944,1y
pair,TAO/USDT:USDT,12,8,3,4,33.33333333333333,25.0,50.0,50.0,2.038746956325196,2.958622670609863,-0.7430690265027602,1y
pair,TAO/USDT:USDT,24,8,3,4,33.33333333333333,50.0,50.0,50.0,3.122215293177278,3.4534007108401825,-0.25213898608824814,1y
pair,TAO/USDT:USDT,48,8,3,4,33.33333333333333,100.0,62.5,37.5,6.716488755108234,5.284158695079223,1.0179393117631033,1y
pair,TAO/USDT:USDT,72,8,3,4,33.33333333333333,100.0,50.0,50.0,8.394070775575527,7.735678042750152,-1.5238745589001192,1y
pair,TAO/USDT:USDT,168,8,3,4,33.33333333333333,100.0,25.0,75.0,10.533292617280244,11.472369459435697,-1.3982876397868658,1y
pair,TAO/USDT:USDT,336,8,3,4,33.33333333333333,100.0,25.0,75.0,17.253788598460403,17.453899192446972,-5.970489081654254,1y
pair,XRP/USDT:USDT,6,15,7,5,0.0,20.0,53.333333333333336,46.666666666666664,4.323304202006327,1.7350248593914073,-0.33978917126953656,1y
pair,XRP/USDT:USDT,12,15,7,5,0.0,20.0,66.66666666666666,33.33333333333333,4.791551998881091,2.035473668825236,0.0755130717357546,1y
pair,XRP/USDT:USDT,24,15,7,5,42.857142857142854,20.0,60.0,40.0,5.347032877977256,2.401731456931715,0.5487730753337516,1y
pair,XRP/USDT:USDT,48,15,7,5,42.857142857142854,60.0,60.0,40.0,6.43565321263271,3.560644662184577,0.19000139755175516,1y
pair,XRP/USDT:USDT,72,15,7,5,57.14285714285714,60.0,60.0,40.0,8.088505238796664,4.085552677055056,1.2612490669324472,1y
pair,XRP/USDT:USDT,168,15,7,5,71.42857142857143,60.0,66.66666666666666,33.33333333333333,10.724974760637291,5.505466955239337,2.0551980988989005,1y
pair,XRP/USDT:USDT,336,14,7,4,71.42857142857143,75.0,57.14285714285714,42.857142857142854,15.00950003317603,7.153144744736974,3.6251077808229786,1y
pair,ZEC/USDT:USDT,6,2,1,1,0.0,100.0,100.0,0.0,2.9741067051991856,0.09727759785706352,2.01275477392494,1y
