pair,open_date,close_date,profit_ratio_final,max_profit_ratio,bars_in_trade,profitable_bars,same_tag_signal_bars,profitable_same_tag_signal_bars,first_profitable_same_tag_profit,max_profitable_same_tag_profit
XRP/USDT:USDT,2026-01-22 14:00:00+00:00,2026-01-23 16:00:00+00:00,0.00012561644908651998,0.022238349489399168,26,24,0,0,,
ADA/USDT:USDT,2026-01-22 15:00:00+00:00,2026-01-23 17:25:00+00:00,-0.029056808474935223,0.015926236378876732,26,1,1,1,0.008941044984632525,0.008941044984632525
ZEC/USDT:USDT,2026-01-23 08:00:00+00:00,2026-01-23 17:30:00+00:00,-0.04261419823949669,0.00949110906400925,9,0,0,0,,
TAO/USDT:USDT,2026-01-25 05:00:00+00:00,2026-01-25 19:30:00+00:00,0.052942908364337446,0.05573714819374282,14,12,2,2,0.0037356199855669036,0.010400305641635134
ETH/USDT:USDT,2026-01-25 04:00:00+00:00,2026-01-25 20:35:00+00:00,0.05145890303078291,0.05350598666004878,16,13,1,1,0.00464042644329164,0.00464042644329164
NEAR/USDT:USDT,2026-01-25 09:00:00+00:00,2026-01-25 20:35:00+00:00,0.05017649439376454,0.052489905787348634,11,6,1,1,0.016150740242261118,0.016150740242261118
SOL/USDT:USDT,2026-01-27 14:00:00+00:00,2026-01-27 16:00:00+00:00,-0.018535842348017306,8.121497604150821e-05,2,0,0,0,,
TAO/USDT:USDT,2026-01-29 02:00:00+00:00,2026-01-29 15:05:00+00:00,0.0526199797106946,0.05922599957237543,13,13,0,0,,
ADA/USDT:USDT,2026-01-29 03:00:00+00:00,2026-01-29 15:15:00+00:00,0.052956673651375887,0.05650684931506845,12,10,0,0,,
XRP/USDT:USDT,2026-01-29 03:00:00+00:00,2026-01-30 01:45:00+00:00,0.06808286504175223,0.09031224979983989,22,16,0,0,,
BNB/USDT:USDT,2026-01-31 09:00:00+00:00,2026-01-31 17:00:00+00:00,0.05048998977266544,0.05530113711094903,8,6,0,0,,
LINK/USDT:USDT,2026-01-31 09:00:00+00:00,2026-01-31 17:10:00+00:00,0.056516667683084366,0.058598604339929215,8,6,0,0,,
TAO/USDT:USDT,2026-02-03 15:00:00+00:00,2026-02-03 19:15:00+00:00,9.368386267067913e-05,0.039797885086211314,4,2,0,0,,
SOL/USDT:USDT,2026-02-03 15:00:00+00:00,2026-02-03 20:30:00+00:00,-7.498078271126038e-05,0.041476483429251906,5,4,0,0,,
