strategy_label,rule,terms,selected,coverage,hit_rate_reach10,lift_vs_base,selected_avg_final_profit,base_avg_final_profit,proxy_full_profit_from_reach5
Baseline,hours_to_5pct <= 28 AND pair_1h_ret_6h <= -0.02,2,22,0.5365853658536586,0.5454545454545454,0.08203991130820393,0.05902501458527484,0.055243053880348544,0.054842690753074304
Baseline,hours_to_5pct <= 24 AND pair_4h_ema50_slope_3 <= -0.005,2,21,0.5121951219512195,0.5238095238095238,0.06039488966318235,0.0594508135006071,0.055243053880348544,0.05484066057348169
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_ret_6h <= -0.02,2,20,0.4878048780487805,0.6,0.1365853658536585,0.05991748067395013,0.055243053880348544,0.05483779545070739
Baseline,hours_to_5pct <= 24 AND pair_1h_range_position_24h <= 0.4,2,21,0.5121951219512195,0.5238095238095238,0.06039488966318235,0.05942168606044183,0.055243053880348544,0.054825741640714104
Baseline,pair_4h_ema50_slope_3 <= -0.0075 AND pair_1h_ret_6h <= -0.02,2,16,0.3902439024390244,0.5625,0.09908536585365851,0.06236093781652618,0.055243053880348544,0.05482378061132729
Baseline,hours_to_5pct <= 28,1,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_4h_ema50_slope_3 <= -0.0025,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_4h_close_vs_ema50 <= -0.03,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_4h_close_vs_ema50 <= -0.02,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_4h_close_vs_ema50 <= -0.01,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_4h_close_vs_ema50 <= 0.0,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_1h_ret_6h <= -0.01,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 28 AND pair_1h_ret_6h <= -0.005,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.0573207492405927,0.055243053880348544,0.05482098120721958
Baseline,hours_to_5pct <= 24 AND pair_1h_range_position_24h <= 0.3,2,17,0.4146341463414634,0.5294117647058824,0.06599713055954087,0.06161748172549077,0.055243053880348544,0.054817004617886425
Baseline,hours_to_5pct <= 28 AND btc_1d_close_vs_ema50 <= 0.0,2,23,0.5609756097560976,0.5217391304347826,0.05832449628844111,0.058560414754098546,0.055243053880348544,0.054802183886445525
Baseline,hours_to_5pct <= 28 AND btc_1d_close_vs_ema50 <= -0.02,2,20,0.4878048780487805,0.55,0.08658536585365856,0.0598396661393316,0.055243053880348544,0.05479983714113738
Baseline,pair_4h_ema50_slope_3 <= -0.01,1,11,0.2682926829268293,0.6363636363636364,0.17294900221729487,0.06786599091388887,0.055243053880348544,0.05479331463543359
Baseline,pair_4h_ema50_slope_3 <= -0.01 AND pair_4h_close_vs_ema50 <= -0.03,2,11,0.2682926829268293,0.6363636363636364,0.17294900221729487,0.06786599091388887,0.055243053880348544,0.05479331463543359
Baseline,pair_4h_ema50_slope_3 <= -0.01 AND pair_4h_close_vs_ema50 <= -0.02,2,11,0.2682926829268293,0.6363636363636364,0.17294900221729487,0.06786599091388887,0.055243053880348544,0.05479331463543359
Baseline,pair_4h_ema50_slope_3 <= -0.01 AND pair_4h_close_vs_ema50 <= -0.01,2,11,0.2682926829268293,0.6363636363636364,0.17294900221729487,0.06786599091388887,0.055243053880348544,0.05479331463543359
