period,model,pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,duration_h,exit_reason,activated,activation_date,original_close_date,original_profit_abs,original_profit_ratio,mae_pct,mfe_pct,stake_amount
1y,D_atr1h_2.0,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,D_atr1h_2.5,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,D_atr1h_3.0,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,D_atr4h_1.5,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,D_atr4h_2.0,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,D_atr4h_2.5,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,D_atr4h_3.0,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,E_min24h_profit_protect,DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07T14:00:00+00:00,2025-12-07T17:00:00+00:00,0.13819,0.14101,-9.13549038,-0.021439629744744837,3.0,stop_loss,False,,2025-12-07T17:00:00+00:00,-9.13549038,-0.021439629744744837,2.7787828352268487,2.4676170489905176,426.31615
1y,baseline,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,A_giveback50_floor1,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-07T14:00:00+00:00,2.0566,2.02215,5.046891720000014,0.015750948166877415,52.0,counterfactual_A_giveback50_floor1,True,2025-12-07T14:00:00+00:00,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,2.051930370514453,3.3501896333754724,320.41828
1y,B_giveback60_floor1.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,C_giveback70_floor2,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr1h_1.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr1h_2.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr1h_2.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr1h_3.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr4h_1.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr4h_2.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr4h_2.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,D_atr4h_3.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,E_min24h_profit_protect,XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05T10:00:00+00:00,2025-12-08T09:00:00+00:00,2.0566,2.1153,-9.61251105,-0.030014890879056365,71.0,stop_loss,False,,2025-12-08T09:00:00+00:00,-9.61251105,-0.030014890879056365,3.2432169600311185,3.3501896333754724,320.41828
1y,baseline,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,A_giveback50_floor1,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,B_giveback60_floor1.5,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,C_giveback70_floor2,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr1h_1.5,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr1h_2.0,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr1h_2.5,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr1h_3.0,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr4h_1.5,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr4h_2.0,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr4h_2.5,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,D_atr4h_3.0,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,E_min24h_profit_protect,SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11T15:00:00+00:00,2025-12-11T18:00:00+00:00,1.5259,1.5685,-9.32328279,-0.02898567417567616,3.0,stop_loss,False,,2025-12-11T18:00:00+00:00,-9.32328279,-0.02898567417567616,3.3881643620158504,0.22281931974572838,321.81231
1y,baseline,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,A_giveback50_floor1,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,B_giveback60_floor1.5,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,C_giveback70_floor2,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr1h_1.5,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr1h_2.0,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr1h_2.5,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr1h_3.0,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr4h_1.5,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr4h_2.0,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr4h_2.5,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,D_atr4h_3.0,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,E_min24h_profit_protect,NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14T18:00:00+00:00,2025-12-15T02:00:00+00:00,1.592,1.641,-8.40108911,-0.031998217435198484,8.0,trailing_stop_loss,False,,2025-12-15T02:00:00+00:00,-8.40108911,-0.031998217435198484,3.391959798994964,1.4447236180904603,262.68
1y,baseline,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-18T17:00:00+00:00,0.3923,0.3528,21.64713274,0.10001386158580035,74.0,roi,False,,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,10.731582972215135,216.5496
1y,A_giveback50_floor1,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-15T16:00:00+00:00,0.3923,0.38615,3.178250399999994,0.014676777976038717,1.0,counterfactual_A_giveback50_floor1,True,2025-12-15T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,0.5862860056079593,3.1353555952077437,216.5496
1y,B_giveback60_floor1.5,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-17T16:00:00+00:00,0.3923,0.38314,4.839770400000001,0.022349477440734136,49.0,counterfactual_B_giveback60_floor1.5,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,5.837369360183527,216.5496
1y,C_giveback70_floor2,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-19T15:00:00+00:00,0.3923,0.37849999999999995,7.4010504000000195,0.034177160336477275,96.0,counterfactual_C_giveback70_floor2,True,2025-12-18T05:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,11.72572011215906,216.5496
1y,D_atr1h_1.5,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-17T16:00:00+00:00,0.3923,0.37934806811178373,6.932916802295371,0.03201537570281991,49.0,counterfactual_D_atr1h_1.5,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,5.837369360183527,216.5496
1y,D_atr1h_2.0,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-17T16:00:00+00:00,0.3923,0.3826640908157117,5.102472269727144,0.023562603069814694,49.0,counterfactual_D_atr1h_2.0,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,5.837369360183527,216.5496
1y,D_atr1h_2.5,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-18T13:00:00+00:00,0.3923,0.37206505634637815,10.953139296799248,0.05058027951471279,70.0,counterfactual_D_atr1h_2.5,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,8.131531990823346,216.5496
1y,D_atr1h_3.0,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-18T13:00:00+00:00,0.3923,0.3743980676156538,9.66531707615909,0.044633271436008606,70.0,counterfactual_D_atr1h_3.0,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,8.131531990823346,216.5496
1y,D_atr4h_1.5,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-17T16:00:00+00:00,0.3923,0.38381612859297826,4.466547416675993,0.020625978605714315,49.0,counterfactual_D_atr4h_1.5,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,5.837369360183527,216.5496
1y,D_atr4h_2.0,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-18T14:00:00+00:00,0.3923,0.3789433037168855,7.156346748279192,0.03304714831280774,71.0,counterfactual_D_atr4h_2.0,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,8.131531990823346,216.5496
1y,D_atr4h_2.5,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-19T14:00:00+00:00,0.3923,0.3727782320700765,10.559466297317769,0.04876234496539254,95.0,counterfactual_D_atr4h_2.5,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,11.72572011215906,216.5496
1y,D_atr4h_3.0,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-19T15:00:00+00:00,0.3923,0.3780738784840918,7.636269476781318,0.035263373734152906,96.0,counterfactual_D_atr4h_3.0,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,11.72572011215906,216.5496
1y,E_min24h_profit_protect,ADA/USDT:USDT,short,short_pullback_restart,2025-12-15T15:00:00+00:00,2025-12-17T16:00:00+00:00,0.3923,0.38314,4.839770400000001,0.022349477440734136,49.0,counterfactual_E_min24h_profit_protect,True,2025-12-17T16:00:00+00:00,2025-12-18T17:00:00+00:00,21.64713274,0.10001386158580035,1.9627835839918535,5.837369360183527,216.5496
1y,baseline,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-18T19:00:00+00:00,2.0053,1.8008,41.63346062,0.10001010025378328,104.0,roi,False,,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,10.302697850695662,416.50081
1y,A_giveback50_floor1,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-15T14:00:00+00:00,2.0053,1.9665000000000001,7.642259189999987,0.018348725876427437,27.0,counterfactual_A_giveback50_floor1,True,2025-12-15T14:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,3.8697451752854986,416.50081
1y,B_giveback60_floor1.5,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T13:00:00+00:00,2.0053,1.9434200000000001,12.435975189999986,0.029858225701889958,50.0,counterfactual_B_giveback60_floor1.5,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,C_giveback70_floor2,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-20T08:00:00+00:00,2.0053,1.9348,14.22634919,0.034156834388869496,141.0,counterfactual_C_giveback70_floor2,True,2025-12-18T05:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,11.718944796289836,416.50081
1y,D_atr1h_1.5,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-15T18:00:00+00:00,2.0053,1.8945654970926424,22.583055443858182,0.05422091602620936,31.0,counterfactual_D_atr1h_1.5,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,6.941604747419337,416.50081
1y,D_atr1h_2.0,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-15T19:00:00+00:00,2.0053,1.9038429964004144,20.656118837633937,0.049594426569383954,32.0,counterfactual_D_atr1h_2.0,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,6.941604747419337,416.50081
1y,D_atr1h_2.5,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T06:00:00+00:00,2.0053,1.8964621323864983,22.18912429332432,0.053275104779086306,43.0,counterfactual_D_atr1h_2.5,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,D_atr1h_3.0,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T10:00:00+00:00,2.0053,1.9064559099257845,20.113416698414575,0.04829142276677583,47.0,counterfactual_D_atr1h_3.0,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,D_atr4h_1.5,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T10:00:00+00:00,2.0053,1.903199830868176,20.78970431867988,0.04991515939351926,47.0,counterfactual_D_atr4h_1.5,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,D_atr4h_2.0,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T11:00:00+00:00,2.0053,1.9207331078242347,17.148042694906476,0.04117169110645061,48.0,counterfactual_D_atr4h_2.0,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,D_atr4h_2.5,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T13:00:00+00:00,2.0053,1.9411295001531295,12.911712008195027,0.03100044873428944,50.0,counterfactual_D_atr4h_2.5,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,D_atr4h_3.0,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-17T14:00:00+00:00,2.0053,1.9509846632283254,10.864794637476827,0.026085890775282828,75.0,counterfactual_D_atr4h_3.0,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,E_min24h_profit_protect,XRP/USDT:USDT,short,short_pullback_restart,2025-12-14T11:00:00+00:00,2025-12-16T13:00:00+00:00,2.0053,1.9434200000000001,12.435975189999986,0.029858225701889958,50.0,counterfactual_E_min24h_profit_protect,True,2025-12-15T17:00:00+00:00,2025-12-18T19:00:00+00:00,41.63346062,0.10001010025378328,0.3989428015758244,7.714556425472501,416.50081
1y,baseline,SOL/USDT:USDT,short,short_pullback_restart,2025-12-21T02:00:00+00:00,2025-12-22T00:00:00+00:00,125.06,126.79,-6.40579555,-0.01472626484120958,22.0,stop_loss,False,,2025-12-22T00:00:00+00:00,-6.40579555,-0.01472626484120958,2.758675835598903,1.4073244842475652,435.2088
1y,A_giveback50_floor1,SOL/USDT:USDT,short,short_pullback_restart,2025-12-21T02:00:00+00:00,2025-12-22T00:00:00+00:00,125.06,126.79,-6.40579555,-0.01472626484120958,22.0,stop_loss,False,,2025-12-22T00:00:00+00:00,-6.40579555,-0.01472626484120958,2.758675835598903,1.4073244842475652,435.2088
1y,B_giveback60_floor1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-12-21T02:00:00+00:00,2025-12-22T00:00:00+00:00,125.06,126.79,-6.40579555,-0.01472626484120958,22.0,stop_loss,False,,2025-12-22T00:00:00+00:00,-6.40579555,-0.01472626484120958,2.758675835598903,1.4073244842475652,435.2088
1y,C_giveback70_floor2,SOL/USDT:USDT,short,short_pullback_restart,2025-12-21T02:00:00+00:00,2025-12-22T00:00:00+00:00,125.06,126.79,-6.40579555,-0.01472626484120958,22.0,stop_loss,False,,2025-12-22T00:00:00+00:00,-6.40579555,-0.01472626484120958,2.758675835598903,1.4073244842475652,435.2088
1y,D_atr1h_1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-12-21T02:00:00+00:00,2025-12-22T00:00:00+00:00,125.06,126.79,-6.40579555,-0.01472626484120958,22.0,stop_loss,False,,2025-12-22T00:00:00+00:00,-6.40579555,-0.01472626484120958,2.758675835598903,1.4073244842475652,435.2088
