enter_tag,rule,terms,blocked_share,bad_capture,loser_capture,winner_kill,quality_score,sample_size
short_pullback_restart,breakdown_depth <= 0.007 AND distance_to_ema50_4h >= -0.03,2,0.281437125748503,0.3082706766917293,0.3119266055045872,0.22413793103448276,0.12896033186414307,167
short_pullback_restart,breakdown_depth <= 0.007 AND distance_to_ema50_4h >= -0.04,2,0.3473053892215569,0.3609022556390977,0.3761467889908257,0.29310344827586204,0.12641949701840807,167
short_pullback_restart,breakdown_depth <= 0.004 AND distance_to_ema50_4h >= -0.03,2,0.2215568862275449,0.24812030075187969,0.25688073394495414,0.15517241379310345,0.12398236971739691,167
short_pullback_restart,breakdown_depth <= 0.003 AND distance_to_ema50_4h >= -0.05,2,0.23952095808383234,0.24812030075187969,0.27522935779816515,0.1724137931034483,0.11018926626912104,167
short_pullback_restart,breakdown_depth <= 0.003,1,0.30538922155688625,0.3157894736842105,0.3302752293577982,0.25862068965517243,0.10889292196007255,167
short_pullback_restart,breakdown_depth <= 0.005 AND prev_3h_return <= -0.004,2,0.2874251497005988,0.3007518796992481,0.3119266055045872,0.2413793103448276,0.10764843142338601,167
short_pullback_restart,breakdown_depth <= 0.007 AND entry_candle_body_ratio <= 0.65,2,0.3413173652694611,0.3383458646616541,0.3669724770642202,0.29310344827586204,0.10386310604096446,167
short_pullback_restart,entry_candle_body_ratio <= 0.65,1,0.4251497005988024,0.42105263157894735,0.44036697247706424,0.39655172413793105,0.1038112522686025,167
short_pullback_restart,breakdown_depth <= 0.006 AND entry_candle_body_ratio <= 0.65,2,0.33532934131736525,0.3308270676691729,0.3577981651376147,0.29310344827586204,0.09634430904848326,167
short_pullback_restart,breakdown_depth <= 0.003 AND distance_to_ema50_4h >= -0.04,2,0.19161676646706588,0.20300751879699247,0.22018348623853212,0.13793103448275862,0.09266269121078557,167
short_pullback_restart,entry_candle_body_ratio <= 0.65 AND distance_to_ema50_4h >= -0.05,2,0.281437125748503,0.2857142857142857,0.30275229357798167,0.2413793103448276,0.0926108374384236,167
short_pullback_restart,breakdown_depth <= 0.005 AND entry_candle_body_ratio <= 0.55,2,0.19161676646706588,0.21052631578947367,0.21100917431192662,0.15517241379310345,0.0863883847549909,167
short_pullback_restart,breakdown_depth <= 0.004 AND entry_candle_body_ratio <= 0.65,2,0.25748502994011974,0.2631578947368421,0.27522935779816515,0.22413793103448276,0.08384754990925586,167
short_pullback_restart,prev_3h_return <= -0.004 AND distance_to_ema50_4h >= -0.05,2,0.33532934131736525,0.3458646616541353,0.3394495412844037,0.3275862068965517,0.08379569613689392,167
