window,pair,open_date,is_short,enter_tag,baseline_profit_ratio,candidate_profit_ratio,profit_delta_ratio,baseline_exit_reason,candidate_exit_reason,baseline_trade_duration_min,candidate_trade_duration_min,baseline_mfe_ratio,candidate_mfe_ratio
3y,ADA/USDT:USDT,2024-07-07 14:00:00+00:00,True,short_pullback_restart,0.0001916411291960772,0.050321978673031835,0.05013033754383576,trailing_stop_loss,partial_exit,1095,650,0.08040048543689338,0.058246656760772675
3y,ADA/USDT:USDT,2024-08-30 12:00:00+00:00,True,short_pullback_restart,0.100124491791728,0.050390696825563026,-0.04973379496616497,roi,partial_exit,6535,3500,0.11566571337782028,0.0546710723941124
3y,ADA/USDT:USDT,2024-10-09 13:00:00+00:00,True,short_compression_breakdown,0.0002871086333980372,0.0002871086410804423,7.682405113538376e-12,trailing_stop_loss,trailing_stop_loss,1975,1975,0.02657807308970095,0.02657807308970095
3y,ADA/USDT:USDT,2024-12-03 00:00:00+00:00,False,long_1d_center_compression,0.10000208160730015,0.10000208161386931,6.569161881131436e-12,roi,roi,220,220,0.10418743768693917,0.10418743768693917
3y,ADA/USDT:USDT,2025-03-18 14:00:00+00:00,True,short_compression_breakdown,-0.043301766887945264,-0.04330176689150443,-3.5591668501311347e-12,trailing_stop_loss,trailing_stop_loss,1160,1160,0.005871990604815025,0.005871990604815025
3y,ADA/USDT:USDT,2025-03-23 19:00:00+00:00,True,short_pullback_restart,-0.03430321890378163,-0.034303218905043543,-1.2619141842584725e-12,stop_loss,stop_loss,330,330,0.004052098408104277,0.004052098408104277
3y,ADA/USDT:USDT,2025-04-06 08:00:00+00:00,True,short_compression_breakdown,0.1000191562386566,0.10001915624426387,5.6072646525962e-12,roi,roi,755,755,0.11675126903553301,0.11675126903553301
3y,ADA/USDT:USDT,2025-06-02 09:00:00+00:00,True,short_pullback_restart,-0.02976585271340288,-0.029765852721706284,-8.303403103981921e-12,stop_loss,stop_loss,800,800,0.01266586248492163,0.01266586248492163
3y,ADA/USDT:USDT,2025-06-12 20:00:00+00:00,True,short_compression_breakdown,0.0999583976183803,0.0999583976183803,0.0,roi,roi,7020,7020,0.11333333333333351,0.11333333333333351
3y,ADA/USDT:USDT,2025-11-02 15:00:00+00:00,True,short_pullback_restart,0.10003342899893136,0.05363827409278373,-0.04639515490614763,roi,partial_exit,1470,1465,0.1437833714721588,0.05971731448763262
3y,ADA/USDT:USDT,2025-11-11 20:00:00+00:00,True,short_compression_breakdown,6.433459291934341e-05,6.43346057601198e-05,1.2840776388695595e-11,trailing_stop_loss,trailing_stop_loss,1905,1905,0.04305065874930403,0.04305065874930403
3y,ADA/USDT:USDT,2025-12-21 02:00:00+00:00,True,short_pullback_restart,0.000136008691392248,0.0001360086893015782,-2.0906697868142837e-12,trailing_stop_loss,trailing_stop_loss,1330,1330,0.034424853064651595,0.034424853064651595
3y,ADA/USDT:USDT,2025-12-23 14:00:00+00:00,True,short_compression_breakdown,0.00022720221233197706,0.00022720221149473668,-8.372403790223026e-13,trailing_stop_loss,trailing_stop_loss,2295,2295,0.026712134129013965,0.026712134129013965
3y,ADA/USDT:USDT,2026-01-20 09:00:00+00:00,True,short_pullback_restart,0.00021225515264901404,0.0002122551668378906,1.4188876554807953e-11,trailing_stop_loss,trailing_stop_loss,1025,1025,0.04100490903840592,0.04100490903840592
3y,ADA/USDT:USDT,2026-01-22 15:00:00+00:00,True,short_pullback_restart,-0.029336495672985956,-0.029336495674051874,-1.0659181870487089e-12,trailing_stop_loss,trailing_stop_loss,1585,1585,0.016183986371379744,0.016183986371379744
3y,ADA/USDT:USDT,2026-01-29 03:00:00+00:00,True,short_pullback_restart,0.09989936722754521,0.052956673650477654,-0.046942693577067554,roi,partial_exit,2980,735,0.11521323997453847,0.05989110707803991
3y,ADA/USDT:USDT,2026-02-10 07:00:00+00:00,True,short_pullback_restart,-0.0002029499017747091,-0.0002029498915629388,1.021177028570977e-11,trailing_stop_loss,trailing_stop_loss,1870,1870,0.04009527590313611,0.04009527590313611
3y,ADA/USDT:USDT,2026-02-22 13:00:00+00:00,True,short_compression_breakdown,-0.00020278490567012965,-0.0002027848935713535,1.209877613676455e-11,trailing_stop_loss,trailing_stop_loss,1415,1415,0.0630595562475671,0.0630595562475671
3y,ADA/USDT:USDT,2026-03-27 09:00:00+00:00,True,short_compression_breakdown,-3.804553750120626e-05,-3.804553259600934e-05,4.905196921930512e-12,trailing_stop_loss,trailing_stop_loss,1720,1720,0.03321033210332103,0.03321033210332103
3y,ADA/USDT:USDT,2026-04-13 00:00:00+00:00,True,short_compression_breakdown,-0.024262101456372906,-0.024262101458163647,-1.7907411664630501e-12,stop_loss,stop_loss,770,770,0.0008485362749257597,0.0008485362749257597
3y,ADA/USDT:USDT,2026-05-31 15:00:00+00:00,True,short_pullback_restart,0.09994425666849761,0.052527895909717695,-0.04741636075877992,roi,partial_exit,3385,2830,0.11705685618729089,0.056484410302756416
3y,BNB/USDT:USDT,2024-02-09 00:00:00+00:00,False,long_1d_center_compression,0.0036942222397763347,0.00369422224162588,1.849545256532581e-12,trailing_stop_loss,trailing_stop_loss,2090,2090,0.022854272618823224,0.022854272618823224
3y,BNB/USDT:USDT,2024-06-04 00:00:00+00:00,False,long_1d_center_compression,0.09999536902914556,0.09999536904377725,1.463168475268617e-11,roi,roi,1455,1455,0.10249497495453541,0.10249497495453541
3y,BNB/USDT:USDT,2024-07-04 02:00:00+00:00,True,short_compression_breakdown,0.1000086695622061,0.1000086695622061,0.0,roi,roi,1495,1495,0.1545089276122129,0.1545089276122129
3y,BNB/USDT:USDT,2024-08-03 16:00:00+00:00,True,short_pullback_restart,0.0999930482952648,0.05460332346009517,-0.04538972483516963,roi,partial_exit,1975,1390,0.1274125548187539,0.061285947907941285
3y,BNB/USDT:USDT,2024-08-07 15:00:00+00:00,True,short_pullback_restart,-0.046816289998442985,-0.046816289998442985,0.0,stop_loss,stop_loss,1490,1490,0.02043217800599062,0.02043217800599062
3y,BNB/USDT:USDT,2024-08-31 17:00:00+00:00,True,short_pullback_restart,-3.923184971226506e-05,0.0505119879525153,0.050551219802227564,trailing_stop_loss,partial_exit,3415,2195,0.06290611919473799,0.05514553117394483
3y,BNB/USDT:USDT,2024-11-24 00:00:00+00:00,False,long_1d_center_compression,-0.0004981743587274956,-0.0004981743510523751,7.675120521771772e-12,trailing_stop_loss,trailing_stop_loss,685,685,0.0571468063213183,0.0571468063213183
3y,BNB/USDT:USDT,2025-01-28 22:00:00+00:00,True,short_pullback_restart,-0.02697160292525803,-0.02697160292525803,0.0,stop_loss,stop_loss,365,365,0.0028522446254912737,0.0028522446254912737
3y,BNB/USDT:USDT,2025-02-27 15:00:00+00:00,True,short_pullback_restart,-0.0003202176453068244,0.05466254489314938,0.05498276253845621,trailing_stop_loss,partial_exit,2915,785,0.07734648652512699,0.05997573541047596
3y,BNB/USDT:USDT,2025-03-02 15:00:00+00:00,True,short_pullback_restart,-0.016036667923616122,-0.016036667923616122,0.0,stop_loss,stop_loss,25,25,0.001178540601553646,0.001178540601553646
3y,BNB/USDT:USDT,2025-05-22 00:00:00+00:00,False,long_1d_center_compression,9.00691298377593e-06,9.006912983775932e-06,1.6940658945086007e-21,trailing_stop_loss,trailing_stop_loss,2150,2150,0.026826407755459414,0.026826407755459414
3y,BNB/USDT:USDT,2025-06-22 14:00:00+00:00,True,short_pullback_restart,6.738632884346613e-06,6.738632884346613e-06,0.0,trailing_stop_loss,trailing_stop_loss,535,535,0.025378176432410804,0.025378176432410804
3y,BNB/USDT:USDT,2025-07-11 00:00:00+00:00,False,long_1d_center_compression,-0.00011399701810895262,-0.0001139970132851146,4.823838024988966e-12,trailing_stop_loss,trailing_stop_loss,5535,5535,0.031618825586478216,0.031618825586478216
3y,BNB/USDT:USDT,2025-08-14 00:00:00+00:00,False,long_1d_center_compression,-0.0002179579405731328,-0.0002179579405731328,0.0,trailing_stop_loss,trailing_stop_loss,750,750,0.02576948920770028,0.02576948920770028
3y,BNB/USDT:USDT,2025-10-03 00:00:00+00:00,False,long_1d_center_compression,0.10000306787442449,0.10000306787442449,0.0,roi,roi,4690,4690,0.10425241312298916,0.10425241312298916
3y,BNB/USDT:USDT,2025-11-20 17:00:00+00:00,True,short_pullback_restart,0.10000153028755565,0.06339500092994488,-0.03660652935761077,roi,partial_exit,1160,875,0.11338694178930875,0.10075000000000012
3y,BNB/USDT:USDT,2025-11-25 15:00:00+00:00,True,short_pullback_restart,-0.030152970059613076,-0.03015297005961308,-3.469446951953614e-18,stop_loss,stop_loss,490,490,0.005659431191346043,0.005659431191346043
3y,BNB/USDT:USDT,2025-12-17 16:00:00+00:00,True,short_pullback_restart,7.356016590511494e-06,7.356016590511494e-06,0.0,trailing_stop_loss,trailing_stop_loss,1320,1320,0.029096385542168646,0.029096385542168646
3y,BNB/USDT:USDT,2026-01-31 09:00:00+00:00,True,short_pullback_restart,0.1000056004710114,0.05048998977266544,-0.04951561069834596,roi,partial_exit,580,480,0.11628248421670828,0.05853837586067234
3y,BNB/USDT:USDT,2026-02-09 08:00:00+00:00,True,short_pullback_restart,1.3411786212802531e-05,1.3411786212802531e-05,0.0,trailing_stop_loss,trailing_stop_loss,320,320,0.025780476321898727,0.025780476321898727
3y,BNB/USDT:USDT,2026-03-22 00:00:00+00:00,True,short_pullback_restart,-0.02724279699212068,-0.027242796984900522,7.220158498855156e-12,stop_loss,stop_loss,2105,2105,0.016596774193548436,0.016596774193548436
3y,BNB/USDT:USDT,2026-04-01 14:00:00+00:00,True,short_pullback_restart,5.8705179328598e-05,0.05253525915198972,0.05247655397266112,trailing_stop_loss,partial_exit,6920,1275,0.07122706803805778,0.05700306021888357
3y,BTC/USDT:USDT,2023-08-17 14:00:00+00:00,True,short_compression_breakdown,0.10000033122846688,0.10000033122846687,-1.3877787807814457e-17,roi,roi,460,460,0.1550953988853181,0.1550953988853181
3y,BTC/USDT:USDT,2023-09-04 22:00:00+00:00,True,short_pullback_restart,-0.013319072289479442,-0.013319072289479442,0.0,trailing_stop_loss,trailing_stop_loss,2635,2635,0.01334991708126032,0.01334991708126032
3y,BTC/USDT:USDT,2023-10-24 00:00:00+00:00,False,long_1d_center_compression,0.09999962738592003,0.09999962738592003,0.0,roi,roi,23180,23180,0.11531716756364507,0.11531716756364507
3y,BTC/USDT:USDT,2023-11-10 00:00:00+00:00,False,long_1d_center_compression,-0.0007320074426125318,-0.0007320074426125318,0.0,trailing_stop_loss,trailing_stop_loss,2770,2770,0.02315929367422309,0.02315929367422309
3y,BTC/USDT:USDT,2024-01-03 00:00:00+00:00,False,long_1d_center_compression,-0.021358001854785612,-0.021358001854785612,0.0,stop_loss,stop_loss,710,710,0.01339715471646108,0.01339715471646108
3y,BTC/USDT:USDT,2024-01-22 02:00:00+00:00,True,short_pullback_restart,0.0012595812555525052,0.05170696164518814,0.050447380389635636,trailing_stop_loss,partial_exit,6330,1870,0.07313270203658062,0.055201530612244865
3y,BTC/USDT:USDT,2024-02-08 00:00:00+00:00,False,long_1d_center_compression,0.09999958456846775,0.09999958456846775,0.0,roi,roi,6660,6660,0.10315997500355323,0.10315997500355323
3y,BTC/USDT:USDT,2024-02-27 00:00:00+00:00,False,long_1d_center_compression,0.09999917562201942,0.09999917562201942,0.0,roi,roi,2240,2240,0.1096150000825511,0.1096150000825511
3y,BTC/USDT:USDT,2024-04-09 00:00:00+00:00,False,long_1d_center_compression,-0.02118623431875916,-0.02118623431875916,0.0,stop_loss,stop_loss,465,465,0.001985259137005313,0.001985259137005313
3y,BTC/USDT:USDT,2024-04-25 11:00:00+00:00,True,short_compression_breakdown,-0.022588977327449064,-0.022588977327449064,0.0,stop_loss,stop_loss,365,365,0.011433117617141164,0.011433117617141164
3y,BTC/USDT:USDT,2024-06-21 09:00:00+00:00,True,short_compression_breakdown,0.006462896802979756,0.006462896802979756,0.0,stale_flat_120h,stale_flat_120h,13930,13930,0.09267924009756423,0.09267924009756423
3y,BTC/USDT:USDT,2024-09-05 04:00:00+00:00,True,short_pullback_restart,-0.00031433323570337563,0.056631393117152436,0.05694572635285581,trailing_stop_loss,partial_exit,6710,2120,0.08747343403642671,0.06179145384327889
3y,BTC/USDT:USDT,2024-10-29 00:00:00+00:00,False,long_1d_center_compression,-0.000922490388994285,-0.000922490388994285,0.0,trailing_stop_loss,trailing_stop_loss,4125,4125,0.05318995308829444,0.05318995308829444
3y,BTC/USDT:USDT,2024-11-22 00:00:00+00:00,False,long_1d_center_compression,-0.02184181931875102,-0.02184181931875102,0.0,stop_loss,stop_loss,3815,3815,0.013146712102050762,0.013146712102050762
3y,BTC/USDT:USDT,2025-01-12 10:00:00+00:00,True,short_pullback_restart,-0.013713093875017578,-0.013713093875017578,0.0,trailing_stop_loss,trailing_stop_loss,315,315,0.0008114477037417522,0.0008114477037417522
3y,BTC/USDT:USDT,2025-02-09 14:00:00+00:00,True,short_pullback_restart,-0.017062033967351755,-0.017062033967351755,0.0,stop_loss,stop_loss,945,945,0.012524022689886172,0.012524022689886172
3y,BTC/USDT:USDT,2025-02-26 14:00:00+00:00,True,short_pullback_restart,0.00018540905564658406,0.054932044507623866,0.054746635451977284,trailing_stop_loss,partial_exit,1255,380,0.059935297122424736,0.059561585877375256
3y,BTC/USDT:USDT,2025-03-02 15:00:00+00:00,True,short_pullback_restart,-0.019138813239221838,-0.019138813239221838,0.0,stop_loss,stop_loss,25,25,0.0005445130606689386,0.0005445130606689386
3y,BTC/USDT:USDT,2025-03-09 10:00:00+00:00,True,short_pullback_restart,0.09999981346775348,0.050470923865654285,-0.049528889602099196,roi,partial_exit,2315,755,0.11460364041992022,0.057920841063698214
3y,BTC/USDT:USDT,2025-03-13 14:00:00+00:00,True,short_pullback_restart,8.645001317012255e-05,8.645001317012255e-05,0.0,trailing_stop_loss,trailing_stop_loss,650,650,0.02286636113106577,0.02286636113106577
3y,BTC/USDT:USDT,2025-04-03 13:00:00+00:00,True,short_pullback_restart,-0.02671648583181281,-0.02671648583181281,0.0,stop_loss,stop_loss,1140,1140,0.009117653580905882,0.009117653580905882
3y,BTC/USDT:USDT,2025-04-08 15:00:00+00:00,True,short_pullback_restart,0.0001709667894564005,0.0001709667894564005,0.0,trailing_stop_loss,trailing_stop_loss,1560,1560,0.051783020575634886,0.051783020575634886
3y,BTC/USDT:USDT,2025-05-09 00:00:00+00:00,False,long_1d_center_compression,-0.0008726431336197675,-0.0008726431336197675,0.0,trailing_stop_loss,trailing_stop_loss,5185,5185,0.02552698880148796,0.02552698880148796
3y,BTC/USDT:USDT,2025-05-22 00:00:00+00:00,False,long_1d_center_compression,-0.0004704795698667759,-0.0004704795698667759,0.0,trailing_stop_loss,trailing_stop_loss,2145,2145,0.02143881557819749,0.02143881557819749
3y,BTC/USDT:USDT,2025-07-10 00:00:00+00:00,False,long_1d_center_compression,0.10000002354941874,0.10000002354941874,0.0,roi,roi,6080,6080,0.10445252599375165,0.10445252599375165
3y,BTC/USDT:USDT,2025-08-11 00:00:00+00:00,False,long_1d_center_compression,-0.00020193473251458658,-0.00020193473251458658,0.0,trailing_stop_loss,trailing_stop_loss,780,780,0.026788746495962856,0.026788746495962856
3y,BTC/USDT:USDT,2025-08-21 17:00:00+00:00,True,short_pullback_restart,-0.016356197854906048,-0.016356197854906048,0.0,trailing_stop_loss,trailing_stop_loss,1260,1260,0.006494012590268161,0.006494012590268161
3y,BTC/USDT:USDT,2025-08-29 02:00:00+00:00,True,short_pullback_restart,0.0007738701390183536,0.0007738701390183536,0.0,trailing_stop_loss,trailing_stop_loss,6480,6480,0.03930082127383727,0.03930082127383727
3y,BTC/USDT:USDT,2025-11-04 06:00:00+00:00,True,short_pullback_restart,0.00024716650806928646,0.00024716650806928646,0.0,trailing_stop_loss,trailing_stop_loss,2175,2175,0.05334780076206802,0.05334780076206802
3y,BTC/USDT:USDT,2025-11-06 13:00:00+00:00,True,short_pullback_restart,9.266404663365438e-05,9.266404663365438e-05,0.0,trailing_stop_loss,trailing_stop_loss,965,965,0.02263304282590317,0.02263304282590317
3y,BTC/USDT:USDT,2026-02-03 17:00:00+00:00,True,short_pullback_restart,1.0475010531572972e-06,1.0475010531572972e-06,0.0,trailing_stop_loss,trailing_stop_loss,210,210,0.04896473002859136,0.04896473002859136
3y,BTC/USDT:USDT,2026-03-27 09:00:00+00:00,True,short_compression_breakdown,-0.00021348783050313813,-0.00021348783050313813,0.0,trailing_stop_loss,trailing_stop_loss,4265,4265,0.04557273615103319,0.04557273615103319
3y,BTC/USDT:USDT,2026-04-18 00:00:00+00:00,False,long_1d_center_compression,-0.020782389297778796,-0.02078238928952174,8.257054762150773e-12,stop_loss,stop_loss,1115,1115,0.004535859775206097,0.004535859775206097
3y,BTC/USDT:USDT,2026-06-07 20:00:00+00:00,True,short_pullback_restart,-0.029402379258000075,-0.02940237925800008,-3.469446951953614e-18,stop_loss,stop_loss,130,130,0.0018630586520280712,0.0018630586520280712
3y,BTC/USDT:USDT,2026-06-09 14:00:00+00:00,True,short_pullback_restart,7.347442181200451e-06,7.3474439475454134e-06,1.7663449624797474e-12,trailing_stop_loss,trailing_stop_loss,370,370,0.024514854744465575,0.024514854744465575
3y,DOGE/USDT:USDT,2023-09-04 22:00:00+00:00,True,short_pullback_restart,-0.021052578565731724,-0.021052578543254333,2.2477391475872466e-11,stop_loss,stop_loss,285,285,0.0014474107430042515,0.0014474107430042515
3y,DOGE/USDT:USDT,2023-11-07 00:00:00+00:00,False,long_1d_center_compression,-0.02096705147941341,-0.020967051473609003,5.804405567300108e-12,stop_loss,stop_loss,30,30,0.0014392254350386047,0.0014392254350386047
3y,DOGE/USDT:USDT,2024-06-14 16:05:00+00:00,True,short_pullback_restart,-0.0010724784440035123,-0.0010724784440881141,-8.460181340208539e-14,trailing_stop_loss,trailing_stop_loss,0,0,0.06160305343511441,0.06160305343511441
3y,DOGE/USDT:USDT,2024-06-19 15:00:00+00:00,True,short_pullback_restart,-0.04324826873520779,-0.0432482687324054,2.8023902642893006e-12,stop_loss,stop_loss,1205,1205,0.0041196341764850875,0.0041196341764850875
3y,DOGE/USDT:USDT,2024-06-27 06:00:00+00:00,True,short_compression_breakdown,-0.03177029441081715,-0.03177029440939293,1.4242218515647664e-12,stop_loss,stop_loss,425,425,0.0029853221660169904,0.0029853221660169904
3y,DOGE/USDT:USDT,2024-07-10 01:00:00+00:00,True,short_pullback_restart,-0.033577160224453895,-0.03357716024317224,-1.871834631739233e-11,stop_loss,stop_loss,205,205,0.0035024611889435953,0.0035024611889435953
3y,DOGE/USDT:USDT,2024-08-03 16:00:00+00:00,True,short_pullback_restart,0.10001979379172275,0.05254538517564872,-0.047474408616074035,roi,partial_exit,1540,1355,0.11769464105156713,0.05729316116690564
3y,DOGE/USDT:USDT,2024-09-05 04:00:00+00:00,True,short_pullback_restart,0.00020974322429420542,0.05050054368838436,0.05029080046409015,trailing_stop_loss,partial_exit,4220,2260,0.08316452847175348,0.06388858185033719
3y,DOGE/USDT:USDT,2024-10-29 00:00:00+00:00,False,long_1d_center_compression,0.10000899885475645,0.10000899884134475,-1.3411702304289008e-11,roi,roi,980,980,0.10972058732420553,0.10972058732420553
3y,DOGE/USDT:USDT,2025-02-01 20:00:00+00:00,True,short_compression_breakdown,0.10000335687125154,0.10000335687365311,2.4015650579300996e-12,roi,roi,1245,1245,0.11992462490222566,0.11992462490222566
3y,DOGE/USDT:USDT,2025-02-09 14:00:00+00:00,True,short_pullback_restart,7.03520068984537e-05,7.035201153463534e-05,4.636181643127325e-12,trailing_stop_loss,trailing_stop_loss,585,585,0.0406680584551149,0.0406680584551149
3y,DOGE/USDT:USDT,2025-02-18 06:00:00+00:00,True,short_compression_breakdown,9.118157189219384e-06,9.118144286072519e-06,-1.290314686524976e-11,trailing_stop_loss,trailing_stop_loss,205,205,0.02216010371090582,0.02216010371090582
3y,DOGE/USDT:USDT,2025-02-23 16:00:00+00:00,True,short_pullback_restart,0.10000896920263631,0.05196650337558942,-0.048042465827046896,roi,partial_exit,1800,755,0.14897579143389206,0.06332302253645605
3y,DOGE/USDT:USDT,2025-03-09 03:00:00+00:00,True,short_compression_breakdown,0.1000103047238383,0.10001030470417423,-1.9664075923131463e-11,roi,roi,835,835,0.11490136214185065,0.11490136214185065
3y,DOGE/USDT:USDT,2025-06-04 14:00:00+00:00,True,short_pullback_restart,0.00015984660523879287,0.00015984658457942434,-2.0659368530143163e-11,trailing_stop_loss,trailing_stop_loss,1365,1365,0.02655388404090142,0.02655388404090142
3y,DOGE/USDT:USDT,2025-06-12 16:00:00+00:00,True,short_compression_breakdown,0.10000685438846448,0.10000685438128573,-7.178743710589686e-12,roi,roi,7165,7165,0.11190233977619535,0.11190233977619535
3y,DOGE/USDT:USDT,2025-09-01 00:00:00+00:00,True,short_pullback_restart,0.00012953982473299088,0.0001295398258298926,1.0969017306874246e-12,trailing_stop_loss,trailing_stop_loss,450,450,0.026580149002643605,0.026580149002643605
3y,DOGE/USDT:USDT,2025-11-06 06:00:00+00:00,True,short_pullback_restart,8.855774281338136e-05,8.855774642345153e-05,3.6100701692343834e-12,trailing_stop_loss,trailing_stop_loss,1245,1245,0.04346440634758775,0.04346440634758775
3y,DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,True,short_pullback_restart,0.00012205846401204799,0.05123457315837684,0.05111251469436479,trailing_stop_loss,partial_exit,1185,740,0.06365181910914663,0.05753887762001342
3y,DOGE/USDT:USDT,2025-12-07 14:00:00+00:00,True,short_pullback_restart,1.3611263262429391e-05,1.361126326242939e-05,-1.6940658945086007e-21,trailing_stop_loss,trailing_stop_loss,110,110,0.025300489686897132,0.025300489686897132
3y,DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,True,short_pullback_restart,-0.00023727127620087857,0.05349694360629337,0.05373421488249425,trailing_stop_loss,partial_exit,3030,1930,0.06216554707958544,0.05927103440445114
3y,DOGE/USDT:USDT,2026-05-31 15:00:00+00:00,True,short_pullback_restart,-0.01585593364108867,-0.015855933640856155,2.325153958260273e-13,trailing_stop_loss,trailing_stop_loss,750,750,0.01030823648307222,0.01030823648307222
3y,DOGE/USDT:USDT,2026-06-09 16:00:00+00:00,True,short_pullback_restart,0.00015285000658811767,0.00015285001013337437,3.5452566988884715e-12,trailing_stop_loss,trailing_stop_loss,1995,1995,0.028127675186498946,0.028127675186498946
3y,ETH/USDT:USDT,2023-08-02 15:00:00+00:00,True,short_pullback_restart,-0.0003464629838291412,-0.0003464629838291412,0.0,stale_loss_72h,stale_loss_72h,6390,6390,0.01779109560640668,0.01779109560640668
3y,ETH/USDT:USDT,2023-08-17 15:00:00+00:00,True,short_pullback_restart,0.09999793599594012,0.09999793599660259,6.624700787938309e-13,roi,roi,400,400,0.19148366004314443,0.19148366004314443
3y,ETH/USDT:USDT,2023-08-24 15:00:00+00:00,True,short_pullback_restart,-0.00912808233107652,-0.009128082324409861,6.66665854465176e-12,stale_loss_72h,stale_loss_72h,4325,4325,0.008218623978034634,0.008218623978034634
3y,ETH/USDT:USDT,2023-09-01 15:00:00+00:00,True,short_compression_breakdown,-0.0005148530421800582,-0.0005148530359297605,6.250297696942797e-12,stale_loss_72h,stale_loss_72h,4325,4325,0.017855135459212246,0.017855135459212246
3y,ETH/USDT:USDT,2023-10-12 10:00:00+00:00,True,short_pullback_restart,-0.01990248592021518,-0.01990248591370084,6.514337680396665e-12,stop_loss,stop_loss,2100,2100,0.017484318256850484,0.017484318256850484
3y,ETH/USDT:USDT,2023-11-10 00:00:00+00:00,False,long_1d_center_compression,-0.021661210450297605,-0.021661210455332328,-5.034722638797007e-12,stop_loss,stop_loss,730,730,0.007857102481487743,0.007857102481487743
3y,ETH/USDT:USDT,2023-12-05 00:00:00+00:00,False,long_1d_center_compression,-0.0210823961940817,-0.021082396189322148,4.75955039269671e-12,stop_loss,stop_loss,460,460,0.004425784540507127,0.004425784540507127
3y,ETH/USDT:USDT,2024-01-29 14:00:00+00:00,True,short_pullback_restart,-0.017161580487043557,-0.01716158048669281,3.507472090547026e-13,stop_loss,stop_loss,120,120,0.005192652329749192,0.005192652329749192
3y,ETH/USDT:USDT,2024-05-10 15:00:00+00:00,True,short_pullback_restart,0.0005525718317725452,0.0005525718365744266,4.80188133179793e-12,trailing_stop_loss,trailing_stop_loss,3840,3840,0.024718904951463117,0.024718904951463117
